,S15_PM10,S15_SO2,S15_NO2,S15_NOX,S15_NO,S15_O3,OUT
2916,33.58,3.2,16.92,20.56,3.63,37.14,2
2917,30.29,3.32,33.22,37.84,4.62,24.13,2
2918,22.52,3.66,67.4,92.91,25.51,8.39,1
2919,22.76,3.12,31.32,39.75,8.43,25.53,2
2920,31.86,2.77,17.9,25.57,7.68,33.81,2
2921,36.76,3.08,10.88,17.2,6.32,50.32,2
2922,34.64,3.5,9.03,14.45,5.42,61.03,2
2923,34.88,4.06,10.45,16.24,5.79,73.67,3
2924,55.08,6.4,10.53,14.81,4.28,97.21,3
2925,57.92,6.7,12.48,18.26,5.78,91.22,3
2926,55.46,5.76,15.25,21.96,6.71,89.92,2
2927,49.74,4.79,16.16,23.04,6.88,101.1,2
2928,48.98,5.03,17.25,22.9,5.65,99.11,2
2929,44.33,5.05,34.22,46.27,12.05,86.58,3
2930,45.54,4.63,105.07,139.41,34.34,27.2,3
2931,53.51,5.16,167.11,331.23,164.12,10.63,3
2932,70.66,3.79,59.24,111.13,51.89,47.05,3
2933,68.45,3.0,8.26,12.24,3.98,59.01,3
2934,65.16,2.8,8.97,12.8,3.83,56.26,3
2935,61.05,2.83,7.89,11.74,3.85,56.05,2
2936,45.56,2.98,9.23,12.98,3.75,55.41,2
2937,44.54,3.06,6.42,10.0,3.58,59.29,2
2938,46.17,3.89,9.72,13.68,3.96,70.58,2
2939,36.57,4.59,12.3,17.87,5.57,74.81,2
2940,33.48,4.88,11.53,16.94,5.4,78.77,2
2941,24.9,4.9,12.79,18.18,5.4,79.2,2
2942,23.98,4.99,15.7,21.14,5.44,77.02,2
2943,32.94,5.16,14.54,20.32,5.78,77.72,2
2944,44.32,5.62,12.13,17.67,5.54,85.71,2
2945,38.49,5.76,10.1,16.27,6.17,91.01,2
2946,35.12,4.55,13.72,20.58,6.86,89.06,2
2947,28.59,4.09,16.13,23.42,7.29,90.38,2
2948,26.05,3.9,20.8,27.56,6.76,82.9,2
2949,27.29,3.7,23.39,30.48,7.09,76.57,2
2950,31.99,3.54,19.37,25.65,6.28,60.13,2
2951,32.15,3.4,15.43,21.46,6.04,56.26,2
2952,35.71,3.27,18.52,22.36,3.84,50.28,2
2953,33.98,3.17,21.33,26.24,4.91,44.2,2
2954,29.58,3.07,14.46,18.07,3.61,45.03,2
2955,28.33,3.22,11.48,15.07,3.59,47.29,1
2956,24.72,3.11,10.14,13.68,3.53,46.92,1
2957,18.86,3.19,18.22,21.98,3.76,42.5,1
2958,20.48,3.16,10.31,13.93,3.63,46.25,1
2959,23.38,3.2,8.96,12.61,3.65,46.81,1
2960,19.63,3.13,13.0,17.79,4.79,44.48,1
2961,21.62,3.19,19.24,24.96,5.72,41.11,1
2962,20.08,3.18,14.85,20.6,5.75,46.37,1
2963,18.0,3.2,12.55,18.1,5.55,52.48,1
2964,24.78,3.28,13.19,18.71,5.52,57.68,2
2965,26.52,3.47,14.3,19.66,5.36,62.35,2
2966,23.4,3.64,11.47,15.95,4.48,71.11,2
2967,34.32,3.69,10.13,14.71,4.59,74.34,2
2968,43.8,3.88,10.66,15.72,5.06,77.36,2
2969,37.71,3.81,10.64,15.03,4.39,84.44,2
2970,39.38,3.84,10.14,14.3,4.16,87.04,2
2971,37.83,3.74,15.89,21.18,5.3,79.78,2
2972,41.52,3.59,12.73,18.71,5.98,59.82,3
2973,50.66,3.51,12.17,16.64,4.47,59.2,2
2974,48.07,3.33,14.39,21.82,7.43,54.25,2
2975,39.95,3.1,13.33,18.83,5.49,46.97,2
2976,45.17,2.81,15.88,23.08,7.2,34.44,3
2977,54.78,2.76,16.48,22.56,6.08,28.6,3
2978,54.22,2.84,18.11,23.46,5.35,30.48,2
2979,49.17,2.82,12.94,17.18,4.24,32.1,2
2980,41.06,2.88,16.07,21.39,5.32,33.86,1
2981,21.47,2.96,6.87,10.8,3.93,34.12,1
2982,15.61,2.91,13.03,17.65,4.61,26.7,1
2983,11.42,2.85,17.31,22.68,5.36,24.04,1
2984,8.75,3.0,17.58,23.7,6.12,28.21,1
2985,6.58,3.0,12.74,20.35,7.61,38.09,1
2986,4.61,3.05,13.96,20.24,6.28,39.01,1
2987,4.93,3.06,13.45,20.2,6.74,42.37,1
2988,8.68,3.03,10.68,15.64,4.97,47.62,1
2989,10.4,3.12,10.44,15.4,4.96,45.05,1
2990,14.29,3.09,11.86,16.72,4.86,39.33,1
2991,19.98,3.17,20.5,26.56,6.07,36.89,1
2992,13.82,3.23,19.73,24.09,4.36,39.91,1
2993,11.91,3.12,21.87,26.36,4.49,40.01,1
2994,11.89,3.12,19.14,23.9,4.76,38.46,1
2995,12.9,3.23,17.57,21.74,4.17,38.76,1
2996,13.26,3.22,26.97,31.45,4.48,34.28,1
2997,12.04,3.08,24.3,28.3,4.0,34.77,1
2998,10.56,3.14,21.6,25.68,4.09,33.98,1
2999,8.42,3.2,21.32,25.27,3.95,34.04,1
3000,6.58,3.26,14.65,18.5,3.85,35.86,1
3001,5.73,3.25,14.18,18.03,3.86,33.22,1
3002,9.55,3.3,20.6,25.85,5.26,27.38,1
3003,16.84,3.34,37.36,42.91,5.55,19.36,1
3004,16.69,3.3,39.39,46.31,6.92,19.26,1
3005,15.17,3.23,31.39,38.48,7.08,24.6,2
3006,32.44,3.41,23.76,30.99,7.23,31.8,1
3007,23.52,3.42,23.04,29.64,6.6,38.2,1
3008,17.38,3.43,18.02,24.68,6.66,40.24,1
3009,13.1,3.42,11.41,16.98,5.56,46.75,1
3010,10.2,3.48,14.1,20.88,6.79,49.96,1
3011,7.97,3.55,17.67,25.39,7.72,47.56,1
3012,6.06,3.63,13.52,19.47,5.95,54.81,1
3013,4.91,3.62,20.03,25.46,5.43,51.2,1
3014,5.05,3.54,24.01,28.79,4.78,47.3,1
3015,9.08,3.71,33.66,38.81,5.14,40.4,1
3016,13.35,3.51,24.21,28.53,4.32,42.75,1
3017,10.16,3.5,17.76,21.77,4.01,46.91,1
3018,12.38,3.44,19.78,24.04,4.26,44.43,1
3019,24.28,3.48,48.85,60.03,11.18,23.46,2
3020,33.01,3.36,34.24,40.71,6.47,22.03,2
3021,39.43,3.33,24.72,28.89,4.16,28.14,2
3022,39.43,3.25,15.92,19.88,3.95,31.41,2
3023,31.52,3.42,14.66,18.54,3.88,30.79,2
3024,31.91,3.43,21.04,26.41,5.37,25.21,2
3025,39.3,3.66,22.86,29.68,6.82,22.93,2
3026,37.95,3.65,28.22,35.54,7.32,22.06,2
3027,35.89,3.8,35.3,46.92,11.62,21.32,2
3028,29.31,3.85,26.7,37.64,10.94,32.46,1
3029,23.34,3.76,28.28,40.67,12.39,35.93,1
3030,22.57,3.69,19.51,27.82,8.3,41.11,2
3031,25.37,3.56,13.04,19.07,6.03,44.97,1
3032,18.46,3.61,10.59,16.37,5.78,47.58,1
3033,21.67,3.53,11.97,18.1,6.12,52.01,1
3034,18.76,3.56,11.56,17.28,5.72,55.83,2
3035,18.57,3.52,11.95,17.36,5.42,64.9,2
3036,21.53,3.49,16.73,22.46,5.73,63.13,2
3037,44.24,3.8,98.4,151.23,52.83,10.43,3
3038,69.1,3.89,89.69,154.81,65.13,10.83,2
3039,22.12,3.98,30.94,39.04,8.1,74.99,2
3040,25.69,4.13,45.0,53.53,8.53,67.35,2
3041,38.66,4.01,86.83,104.38,17.54,33.52,2
3042,39.15,3.88,65.84,83.57,17.73,39.44,2
3043,38.7,3.47,25.76,34.05,8.29,49.86,2
3044,36.16,3.56,26.32,33.0,6.68,44.4,2
3045,26.28,3.67,31.71,37.48,5.77,34.56,1
3046,21.74,3.41,15.83,20.12,4.29,39.09,1
3047,21.65,3.35,15.13,19.18,4.05,38.35,1
3048,16.53,3.33,14.18,18.18,4.0,37.47,1
3049,13.84,3.31,14.26,18.17,3.92,35.42,1
3050,18.98,3.22,20.89,26.1,5.2,28.84,2
3051,27.13,3.36,19.2,23.51,4.32,28.63,2
3052,25.87,3.55,16.11,20.42,4.31,30.47,1
3053,20.87,3.44,20.74,27.2,6.46,29.54,1
3054,20.14,3.62,22.42,32.58,10.16,34.47,1
3055,17.21,3.11,14.33,21.52,7.19,39.26,1
3056,19.96,3.39,15.53,22.66,7.13,44.04,1
3057,24.84,3.44,12.08,18.42,6.34,50.26,1
3058,23.23,3.48,11.74,17.16,5.42,55.37,2
3059,23.05,3.44,11.88,16.88,5.0,67.31,2
3060,18.7,3.69,13.48,19.18,5.7,70.61,2
3061,19.58,3.65,14.17,19.61,5.44,81.16,2
3062,18.57,3.84,13.78,18.24,4.46,97.82,2
3063,13.68,3.7,25.85,30.47,4.62,91.15,2
3064,12.28,3.96,87.2,102.24,15.05,34.7,1
3065,16.92,3.51,37.97,43.53,5.56,43.33,1
3066,20.84,3.75,37.24,42.49,5.25,46.06,1
3067,19.35,3.67,24.39,28.61,4.22,48.81,1
3068,17.96,3.45,32.09,37.33,5.24,37.92,1
3069,13.6,3.4,20.13,24.02,3.9,42.74,1
3070,13.36,3.46,19.32,23.23,3.91,40.22,1
3071,17.05,3.48,9.42,13.14,3.72,47.73,1
3072,14.82,3.45,8.5,12.12,3.62,47.33,1
3073,15.58,3.33,15.67,19.45,3.78,41.31,1
3074,16.73,3.36,13.2,16.96,3.76,43.97,1
3075,12.32,3.4,12.14,15.96,3.82,46.71,1
3076,9.48,3.32,18.73,23.4,4.68,43.21,1
3077,6.87,3.41,19.72,26.39,6.67,47.92,1
3078,6.17,3.44,13.92,19.75,5.84,54.8,2
3079,10.14,3.55,14.94,21.45,6.51,65.74,2
3080,14.99,3.56,14.67,20.0,5.33,75.62,2
3081,15.25,3.69,22.04,28.66,6.62,67.58,2
3082,17.18,3.55,20.76,29.77,9.01,62.04,2
3083,15.58,3.61,14.61,21.35,6.74,72.03,2
3084,11.47,3.6,14.68,21.17,6.49,78.15,2
3085,8.9,3.68,21.01,27.49,6.48,71.59,2
3086,7.29,3.69,25.99,31.74,5.75,64.85,1
3087,6.67,3.74,32.02,37.21,5.19,56.07,1
3088,6.89,3.76,33.53,41.48,7.95,49.59,2
3089,10.3,3.94,80.68,113.53,32.86,15.83,2
3090,22.41,4.04,89.06,146.2,57.14,10.27,2
3091,26.87,3.7,50.68,73.38,22.7,24.32,1
3092,24.48,3.59,15.74,19.78,4.03,40.75,2
3093,25.18,3.5,15.41,19.24,3.83,43.09,1
3094,21.72,3.63,15.41,19.2,3.79,48.27,1
3095,17.79,3.68,14.54,18.21,3.67,49.13,1
3096,18.47,3.69,14.24,18.73,4.49,49.91,1
3097,19.89,3.67,14.6,18.45,3.86,47.93,1
3098,14.92,3.72,15.71,19.64,3.92,45.09,1
3099,14.52,3.57,19.76,25.18,5.42,44.22,1
3100,18.08,3.78,18.05,26.49,8.44,51.28,1
3101,15.43,3.76,18.14,25.71,7.58,57.0,2
3102,18.15,3.94,15.23,21.74,6.51,64.59,2
3103,16.63,4.14,10.03,16.15,6.12,79.61,2
3104,15.89,4.21,9.2,14.03,4.83,89.54,2
3105,17.41,4.13,9.65,14.5,4.85,89.64,2
3106,13.18,4.14,10.22,15.23,5.0,88.96,2
3107,9.62,4.37,12.04,17.18,5.14,88.88,2
3108,11.12,3.8,15.27,21.12,5.85,89.49,2
3109,18.86,4.2,12.71,17.31,4.6,94.14,2
3110,18.88,4.17,22.5,26.88,4.38,89.97,2
3111,21.51,4.29,62.32,68.39,6.07,53.29,2
3112,23.29,4.27,38.93,43.88,4.96,63.18,1
3113,21.31,4.21,27.39,31.27,3.88,59.61,2
3114,21.99,4.34,22.24,26.19,3.95,68.4,2
3115,22.21,4.61,19.9,23.8,3.9,64.88,2
3116,20.05,4.54,15.26,18.95,3.69,65.13,2
3117,18.1,4.69,15.88,19.44,3.56,67.62,2
3118,10.47,5.92,20.91,28.49,7.58,100.43,1
3119,17.41,3.05,15.71,22.54,6.83,49.49,1
3120,16.22,3.14,17.51,24.88,7.38,55.17,2
3121,14.58,3.24,17.05,24.32,7.28,71.82,2
3122,16.55,3.51,19.4,27.33,7.93,87.18,2
3123,16.61,3.46,18.13,24.56,6.43,85.96,2
3124,16.52,3.56,15.62,22.89,7.27,101.22,2
3125,16.74,3.46,20.5,26.82,6.32,115.42,2
3126,14.14,3.27,20.94,26.42,5.48,116.3,2
3127,10.23,3.39,35.68,41.16,5.49,87.14,2
3128,10.8,3.71,57.6,64.76,7.16,44.78,2
3129,14.19,3.69,81.7,99.85,18.16,15.14,1
3130,12.96,3.19,48.5,54.3,5.8,44.98,2
3131,17.88,3.52,58.37,69.78,11.41,29.26,2
3132,18.6,3.38,59.69,72.73,13.04,23.05,1
3133,20.42,3.28,29.77,33.81,4.04,45.72,2
3134,26.18,3.19,23.38,27.35,3.96,49.76,1
3135,23.67,3.38,14.68,18.59,3.91,53.55,1
3136,17.39,3.15,14.88,18.85,3.97,52.84,1
3137,13.69,3.25,19.6,23.59,3.99,45.57,1
3138,10.47,2.99,15.71,21.06,5.35,47.85,1
3139,7.41,3.05,23.78,28.07,4.3,42.54,1
3140,5.34,3.2,33.55,40.9,7.34,37.91,1
3141,4.15,3.6,28.73,38.28,9.55,47.72,1
3142,7.16,3.91,26.26,36.31,10.05,59.19,2
3143,9.69,3.48,20.08,28.45,8.37,72.03,2
3144,8.14,3.67,21.67,31.32,9.65,79.3,2
3145,5.78,3.64,17.38,24.18,6.81,93.19,2
3146,5.28,3.56,19.44,26.48,7.04,95.92,2
3147,4.54,3.26,22.18,31.03,8.85,103.82,2
3148,3.18,3.28,21.74,30.08,8.34,110.86,3
3149,4.14,3.59,22.4,29.02,6.62,120.99,3
3150,4.47,3.53,26.09,32.42,6.32,123.44,2
3151,3.3,3.65,73.33,91.63,18.3,72.84,3
3152,9.31,5.38,197.61,316.09,118.48,5.95,4
3153,20.31,6.35,209.44,373.8,164.37,5.36,3
3154,47.24,8.8,173.03,299.44,126.4,5.29,3
3155,68.21,7.02,166.77,310.1,143.34,5.18,3
3156,65.88,5.56,124.28,217.07,92.79,4.65,3
3157,63.96,6.6,129.71,229.5,99.79,4.74,3
3158,62.12,5.77,102.66,161.82,59.16,6.71,3
3159,52.24,4.42,83.83,123.91,40.08,4.66,2
3160,44.79,4.95,99.2,174.64,75.45,4.77,2
3161,43.23,4.03,75.09,119.65,44.56,4.84,2
3162,35.75,3.76,71.37,112.35,40.98,4.59,2
3163,30.06,4.05,72.24,116.24,44.0,6.0,2
3164,34.13,4.5,87.09,152.95,65.86,2.72,3
3165,38.52,5.64,118.59,221.93,103.34,5.61,3
3166,53.28,4.93,60.22,87.31,27.09,32.48,3
3167,63.68,5.06,50.57,71.26,20.69,40.31,3
3168,58.51,4.89,40.02,55.99,15.97,4.31,3
3169,52.2,5.13,22.47,31.26,8.79,4.6,2
3170,46.71,5.05,19.51,27.14,7.62,4.64,3
3171,36.99,4.51,13.09,18.77,5.67,134.44,3
3172,29.35,4.32,17.3,23.78,6.48,135.83,3
3173,24.9,3.75,21.91,30.18,8.27,138.93,3
3174,19.37,3.84,21.67,29.33,7.66,138.11,3
3175,13.79,4.42,117.75,166.1,48.35,47.44,4
3176,25.79,5.08,215.42,352.97,137.55,0.76,3
3177,34.52,5.63,178.13,290.68,112.55,0.82,3
3178,54.78,5.95,182.82,334.51,151.68,1.78,3
3179,75.4,4.39,43.7,63.67,19.97,62.2,3
3180,63.44,3.84,68.0,77.83,9.83,28.34,2
3181,47.97,3.74,70.79,78.51,7.72,20.44,2
3182,45.43,3.96,85.53,114.98,29.45,8.28,2
3183,37.64,3.82,81.78,114.89,33.11,0.46,2
3184,29.71,3.95,70.34,97.34,27.0,1.07,2
3185,30.18,3.89,66.14,83.76,17.61,1.03,2
3186,26.03,3.64,56.54,71.13,14.59,1.54,2
3187,22.22,3.96,90.38,158.88,68.5,0.35,3
3188,26.26,5.43,114.15,223.54,109.39,1.87,3
3189,36.95,7.44,101.32,167.26,65.94,15.69,2
3190,45.32,9.37,66.88,93.97,27.1,31.63,3
3191,59.4,7.35,44.82,60.45,15.62,46.83,3
3192,66.68,6.02,34.53,47.06,12.53,65.87,3
3193,58.62,5.33,16.48,22.92,6.44,93.85,2
3194,47.16,4.86,14.72,21.16,6.44,106.19,3
3195,35.76,4.98,13.47,19.24,5.77,128.13,3
3196,25.52,5.61,15.67,21.86,6.2,126.72,3
3197,26.35,5.44,16.23,22.29,6.06,128.17,3
3198,24.28,5.51,25.84,34.0,8.16,123.46,3
3199,18.46,5.49,116.32,153.18,36.87,47.9,4
3200,25.74,5.72,210.27,327.02,116.74,1.08,3
3201,33.03,7.98,183.38,300.6,117.23,0.55,3
3202,45.04,8.8,178.54,306.2,127.66,0.55,3
3203,67.12,4.87,145.94,224.91,78.97,0.58,3
3204,73.31,6.17,175.75,329.31,153.56,0.31,3
3205,77.13,5.2,185.33,357.21,171.88,0.46,3
3206,78.49,6.38,141.94,253.82,111.88,0.21,3
3207,62.72,5.9,123.47,216.29,92.82,0.71,3
3208,51.37,4.61,83.15,108.89,25.74,0.47,2
3209,42.53,4.2,79.36,119.86,40.5,0.19,2
3210,30.76,3.98,72.59,109.44,36.85,0.29,2
3211,22.72,4.19,83.35,141.96,58.61,0.5,3
3212,26.93,4.9,122.3,233.68,111.38,1.78,3
3213,61.55,6.42,94.57,147.64,53.07,26.92,3
3214,73.07,6.14,42.4,57.61,15.21,50.43,3
3215,69.0,5.7,26.46,35.96,9.49,69.29,3
3216,63.83,5.77,18.45,25.06,6.61,91.34,3
3217,53.56,5.32,16.06,22.01,5.95,112.02,2
3218,41.69,5.05,13.38,19.32,5.94,119.17,2
3219,32.97,5.02,18.57,25.17,6.59,115.09,2
3220,32.0,6.66,28.66,37.08,8.41,108.21,2
3221,28.23,6.35,25.92,32.07,6.14,105.83,3
3222,24.95,5.35,108.92,131.56,22.64,39.35,4
3223,33.54,5.41,205.56,315.37,109.8,1.31,4
3224,46.62,7.52,262.46,493.68,231.22,1.37,4
3225,75.43,6.0,221.89,415.08,193.18,0.65,4
3226,98.45,5.7,136.37,227.52,91.15,0.46,3
3227,86.82,6.22,144.31,236.24,91.93,0.43,3
3228,74.0,6.25,148.11,251.44,103.33,0.47,3
3229,75.39,5.85,145.74,282.19,136.45,0.22,3
3230,64.61,4.63,72.89,106.11,33.22,1.89,3
3231,54.32,4.74,82.6,135.01,52.42,0.2,3
3232,52.51,4.04,69.74,101.06,31.32,1.86,2
3233,41.25,3.92,83.0,141.1,58.11,0.24,2
3234,31.37,4.17,77.7,127.74,50.04,0.27,3
3235,31.32,4.78,105.07,191.85,86.78,1.9,2
3236,36.54,6.13,88.77,152.21,63.44,18.18,2
3237,45.1,6.66,54.29,74.76,20.47,34.79,3
3238,56.89,5.67,42.43,58.64,16.21,47.12,2
3239,49.48,5.48,29.66,41.29,11.63,59.2,2
3240,44.77,6.32,20.31,28.81,8.5,75.69,2
3241,43.12,6.66,25.98,39.35,13.36,81.67,2
3242,33.35,5.46,11.99,24.83,12.85,89.36,2
3243,24.84,4.74,16.55,23.15,6.6,89.04,2
3244,23.42,4.32,15.68,22.75,7.07,83.37,2
3245,20.16,4.12,14.68,20.9,6.23,82.58,2
3246,19.37,4.41,80.36,100.78,20.42,31.07,4
3247,25.64,6.16,235.42,453.66,218.24,1.12,4
3248,40.16,6.24,205.89,396.35,190.45,0.7,3
3249,68.09,5.58,151.65,273.13,121.48,0.6,3
3250,82.89,4.52,87.76,133.27,45.51,14.0,3
3251,68.65,4.77,104.91,169.87,64.96,0.56,3
3252,60.39,4.85,126.5,222.82,96.33,0.35,3
3253,62.84,4.4,109.5,179.52,70.02,2.89,3
3254,51.21,4.54,63.4,84.11,20.71,19.94,2
3255,45.2,4.52,64.6,79.91,15.31,11.53,2
3256,41.01,4.33,48.48,56.45,7.96,12.27,2
3257,30.64,4.29,59.24,72.26,13.02,4.5,2
3258,24.89,4.11,61.13,81.4,20.27,5.34,3
3259,25.07,4.56,100.64,185.22,84.57,2.84,2
3260,29.92,4.88,77.13,123.91,46.78,14.11,2
3261,37.32,4.52,39.53,53.26,13.73,35.91,2
3262,44.94,4.59,34.91,46.73,11.82,46.37,2
3263,39.73,4.64,28.23,38.1,9.87,65.93,2
3264,36.94,4.49,19.55,26.27,6.73,84.27,2
3265,34.56,4.79,20.66,28.3,7.64,86.23,2
3266,26.54,4.92,22.68,34.04,11.35,92.13,2
3267,19.8,4.8,16.78,22.7,5.92,91.48,2
3268,23.89,4.73,20.37,28.48,8.1,92.86,2
3269,23.36,4.7,24.73,30.82,6.09,88.33,2
3270,19.83,4.66,34.63,41.49,6.87,80.31,3
3271,25.92,4.99,150.13,199.46,49.33,17.37,3
3272,44.4,6.57,168.84,273.66,104.82,0.65,3
3273,71.88,5.56,154.78,244.18,89.4,0.48,3
3274,80.83,5.59,146.72,238.54,91.82,0.35,3
3275,79.05,4.84,122.93,202.93,80.0,0.3,3
3276,79.58,4.59,126.81,218.26,91.45,0.48,3
3277,66.05,5.26,28.68,34.21,5.53,47.07,3
3278,53.1,5.62,16.16,20.22,4.05,54.31,2
3279,43.49,5.32,15.82,19.84,4.03,49.62,2
3280,31.81,5.07,22.63,26.86,4.23,42.37,1
3281,22.78,4.75,41.83,50.47,8.64,28.58,2
3282,25.22,4.85,91.53,134.3,42.76,7.35,3
3283,29.64,6.26,120.66,204.94,84.28,8.68,3
3284,52.55,6.17,98.28,151.84,53.56,13.4,3
3285,75.67,5.25,64.56,87.78,23.22,30.21,3
3286,64.75,4.74,30.41,40.63,10.22,55.12,3
3287,51.04,4.81,16.48,23.68,7.2,68.0,2
3288,46.51,4.58,15.34,21.38,6.05,75.15,2
3289,36.75,4.69,13.05,18.88,5.83,83.34,2
3290,29.06,4.75,15.62,21.49,5.87,87.17,2
3291,28.79,4.71,17.9,24.58,6.69,91.4,2
3292,24.68,5.65,41.56,50.41,8.86,78.58,3
3293,23.5,5.99,104.3,124.43,20.12,38.31,4
3294,33.52,6.68,259.84,471.84,212.0,1.19,4
3295,54.33,7.0,271.39,530.52,259.13,0.84,3
3296,87.63,6.78,158.23,290.34,132.1,10.83,4
3297,101.31,4.6,46.23,52.03,5.79,49.44,3
3298,79.91,4.47,28.23,32.41,4.18,51.17,3
3299,58.58,4.2,29.66,33.83,4.17,40.47,3
3300,50.45,4.18,36.94,41.18,4.24,31.58,2
3301,40.02,4.22,30.66,34.75,4.09,32.15,2
3302,34.15,4.23,30.67,34.77,4.1,28.22,2
3303,32.26,4.2,29.8,34.39,4.59,26.59,2
3304,26.11,3.87,24.95,29.43,4.47,27.17,1
3305,20.98,3.53,21.6,26.17,4.57,26.99,1
3306,17.34,3.47,29.77,36.62,6.85,23.27,1
3307,14.8,3.44,28.57,38.32,9.75,26.13,1
3308,16.59,3.48,20.3,28.29,7.99,35.44,1
3309,21.72,3.56,20.29,27.85,7.56,39.9,1
3310,20.31,3.63,18.13,25.04,6.91,45.93,1
3311,18.89,3.67,14.96,21.27,6.32,55.94,2
3312,21.49,4.26,25.24,31.46,6.22,67.56,2
3313,19.24,4.37,53.51,58.76,5.25,52.65,3
3314,24.27,4.88,142.15,177.0,34.86,7.1,2
3315,33.12,3.83,55.51,62.64,7.13,27.04,2
3316,32.96,3.63,34.58,39.25,4.67,35.2,2
3317,32.74,3.31,21.83,26.17,4.34,45.52,2
3318,27.76,3.57,26.21,30.38,4.17,42.94,1
3319,21.0,3.96,33.7,37.8,4.1,31.92,1
3320,21.41,4.02,47.16,52.19,5.03,19.9,1
3321,19.46,4.09,43.83,48.15,4.32,20.62,2
3322,20.8,4.26,60.3,67.76,7.46,10.27,2
3323,26.12,4.06,36.54,41.13,4.58,22.52,1
3324,23.64,3.81,30.67,35.44,4.77,23.56,1
3325,19.6,3.62,22.11,26.47,4.36,28.66,1
3326,21.04,3.78,31.13,37.66,6.53,25.02,1
3327,19.03,3.95,33.98,46.11,12.12,27.38,1
3328,20.43,3.69,23.77,32.76,8.98,34.4,2
3329,26.33,3.71,20.86,28.64,7.79,38.86,1
3330,24.34,3.54,16.5,23.74,7.23,45.27,1
3331,21.77,3.66,13.82,20.2,6.38,51.06,2
3332,28.03,4.06,11.66,17.49,5.83,57.89,2
3333,29.51,4.25,15.07,22.05,6.98,64.24,2
3334,25.28,4.14,17.18,24.32,7.14,66.89,2
3335,25.3,4.5,14.98,20.68,5.69,70.3,2
3336,21.88,4.49,27.26,34.87,7.61,64.58,3
3337,20.08,5.88,115.92,179.39,63.47,31.6,3
3338,35.83,5.02,114.07,185.01,70.94,23.84,4
3339,172.14,3.62,16.12,21.82,5.7,41.91,4
3340,125.28,3.49,17.08,25.56,8.48,40.83,2
3341,41.47,3.7,24.8,31.32,6.51,31.48,2
3342,25.02,3.52,19.86,26.1,6.24,31.91,1
3343,19.0,3.75,19.41,25.67,6.26,30.65,2
3344,26.65,4.52,60.88,69.54,8.66,8.57,2
3345,25.35,4.56,71.83,92.18,20.35,2.88,2
3346,30.97,4.53,29.61,34.95,5.34,16.5,2
3347,33.36,4.67,72.76,110.86,38.1,4.16,2
3348,26.25,4.12,67.11,98.89,31.78,2.13,2
3349,27.32,4.74,83.96,150.88,66.93,0.54,2
3350,36.4,3.91,69.61,103.74,34.12,2.49,2
3351,35.91,4.08,49.72,66.77,17.05,11.81,2
3352,30.98,3.98,32.79,46.28,13.49,20.02,2
3353,31.21,4.0,19.81,27.22,7.41,33.86,2
3354,27.67,4.62,17.76,24.18,6.41,40.94,2
3355,31.42,4.88,14.87,21.64,6.77,46.08,2
3356,33.26,4.72,14.34,20.25,5.9,46.39,2
3357,30.22,4.97,18.43,26.42,7.99,40.74,2
3358,30.46,4.5,20.47,29.13,8.66,42.92,2
3359,27.57,4.44,19.81,26.08,6.27,43.12,2
3360,27.93,4.37,36.45,45.7,9.24,29.72,2
3361,33.6,4.05,29.91,36.1,6.2,23.87,2
3362,30.17,3.64,21.42,27.71,6.3,24.35,1
3363,24.73,3.56,17.16,22.0,4.84,23.46,1
3364,21.98,3.65,19.58,25.51,5.93,21.36,1
3365,17.56,3.47,14.42,20.57,6.15,24.91,1
3366,7.47,3.14,14.79,19.54,4.75,18.1,1
3367,5.4,3.25,33.64,41.42,7.78,8.36,1
3368,9.76,3.39,48.0,56.77,8.77,2.83,2
3369,11.63,3.38,50.71,63.4,12.7,2.04,2
3370,13.64,3.39,56.86,74.75,17.9,2.24,2
3371,19.92,3.58,80.71,134.32,53.6,1.56,2
3372,18.84,3.49,72.27,126.39,54.12,6.0,1
3373,17.1,3.28,36.31,51.58,15.26,18.52,1
3374,20.01,3.22,15.02,22.81,7.79,31.33,1
3375,17.98,3.32,13.34,20.41,7.06,37.17,1
3376,13.21,3.64,13.06,20.04,6.98,43.96,1
3377,9.88,3.87,11.59,18.09,6.5,45.35,1
3378,7.46,4.15,12.61,19.76,7.15,48.55,1
3379,5.81,4.54,18.59,26.06,7.46,46.97,1
3380,4.36,4.95,19.93,27.99,8.06,45.86,1
3381,3.22,5.52,31.41,42.46,11.05,40.68,2
3382,3.21,6.2,62.22,80.29,18.07,29.79,2
3383,15.17,5.73,84.35,109.9,25.55,15.92,1
3384,19.2,7.59,27.22,35.34,8.13,34.72,1
3385,14.78,10.33,35.99,43.31,7.32,20.44,1
3386,16.29,8.24,24.27,29.02,4.76,20.9,2
3387,12.8,6.83,59.98,75.46,15.48,4.4,1
3388,18.53,6.09,45.06,53.54,8.48,4.93,2
3389,24.06,5.6,56.01,85.9,29.89,2.28,2
3390,20.82,5.17,55.58,78.38,22.79,1.36,2
3391,22.64,5.13,64.7,98.19,33.49,1.59,2
3392,23.58,4.61,52.84,85.18,32.35,8.42,1
3393,22.81,4.37,18.3,26.57,8.27,21.95,2
3394,29.17,4.68,17.32,25.08,7.76,28.93,2
3395,29.77,5.46,11.52,17.89,6.37,38.04,2
3396,27.04,5.89,14.27,21.39,7.13,39.27,2
