,S17_PM10,S17_PM25,S17_SO2,S17_NO2,S17_NOX,S17_NO,S17_O3,OUT
1624,61.82,13.66,2.44,77.42,85.06,7.64,20.21,3
1625,52.93,10.57,2.52,55.12,60.8,5.68,22.72,2
1626,34.77,6.71,2.05,16.34,19.66,3.32,32.5,2
1627,28.48,6.2,2.05,12.39,15.26,2.87,37.76,1
1628,22.14,5.96,2.17,9.87,12.64,2.78,36.92,1
1629,17.85,5.87,2.11,8.67,11.27,2.6,38.91,1
1630,14.31,5.27,1.95,11.41,14.12,2.71,33.82,1
1631,11.97,4.93,1.98,9.74,12.55,2.81,36.65,1
1632,16.3,4.77,1.93,12.52,15.41,2.89,33.52,1
1633,15.76,4.36,2.14,30.21,41.81,11.6,19.96,2
1634,17.27,3.95,2.16,57.96,90.62,32.66,13.55,2
1635,28.52,3.66,2.26,49.98,74.04,24.06,27.43,2
1636,29.87,4.14,2.38,44.06,63.96,19.9,38.98,2
1637,32.69,4.53,2.29,39.9,55.42,15.52,47.74,2
1638,37.48,4.63,2.35,26.93,37.09,10.16,55.38,2
1639,37.33,4.37,2.29,23.04,30.7,7.67,69.2,2
1640,33.8,3.99,2.27,20.15,26.87,6.72,71.39,2
1641,31.54,3.69,2.4,21.1,28.19,7.09,74.44,2
1642,32.16,3.48,2.49,18.5,25.12,6.62,77.34,2
1643,33.49,3.34,2.53,27.84,34.91,7.08,73.66,4
1644,119.12,30.75,2.33,29.85,40.18,10.33,0.02,4
1645,123.58,28.59,2.07,26.57,35.16,8.59,1.67,4
1646,127.48,27.42,2.06,25.6,34.25,8.65,4.0,4
1647,115.04,22.71,2.47,27.01,34.91,7.9,4.95,1
1648,22.12,5.39,2.42,33.8,43.92,10.13,22.65,2
1649,39.67,5.26,2.34,43.38,51.8,8.42,18.44,2
1650,38.14,4.78,2.49,51.41,64.34,12.93,9.69,3
1651,33.26,4.24,2.71,101.89,127.65,25.76,3.11,2
1652,42.69,3.87,2.63,96.09,110.32,14.24,1.04,3
1653,46.12,3.61,2.75,101.79,118.35,16.56,1.19,2
1654,42.84,3.64,2.24,42.03,49.09,7.06,1.8,2
1655,37.21,3.65,2.13,26.85,30.68,3.83,1.05,2
1656,18.56,4.1,2.36,59.36,78.06,18.69,1.44,1
1657,22.15,4.48,2.24,47.0,61.77,14.77,9.71,1
1658,21.58,4.82,2.29,30.11,38.76,8.65,10.11,1
1659,20.58,4.66,2.36,29.9,37.8,7.89,4.98,1
1660,17.82,4.23,2.32,19.71,26.98,7.27,10.18,1
1661,16.86,3.86,2.29,14.83,21.03,6.2,19.36,1
1662,19.01,4.9,2.59,30.3,40.9,10.6,55.35,2
1663,17.27,5.07,2.57,39.59,53.57,13.97,63.48,1
1664,15.84,4.79,2.44,39.78,47.79,8.01,50.94,2
1665,13.48,4.27,2.6,40.5,50.75,10.25,73.57,2
1666,13.6,4.16,2.7,50.23,69.66,19.42,86.41,2
1667,35.33,4.5,2.8,61.21,83.38,22.18,69.31,2
1668,45.59,4.81,2.63,49.41,64.1,14.69,63.13,2
1669,38.07,4.49,2.57,56.31,69.17,12.86,50.35,2
1670,34.14,4.04,2.35,39.88,47.31,7.43,39.15,2
1671,26.24,3.62,2.73,20.43,28.05,7.62,69.89,2
1672,26.62,3.44,2.78,23.15,31.61,8.46,69.91,2
1673,26.64,3.78,2.87,20.83,28.62,7.8,67.76,2
1674,29.18,4.38,2.84,22.04,28.48,6.44,67.2,2
1675,27.49,4.27,2.97,29.63,39.63,10.0,65.47,2
1676,23.4,4.29,2.78,31.14,39.99,8.86,62.55,1
1677,24.42,4.18,2.76,46.84,53.22,6.37,48.39,2
1678,25.0,3.88,2.87,65.08,70.73,5.65,31.44,2
1679,26.47,3.62,2.92,50.64,55.32,4.69,34.97,2
1680,27.49,3.43,2.66,26.5,30.07,3.57,36.97,1
1681,24.78,3.88,2.72,20.52,23.84,3.32,39.33,1
1682,20.3,4.04,2.83,29.24,33.59,4.35,41.06,1
1683,18.71,4.42,2.81,11.46,14.51,3.05,54.19,1
1684,17.63,4.84,2.79,13.23,16.52,3.29,53.7,1
1685,15.04,4.96,2.58,10.73,13.84,3.11,55.9,1
1686,12.52,4.87,2.69,14.35,17.68,3.33,48.64,1
1687,14.37,4.9,2.82,19.41,22.91,3.5,42.87,1
1688,13.32,6.6,2.51,20.15,25.16,5.01,46.0,1
1689,16.57,6.76,2.57,34.49,44.95,10.46,41.3,1
1690,22.59,7.92,2.68,38.36,52.38,14.02,50.36,2
1691,21.47,7.34,2.75,25.64,35.31,9.67,65.11,2
1692,19.74,6.04,2.81,21.38,28.97,7.59,72.78,2
1693,21.23,5.12,2.7,20.66,27.82,7.16,78.34,2
1694,23.26,4.53,2.68,17.77,23.57,5.8,81.22,2
1695,22.79,4.23,2.79,20.56,28.01,7.44,81.43,2
1696,22.93,4.02,2.98,21.67,29.93,8.27,79.95,2
1697,42.2,3.76,3.26,25.77,34.66,8.89,76.51,2
1698,41.22,3.53,3.26,24.79,33.0,8.21,77.59,2
1699,35.6,3.37,3.23,27.01,35.38,8.36,73.45,2
1700,29.7,3.37,3.32,32.58,41.49,8.91,66.26,2
1701,24.11,3.41,3.0,35.15,40.24,5.09,61.23,2
1702,22.62,3.33,3.09,81.39,91.86,10.47,27.25,2
1703,29.43,3.23,3.06,70.71,77.17,6.46,23.93,2
1704,35.45,3.46,2.88,36.74,40.62,3.88,47.32,2
1705,30.82,3.44,2.83,29.8,34.43,4.62,47.64,2
1706,25.14,3.48,2.96,23.77,27.56,3.79,50.15,1
1707,24.27,3.41,2.87,17.44,21.3,3.86,55.91,1
1708,20.76,3.29,2.92,14.25,17.44,3.19,55.26,1
1709,16.82,3.64,2.92,15.5,18.86,3.36,52.1,2
1710,17.97,4.11,2.9,62.36,69.24,6.88,13.92,2
1711,20.92,4.0,3.07,89.15,138.17,49.02,5.32,2
1712,29.92,9.82,2.93,77.05,110.65,33.59,17.63,2
1713,38.84,10.52,2.95,77.33,110.09,32.76,24.23,2
1714,38.69,9.1,2.76,59.2,80.53,21.33,38.31,2
1715,42.59,7.95,2.81,57.68,76.07,18.38,46.09,3
1716,52.27,10.71,2.85,46.52,59.2,12.67,61.72,3
1717,56.64,10.66,2.91,27.12,35.73,8.6,76.75,3
1718,53.65,9.04,2.92,23.89,32.19,8.3,82.34,2
1719,42.7,8.09,2.91,18.07,23.61,5.54,90.8,2
1720,38.26,6.92,2.83,19.33,24.77,5.44,91.77,2
1721,39.11,6.21,3.0,18.3,23.38,5.08,94.31,2
1722,35.6,5.46,3.03,21.12,26.26,5.15,92.59,2
1723,28.08,4.85,2.92,21.35,25.92,4.57,89.96,2
1724,21.26,4.96,3.08,33.52,37.81,4.3,77.75,3
1725,25.31,4.63,3.02,100.84,107.42,6.58,24.72,2
1726,35.79,4.41,3.21,97.84,102.97,5.13,23.86,2
1727,39.74,4.83,3.0,65.86,70.73,4.87,39.48,3
1728,43.75,5.04,3.31,103.06,120.5,17.44,13.17,2
1729,41.79,4.61,3.85,72.14,78.77,6.63,21.18,3
1730,52.79,8.27,3.51,100.13,117.01,16.88,2.51,3
1731,57.61,15.44,3.21,84.14,91.98,7.84,4.88,3
1732,46.71,11.19,3.28,102.58,163.62,61.04,2.22,3
1733,54.73,18.41,3.4,101.37,153.79,52.42,9.6,3
1734,60.74,21.58,3.24,102.14,148.17,46.03,18.68,3
1735,62.72,17.99,3.24,84.1,113.76,29.66,32.17,3
1736,60.21,14.29,3.02,61.73,78.92,17.19,51.78,3
1737,58.01,14.43,2.86,30.83,38.49,7.66,75.83,3
1738,53.58,13.09,2.97,18.7,23.99,5.29,89.02,2
1739,44.14,11.01,2.94,17.34,22.12,4.78,101.12,2
1740,40.04,9.04,3.02,16.45,20.78,4.33,115.25,3
1741,37.05,7.3,3.04,16.92,21.32,4.4,127.17,3
1742,30.39,6.01,3.07,18.15,22.38,4.23,138.26,2
1743,41.31,5.12,2.96,70.8,76.6,5.8,35.93,3
1744,59.86,5.35,3.1,103.14,118.65,15.52,20.34,3
1745,66.48,5.21,3.06,108.58,119.0,10.42,9.31,3
1746,55.19,5.01,2.82,75.56,82.7,7.14,20.45,2
1747,46.47,5.33,2.86,83.0,113.9,30.9,23.59,2
1748,48.97,12.34,2.84,75.98,104.95,28.97,40.64,2
1749,45.98,13.07,2.7,51.62,66.75,15.12,52.81,2
1750,46.73,11.14,2.78,39.06,49.33,10.27,82.97,3
1751,50.2,17.35,2.73,30.13,37.93,7.8,96.62,2
1752,48.27,16.42,2.76,20.24,26.06,5.82,96.64,2
1753,43.04,12.39,2.85,18.85,24.78,5.93,94.62,2
1754,43.31,9.57,3.01,18.55,24.67,6.12,95.29,2
1755,38.37,7.69,2.98,14.36,18.86,4.49,75.45,2
1756,31.79,6.32,3.02,22.92,27.57,4.65,94.81,2
1757,34.76,5.58,2.89,24.53,30.42,5.89,84.43,2
1758,40.58,5.18,2.83,26.82,32.93,6.1,77.2,2
1759,37.03,5.22,2.77,25.19,29.37,4.18,71.27,2
1760,36.74,4.81,2.81,14.76,18.34,3.58,31.17,2
1761,41.39,4.27,2.82,13.11,17.03,3.92,38.27,2
1762,36.83,4.02,2.82,12.18,16.58,4.4,41.93,2
1763,32.47,4.46,2.66,10.02,14.04,4.02,45.86,2
1764,26.3,4.89,2.52,8.87,12.41,3.54,45.37,1
1765,22.0,4.85,2.68,10.52,14.1,3.58,48.38,1
1766,17.84,4.8,2.72,14.59,18.74,4.15,40.83,1
1767,14.06,5.03,2.8,11.87,15.75,3.87,46.73,1
1768,12.82,5.28,2.64,9.25,12.87,3.62,47.3,1
1769,11.61,5.53,2.83,23.41,27.98,4.57,35.63,1
1770,9.22,5.08,2.58,9.37,13.4,4.03,55.5,1
1771,12.63,7.83,2.63,17.18,23.18,6.0,54.47,2
1772,13.83,8.4,2.79,18.17,24.23,6.07,62.26,2
1773,14.41,7.27,2.65,12.14,16.88,4.74,72.42,2
1774,16.66,8.46,2.52,7.64,11.41,3.77,78.53,2
1775,16.0,8.07,2.82,8.84,12.64,3.8,79.73,1
1776,11.74,3.24,2.99,16.0,20.05,4.04,40.95,1
1777,12.49,3.7,2.92,17.2,20.75,3.55,36.31,1
1778,11.89,3.71,2.84,11.61,14.84,3.23,35.25,1
1779,12.41,3.5,2.85,8.45,11.52,3.07,37.27,1
1780,11.27,3.35,2.75,7.34,10.48,3.15,33.01,1
1781,9.66,3.64,2.84,5.78,8.87,3.09,29.86,1
1782,9.01,3.96,2.89,6.96,10.07,3.12,30.01,1
1783,8.46,3.88,2.91,14.69,18.09,3.4,22.97,1
1784,10.87,4.15,2.74,20.41,24.22,3.81,24.97,1
1785,13.81,4.65,2.82,18.15,22.62,4.47,36.74,2
1786,15.51,4.72,2.98,18.84,24.8,5.96,63.54,1
1787,20.55,5.06,2.94,14.8,20.03,5.24,59.86,2
1788,19.89,5.14,2.84,13.42,18.2,4.78,67.86,2
1789,22.36,4.78,2.92,10.79,14.84,4.05,104.88,2
1790,27.41,4.97,2.8,8.44,11.79,3.35,90.76,2
1791,29.06,4.8,2.96,6.66,9.89,3.23,77.76,2
1792,25.7,4.36,3.05,6.07,9.08,3.01,70.23,1
1793,16.11,6.45,3.15,17.76,22.96,5.19,35.54,1
1794,13.44,5.65,2.92,13.63,18.39,4.76,53.59,1
1795,12.03,4.86,3.03,16.31,22.28,5.97,54.73,2
1796,16.39,4.96,3.04,18.9,25.72,6.82,111.68,2
1797,17.07,4.87,3.13,12.9,17.6,4.7,84.6,2
1798,14.82,4.4,3.06,11.67,16.3,4.63,80.84,2
1799,18.39,4.53,2.93,9.27,12.73,3.46,81.23,2
1800,17.16,4.29,3.18,9.93,14.12,4.19,76.48,2
1801,15.12,3.9,3.17,6.68,9.72,3.05,77.22,2
1802,13.25,4.17,3.2,6.43,9.36,2.93,76.87,2
1803,14.15,4.49,3.26,6.59,9.46,2.87,75.68,1
1804,15.71,3.49,3.27,11.42,14.44,3.03,44.59,1
1805,14.03,3.34,3.26,8.52,11.18,2.66,52.12,1
1806,13.66,3.24,3.19,9.41,12.11,2.7,51.4,1
1807,12.26,3.21,3.16,12.34,15.12,2.78,50.88,1
1808,10.99,3.68,3.09,12.68,15.57,2.9,42.64,1
1809,9.74,4.07,2.98,7.71,10.42,2.71,43.99,1
1810,8.47,4.24,3.18,5.19,7.82,2.63,42.34,1
1811,8.05,4.0,3.22,5.25,7.82,2.58,41.32,1
1812,7.72,3.7,3.12,5.48,8.11,2.64,45.79,1
1813,7.05,3.49,3.02,6.07,8.81,2.74,51.74,1
1814,6.43,3.34,3.17,8.38,11.77,3.39,47.52,2
1815,6.0,3.24,3.19,8.94,12.44,3.51,60.44,2
1816,9.5,3.17,3.26,5.36,8.05,2.7,66.32,2
1817,10.27,3.12,3.2,6.99,10.21,3.21,62.0,2
1818,11.38,3.08,3.12,7.88,11.09,3.22,72.59,2
1819,10.75,3.06,3.2,6.54,9.3,2.76,78.88,2
1820,10.44,3.04,3.18,6.19,8.86,2.67,81.33,2
1821,9.76,3.03,3.29,6.97,9.71,2.74,83.28,2
1822,9.03,3.02,3.22,7.51,10.17,2.65,84.75,2
1823,8.4,3.01,3.21,6.53,9.01,2.48,84.76,2
1824,8.03,3.01,3.18,6.01,8.37,2.36,84.56,2
1825,7.79,3.74,3.29,5.62,7.91,2.29,82.18,2
1826,7.15,3.8,3.32,6.98,9.18,2.19,75.23,2
1827,35.12,16.47,3.24,23.18,30.79,7.61,77.89,2
1828,35.89,15.3,3.75,24.61,32.31,7.7,75.63,2
1829,35.14,15.25,3.44,27.89,35.64,7.75,73.21,2
1830,34.96,11.86,3.55,34.09,42.32,8.24,66.77,2
1831,35.38,9.2,3.51,30.94,36.78,5.84,64.06,2
1832,30.76,7.34,3.34,57.5,63.37,5.87,42.92,2
1833,27.92,6.62,3.37,84.17,95.63,11.46,26.13,2
1834,28.26,5.92,3.2,28.89,32.73,3.84,51.92,2
1835,30.44,10.6,3.15,18.13,21.36,3.23,51.43,2
1836,26.12,10.87,3.13,13.37,16.54,3.17,50.07,2
1837,26.81,9.18,2.99,10.55,13.91,3.36,49.68,1
1838,23.21,8.02,3.01,9.6,12.83,3.23,50.98,1
1839,18.18,7.35,3.1,7.39,10.46,3.06,50.79,1
1840,16.22,6.51,3.05,6.8,9.9,3.09,52.11,1
1841,14.34,9.31,3.16,23.23,27.66,4.43,34.18,1
1842,17.06,14.8,3.14,39.54,46.63,7.09,34.63,2
1843,27.7,13.88,3.06,43.57,56.62,13.05,51.05,2
1844,33.88,17.43,3.1,44.25,58.71,14.46,56.29,2
1845,36.48,16.36,3.08,22.1,28.78,6.68,70.48,3
1846,50.66,10.23,2.95,20.84,27.92,7.09,80.44,3
1847,52.78,8.1,3.36,24.08,34.02,9.94,78.24,2
1848,45.83,6.57,3.22,20.47,27.71,7.23,79.61,2
1849,40.84,5.5,3.41,19.91,26.64,6.73,81.48,2
1850,40.56,4.75,3.23,19.2,25.22,6.01,77.73,2
1851,45.34,4.22,3.58,27.46,35.98,8.51,71.57,2
1852,42.78,3.86,3.38,28.18,36.42,8.25,69.75,2
1853,33.92,4.26,3.36,26.22,31.48,5.26,65.59,2
1854,25.69,4.36,3.2,21.88,26.17,4.28,59.41,1
1855,23.92,4.03,3.31,27.54,31.38,3.85,26.41,2
1856,30.48,4.21,3.14,16.3,19.93,3.63,21.7,2
1857,30.74,4.7,3.11,24.86,29.49,4.64,34.78,2
1858,35.09,5.08,2.99,38.62,43.0,4.38,33.07,2
1859,36.97,4.76,3.01,20.24,24.07,3.83,30.0,2
1860,37.78,4.88,2.99,14.68,18.37,3.69,30.12,2
1861,35.45,5.18,2.99,9.62,13.2,3.58,33.8,1
1862,20.78,4.99,3.09,9.23,12.85,3.62,47.6,1
1863,19.32,4.51,3.06,16.16,20.71,4.55,36.32,2
1864,28.96,4.21,2.95,41.32,51.62,10.3,40.99,2
1865,30.77,4.4,2.97,34.53,44.42,9.89,52.24,2
1866,37.33,4.53,3.08,29.45,38.99,9.54,56.2,2
1867,34.08,4.8,3.07,25.12,33.6,8.48,58.3,2
1868,32.56,4.66,2.98,26.08,34.24,8.16,58.69,2
1869,39.2,4.45,3.02,27.11,35.65,8.54,62.22,2
1870,38.8,4.72,3.11,22.31,29.07,6.76,79.85,2
1871,32.27,4.93,3.04,27.63,35.23,7.6,76.56,2
1872,32.04,4.7,3.19,28.78,36.63,7.85,68.33,2
1873,34.92,4.26,3.29,25.5,32.85,7.35,46.12,2
1874,49.43,3.88,3.36,21.85,29.4,7.55,61.69,2
1875,49.46,3.62,3.24,26.62,33.52,6.9,54.39,2
1876,42.24,3.43,3.38,21.81,26.37,4.56,44.45,2
1877,41.37,3.3,3.05,19.13,22.98,3.85,39.9,2
1878,43.04,3.21,3.06,20.21,25.69,5.48,40.11,2
1879,38.99,3.19,3.14,21.25,25.6,4.36,47.91,2
1880,46.11,5.15,3.28,40.39,46.65,6.26,23.74,2
1881,42.89,5.28,2.97,19.12,23.09,3.97,61.31,2
1882,39.19,4.83,2.91,11.43,14.86,3.43,49.18,2
1883,36.98,4.68,3.04,17.09,20.6,3.52,35.3,1
1884,24.3,4.47,3.0,14.46,18.0,3.54,31.35,2
1885,34.46,4.76,3.0,20.87,27.47,6.61,68.19,2
1886,37.16,6.29,2.93,23.31,29.93,6.62,75.32,2
1887,39.18,6.66,2.96,24.46,31.57,7.11,76.94,2
1888,39.95,5.97,3.03,22.52,27.49,4.97,59.73,2
1889,40.49,5.14,2.99,25.7,30.83,5.13,58.61,2
1890,40.83,5.22,3.11,18.59,23.38,4.79,57.39,2
1891,40.18,4.92,3.07,22.86,28.95,6.09,80.05,2
1892,32.81,6.21,2.92,13.61,17.54,3.93,75.5,2
1893,24.73,5.94,3.09,15.25,18.92,3.67,74.1,2
1894,19.34,5.06,3.03,18.17,21.55,3.38,71.32,2
1895,15.26,4.44,3.05,16.61,19.66,3.05,60.81,1
1896,12.17,4.01,2.9,19.84,23.51,3.68,58.82,1
1897,10.02,3.71,2.9,17.76,20.92,3.16,56.24,1
1898,8.86,3.49,2.96,13.84,16.86,3.02,51.96,1
1899,8.48,3.66,2.96,18.21,21.54,3.33,47.46,1
1900,8.07,3.95,3.02,11.66,14.51,2.85,42.76,1
1901,7.92,3.98,2.95,11.57,14.45,2.88,27.35,1
1902,7.4,3.85,2.86,12.4,15.14,2.74,25.44,1
1903,7.03,4.21,2.94,13.66,16.42,2.77,28.73,1
1904,6.92,4.13,3.06,9.59,12.43,2.84,32.68,1
1905,7.07,4.46,2.92,7.39,10.2,2.81,28.4,1
1906,6.86,4.27,3.06,9.97,12.97,3.0,31.67,1
1907,6.51,3.89,2.98,12.16,15.62,3.46,38.24,1
1908,6.62,3.62,3.09,9.33,12.58,3.24,46.48,1
1909,6.96,3.44,3.06,9.16,12.44,3.28,50.89,1
1910,7.0,3.3,3.01,10.46,14.36,3.9,46.84,2
1911,7.27,3.57,2.95,10.53,14.7,4.17,62.31,1
1912,7.56,3.87,3.11,9.54,13.44,3.89,55.18,1
1913,7.69,4.1,3.07,12.84,17.43,4.59,48.81,2
1914,7.63,3.9,3.05,15.37,20.77,5.4,109.96,2
1915,10.36,3.76,2.98,17.43,22.0,4.57,90.33,1
1916,10.6,3.58,3.04,20.53,25.01,4.48,46.71,1
1917,10.57,3.59,3.13,16.87,20.61,3.74,33.1,1
1918,9.68,3.48,3.15,18.65,22.59,3.94,51.26,1
1919,16.31,3.68,3.21,26.7,31.37,4.67,23.95,1
1920,14.3,3.61,2.99,25.5,29.99,4.5,16.01,1
1921,12.52,4.22,3.02,26.19,30.11,3.92,14.77,1
1922,11.95,4.49,3.06,14.78,18.08,3.29,16.72,1
1923,10.82,4.23,2.82,12.82,15.93,3.11,25.5,1
1924,9.38,3.86,2.9,19.69,22.89,3.2,19.6,1
1925,8.63,3.6,2.91,10.91,14.03,3.12,37.29,1
1926,8.45,3.42,2.95,8.59,11.69,3.1,43.76,1
1927,7.6,3.21,2.89,23.31,30.97,7.66,43.72,1
1928,7.63,3.39,3.08,26.27,34.7,8.44,44.04,1
1929,8.09,3.57,3.08,19.91,26.64,6.74,55.27,1
1930,20.88,3.9,3.1,15.53,21.12,5.6,59.23,2
1931,20.07,3.71,3.18,14.09,19.72,5.63,60.06,1
1932,18.97,3.5,3.2,18.05,25.44,7.39,59.26,1
1933,22.09,3.35,3.18,19.71,26.48,6.78,55.81,1
1934,23.81,3.24,3.16,20.48,26.92,6.44,58.03,1
1935,20.11,3.17,3.14,19.78,24.75,4.97,57.77,1
1936,15.67,3.12,3.14,18.68,23.2,4.53,51.87,1
1937,12.47,3.08,3.16,12.7,15.42,2.72,52.55,1
1938,10.96,3.06,3.16,11.1,13.73,2.64,51.66,1
1939,16.86,3.04,3.1,15.04,18.46,3.42,48.06,1
1940,16.86,3.07,3.02,16.26,19.36,3.11,47.75,1
1941,14.11,3.31,3.02,21.45,24.4,2.95,40.06,1
1942,15.87,3.74,2.93,13.76,16.83,3.07,43.81,1
1943,14.34,4.32,2.98,20.72,23.89,3.17,35.85,1
1944,17.85,5.0,3.04,37.28,41.1,3.82,26.47,2
1945,26.4,5.32,3.02,32.38,37.29,4.91,32.3,2
1946,24.05,4.85,3.24,58.5,74.19,15.69,11.75,2
1947,25.82,4.3,3.06,69.25,104.43,35.18,12.39,2
1948,36.57,5.4,3.29,78.1,119.77,41.67,18.12,2
1949,35.85,5.52,3.16,51.95,70.07,18.12,39.37,2
1950,32.99,4.93,3.23,40.5,52.91,12.41,52.1,2
1951,30.26,4.49,3.32,29.62,38.98,9.36,61.44,2
1952,28.05,4.08,3.24,27.76,36.99,9.24,67.07,2
1953,29.57,3.76,3.26,16.5,23.36,6.86,72.83,2
1954,31.78,3.53,3.2,17.9,23.66,5.76,71.35,2
1955,27.22,3.51,3.09,16.68,22.9,6.21,71.68,2
1956,30.43,3.63,3.21,25.58,32.89,7.3,66.97,2
1957,27.79,4.1,3.21,20.91,26.06,5.14,68.45,2
1958,23.56,4.46,3.09,35.37,44.07,8.71,60.89,2
1959,22.21,4.2,3.17,26.41,30.0,3.59,64.56,2
1960,27.78,3.84,3.21,36.6,40.07,3.47,49.81,2
1961,29.85,3.59,3.22,34.1,37.71,3.61,44.42,2
1962,28.38,3.5,3.29,31.37,35.46,4.08,37.75,1
1963,24.3,3.51,3.16,31.63,36.37,4.74,34.62,1
1964,19.05,3.65,3.19,30.46,34.32,3.86,27.15,1
1965,15.3,3.78,3.26,35.91,39.94,4.02,30.83,1
1966,16.57,3.82,3.5,30.66,34.3,3.64,25.23,2
1967,39.96,18.14,3.41,50.85,58.98,8.13,7.59,2
1968,34.32,16.95,3.17,61.51,80.34,18.83,5.73,2
1969,32.94,13.59,3.45,66.25,91.48,25.23,14.54,2
1970,49.04,20.37,3.33,66.86,92.72,25.86,25.05,3
1971,73.68,12.33,3.2,17.07,22.78,5.71,77.95,3
1972,67.37,9.92,3.2,21.11,26.71,5.6,90.75,3
1973,59.44,8.53,3.33,21.53,27.51,5.98,82.63,3
1974,53.07,7.08,3.2,19.75,25.18,5.43,78.97,2
1975,48.95,5.86,3.27,22.47,28.07,5.6,82.06,2
1976,40.02,5.0,3.35,24.95,30.65,5.7,77.82,2
1977,33.22,4.4,3.22,29.1,34.64,5.54,70.81,2
1978,32.96,3.98,3.36,25.76,30.19,4.43,71.26,2
1979,34.73,3.69,3.25,29.79,33.59,3.8,57.65,2
1980,33.95,3.48,3.1,29.42,33.33,3.92,36.68,2
1981,32.9,3.73,2.96,22.95,26.5,3.54,42.16,2
1982,30.62,7.59,2.9,20.15,23.73,3.58,48.65,2
1983,27.96,8.41,3.06,20.6,23.81,3.22,43.17,2
1984,28.42,7.15,3.0,18.5,21.7,3.19,44.34,2
1985,27.18,6.21,3.02,23.2,26.64,3.44,32.32,1
1986,24.83,5.97,3.16,20.19,24.01,3.82,25.87,2
1987,26.47,5.66,3.23,25.43,29.23,3.8,39.87,2
1988,30.0,7.92,3.26,35.03,39.61,4.59,23.01,2
1989,34.98,14.88,3.13,64.48,81.1,16.63,37.36,2
1990,44.07,20.72,3.04,68.6,87.7,19.11,41.83,3
1991,52.28,14.68,3.15,23.44,30.65,7.21,78.77,3
1992,54.86,17.86,3.2,20.16,27.45,7.29,82.51,3
1993,54.64,15.65,3.4,16.98,22.5,5.52,91.25,2
1994,47.12,11.86,3.26,21.2,27.66,6.46,91.03,2
1995,40.33,9.2,3.22,12.77,17.67,4.9,92.25,2
1996,34.23,7.7,3.34,18.18,24.77,6.58,90.2,2
1997,27.54,6.98,3.24,18.41,23.96,5.54,87.24,2
1998,24.31,6.07,3.29,18.94,24.88,5.95,81.52,2
1999,19.86,5.18,3.29,30.87,38.65,7.78,73.35,2
2000,20.21,4.52,3.28,26.83,31.93,5.1,69.26,1
2001,24.04,4.07,3.41,30.89,34.73,3.85,59.14,2
2002,25.55,4.37,3.16,25.07,28.77,3.69,59.43,2
2003,29.52,4.46,3.1,21.04,24.95,3.92,63.6,2
2004,28.48,9.02,3.11,28.49,32.21,3.72,53.25,2
2005,30.92,9.15,3.18,36.79,40.85,4.06,46.27,2
2006,30.22,7.53,2.98,15.18,18.24,3.06,57.55,2
2007,25.44,10.88,3.04,21.27,24.66,3.39,53.4,3
2008,20.87,10.62,3.28,105.58,143.61,38.03,4.96,2
2009,23.17,8.49,3.23,90.56,116.72,26.16,4.59,2
2010,35.47,7.41,3.68,90.97,129.0,38.02,4.53,2
2011,47.94,10.45,3.48,80.77,116.29,35.52,14.5,3
2012,55.31,14.4,3.44,79.83,112.18,32.35,21.05,3
2013,62.04,25.34,3.35,103.24,149.94,46.7,27.59,3
2014,62.89,23.85,3.35,79.4,106.66,27.26,46.25,3
2015,61.14,22.66,3.33,60.78,76.19,15.41,58.57,3
2016,59.84,20.06,3.66,44.58,57.29,12.71,70.9,3
2017,53.6,15.5,3.26,20.68,27.74,7.06,81.38,2
2018,45.92,11.75,3.26,17.21,24.08,6.87,81.11,2
2019,41.88,9.12,3.27,18.35,26.38,8.04,75.17,2
2020,43.14,7.29,3.29,19.4,25.24,5.85,77.88,2
2021,35.74,6.0,3.34,21.96,28.52,6.56,68.72,2
2022,32.21,5.1,3.27,23.99,30.65,6.66,60.51,2
2023,32.07,4.96,3.29,30.6,37.77,7.16,47.8,2
2024,29.93,4.59,3.28,27.12,32.4,5.28,32.72,2
2025,34.62,4.13,3.19,25.41,29.77,4.36,46.67,2
2026,39.92,4.12,3.07,20.72,24.44,3.72,50.38,2
2027,40.7,3.9,2.96,26.48,30.56,4.08,44.4,2
2028,43.07,3.63,2.98,33.03,36.35,3.32,34.9,2
2029,44.99,3.44,2.98,40.34,44.06,3.72,31.71,2
2030,46.42,3.31,2.84,12.56,15.59,3.02,41.31,2
2031,42.08,6.23,2.96,20.56,23.93,3.37,49.44,3
2032,82.09,27.77,3.13,57.8,70.0,12.2,43.81,3
2033,75.75,23.46,3.11,74.66,98.46,23.8,32.09,3
2034,72.32,27.01,3.01,59.44,76.39,16.95,57.31,3
2035,61.86,16.96,2.93,13.24,18.05,4.81,82.13,2
2036,47.52,13.25,2.96,10.66,14.69,4.04,75.86,2
2037,40.57,10.47,2.97,11.23,15.34,4.11,83.88,2
2038,33.16,8.48,3.06,13.77,18.14,4.37,86.48,2
2039,29.37,7.5,3.04,12.53,16.96,4.43,89.38,2
2040,34.39,6.36,3.14,11.84,15.73,3.9,88.23,2
2041,29.92,5.36,3.1,9.52,12.79,3.28,84.46,2
2042,22.82,4.65,3.19,11.73,15.3,3.57,77.77,2
2043,21.24,4.73,3.24,9.92,13.44,3.52,82.51,2
2044,17.85,4.42,3.09,15.42,18.97,3.55,74.47,2
2045,15.13,4.0,2.97,15.05,18.08,3.03,64.85,1
