,S14_PM10,S14_PM25,S14_SO2,S14_NO2,S14_NOX,S14_NO,OUT
3579,230.71,13.98,5.62,106.27,166.45,60.18,4
3580,160.45,11.52,5.12,90.76,128.38,37.62,4
3581,144.29,9.96,5.43,95.71,134.54,38.82,4
3582,94.75,12.12,5.24,80.13,108.02,27.88,2
3583,46.05,9.38,4.48,36.98,50.28,13.3,2
3584,25.65,7.47,4.99,52.13,66.33,14.2,2
3585,25.83,6.13,4.84,55.97,68.72,12.75,2
3586,16.47,5.19,4.34,56.78,73.09,16.31,3
3587,15.89,4.53,4.02,102.77,120.76,17.99,4
3588,11.12,4.07,4.57,222.45,330.25,107.81,4
3589,7.93,3.75,4.52,200.1,295.37,95.27,3
3590,32.31,3.54,4.52,155.83,228.35,72.53,3
3591,70.57,4.33,4.44,126.47,161.83,35.36,3
3592,47.49,4.65,4.12,143.33,216.21,72.88,3
3593,79.37,4.42,3.91,120.35,169.52,49.17,3
3594,82.2,8.15,3.38,100.4,120.54,20.14,3
3595,50.71,6.61,3.26,84.98,105.47,20.49,2
3596,34.65,6.01,3.64,88.34,114.61,26.27,2
3597,33.34,5.72,3.0,71.5,79.75,8.26,2
3598,23.82,5.36,3.21,97.97,133.25,35.28,3
3599,17.07,5.06,3.41,113.94,172.64,58.71,2
3600,31.74,5.45,3.63,83.36,102.38,19.02,2
3601,23.48,4.77,3.25,64.59,84.97,20.39,2
3602,23.63,5.16,3.59,64.97,83.28,18.3,3
3603,59.83,5.18,5.17,98.06,143.04,44.99,3
3604,73.15,5.36,5.92,129.95,192.37,62.42,4
3605,103.23,14.99,5.19,109.24,148.7,39.45,3
3606,82.3,14.22,4.34,116.23,151.38,35.15,3
3607,74.46,12.0,3.56,77.82,96.5,18.68,3
3608,54.1,10.34,3.74,81.76,105.49,23.73,3
3609,60.24,8.58,3.69,60.19,77.99,17.8,2
3610,39.92,8.07,3.68,76.93,97.96,21.03,2
3611,37.23,6.56,3.7,99.14,131.83,32.68,3
3612,29.54,5.48,3.45,128.74,163.66,34.92,3
3613,20.73,4.74,3.48,159.76,203.62,43.86,4
3614,23.91,4.22,3.88,205.94,315.75,109.81,4
3615,34.93,4.05,4.0,208.07,342.57,134.5,3
3616,47.24,3.88,3.73,162.62,258.99,96.37,3
3617,67.4,12.66,3.99,189.39,327.91,138.52,4
3618,55.41,15.31,4.25,215.71,403.59,187.88,3
3619,49.03,12.9,3.64,122.92,201.82,78.9,2
3620,45.68,12.68,3.1,72.47,97.14,24.67,2
3621,41.52,13.61,2.94,68.02,80.35,12.33,2
3622,29.07,10.42,2.85,63.56,75.22,11.66,2
3623,20.78,8.2,2.94,57.62,71.35,13.74,2
3624,21.01,6.64,3.16,80.97,129.29,48.33,3
3625,25.11,5.56,3.51,103.84,185.25,81.4,3
3626,37.33,5.67,3.74,103.07,179.05,75.98,4
3627,97.35,5.11,5.62,96.84,149.5,52.66,4
3628,114.91,5.8,4.93,85.91,122.99,37.08,4
3629,121.11,7.25,4.24,47.81,68.96,21.15,4
3630,102.01,11.52,4.77,36.45,55.16,18.71,4
3631,93.62,9.07,4.85,33.15,51.8,18.65,3
3632,64.33,10.32,5.52,31.47,49.22,17.75,2
3633,39.66,8.81,4.78,36.62,54.09,17.47,2
3634,32.21,7.06,4.56,41.77,59.69,17.92,1
3635,23.45,5.85,3.97,30.14,41.59,11.45,2
3636,33.2,4.74,3.9,44.94,51.43,6.49,1
3637,24.44,4.24,3.87,49.1,55.41,6.31,2
3638,23.07,4.93,4.01,68.94,76.85,7.91,3
3639,16.3,4.64,4.09,115.1,135.27,20.17,3
3640,11.53,4.15,4.46,137.38,197.3,59.92,3
3641,19.36,3.8,4.36,100.1,141.99,41.89,2
3642,31.45,3.57,4.23,71.68,91.63,19.95,2
3643,23.33,4.0,4.15,76.93,103.08,26.15,2
3644,32.9,4.05,3.84,55.92,70.39,14.46,1
3645,24.28,4.34,4.12,46.26,59.75,13.49,1
3646,18.1,4.83,4.01,46.43,59.32,12.89,2
3647,17.87,4.64,4.0,56.94,70.16,13.22,2
3648,16.06,4.56,3.97,74.26,91.31,17.05,2
3649,17.74,4.11,4.02,61.1,66.99,5.89,1
3650,18.79,4.69,3.82,47.69,56.15,8.46,2
3651,21.93,5.24,4.24,74.81,112.1,37.28,3
3652,16.51,5.27,4.44,102.95,172.2,69.26,3
3653,24.12,4.77,4.76,138.52,263.46,124.94,3
3654,56.22,5.42,4.32,119.54,201.9,82.37,3
3655,58.52,4.69,4.3,108.56,167.59,59.03,1
3656,2.91,3.81,3.99,39.7,47.65,7.95,1
3657,3.02,3.58,3.95,27.9,35.05,7.15,1
3658,2.81,3.5,3.82,31.49,43.59,12.1,2
3659,1.97,4.48,3.77,56.0,85.58,29.58,2
3660,1.48,5.63,3.9,96.64,169.52,72.88,3
3661,10.58,5.25,4.12,106.34,192.19,85.85,3
3662,63.64,4.56,3.97,48.36,82.47,34.11,3
3663,70.91,4.07,3.67,32.36,52.99,20.63,3
3664,71.03,3.97,4.03,33.66,53.16,19.51,3
3665,60.98,3.97,4.1,36.87,54.74,17.86,2
3666,40.95,5.6,4.1,43.8,61.19,17.4,2
3667,29.73,6.66,4.13,36.62,58.11,21.5,1
3668,21.39,6.32,3.96,37.05,54.47,17.42,1
3669,21.57,6.64,3.85,38.1,59.91,21.81,3
3670,7.93,21.6,4.12,141.02,218.02,77.0,3
3671,21.89,8.5,4.07,125.18,186.62,61.44,2
3672,22.18,5.56,3.84,98.27,144.33,46.06,2
3673,19.32,4.65,3.93,88.5,131.96,43.46,2
3674,16.88,4.86,3.51,79.94,108.61,28.67,2
3675,11.82,4.36,3.61,75.27,106.62,31.36,2
3676,8.42,3.95,3.56,68.26,96.94,28.68,2
3677,6.14,3.67,3.47,59.6,83.37,23.77,2
3678,4.3,3.48,3.41,64.89,89.48,24.59,2
3679,3.1,3.85,3.46,63.75,91.8,28.06,2
3680,9.74,4.06,3.56,79.76,142.0,62.24,3
3681,6.87,3.75,4.04,106.18,222.01,115.84,3
3682,9.36,3.95,4.63,131.03,272.87,141.84,3
3683,56.89,4.05,5.24,133.48,247.34,113.86,4
3684,92.98,5.22,4.72,127.34,212.17,84.83,4
3685,102.19,12.58,4.35,105.1,153.04,47.94,4
3686,99.23,14.99,3.93,54.7,74.69,19.99,3
3687,73.27,11.38,3.91,35.69,57.3,21.61,3
3688,61.36,8.86,4.04,36.3,55.82,19.53,3
3689,50.9,7.14,4.21,34.15,55.96,21.81,2
3690,36.75,7.23,4.31,54.84,82.19,27.35,2
3691,25.85,6.95,4.44,83.59,106.84,23.25,3
3692,18.09,5.77,4.85,173.61,243.6,69.99,4
3693,12.91,4.94,5.96,283.74,538.33,254.59,4
3694,30.99,4.42,6.38,335.72,686.79,351.07,3
3695,68.54,6.8,4.81,150.28,261.98,111.7,3
3696,61.2,5.66,4.55,117.67,186.76,69.08,3
3697,59.79,4.95,4.46,107.51,171.85,64.34,3
3698,63.82,8.4,3.68,96.04,140.91,44.86,2
3699,42.4,7.81,3.56,94.43,125.3,30.87,2
3700,40.09,7.03,3.51,80.86,110.76,29.9,2
3701,38.46,6.0,3.55,84.48,124.47,39.99,2
3702,27.04,5.65,3.23,76.46,102.7,26.24,2
3703,21.5,5.86,3.19,73.8,91.3,17.5,2
3704,26.04,5.77,3.38,82.29,128.27,45.98,3
3705,18.23,4.95,3.85,125.51,241.24,115.72,3
3706,13.67,5.03,4.35,131.05,250.98,119.92,3
3707,59.77,7.76,4.6,120.28,207.26,86.97,4
3708,110.45,6.96,4.81,146.48,223.15,76.68,4
3709,114.71,20.18,4.86,123.61,167.35,43.73,4
3710,112.79,26.0,4.94,68.31,91.65,23.34,3
3711,83.38,19.49,6.28,48.12,69.98,21.86,3
3712,53.23,15.73,7.02,65.65,97.33,31.69,3
3713,60.99,12.58,6.78,63.56,89.08,25.53,3
3714,40.75,10.05,6.27,106.49,135.48,28.99,3
3715,38.96,8.2,5.68,189.85,283.71,93.86,4
3716,49.63,8.55,5.83,237.95,417.19,179.24,4
3717,58.34,7.34,6.47,274.53,537.65,263.12,4
3718,86.91,26.62,6.48,233.58,448.01,214.44,4
3719,117.1,30.46,5.88,181.21,345.86,164.65,4
3720,125.24,22.22,5.65,168.79,331.65,162.86,4
3721,125.4,17.32,5.39,177.09,352.14,175.05,4
3722,125.14,26.55,4.59,138.88,260.94,122.06,4
3723,98.25,20.59,3.94,103.68,187.2,83.52,4
3724,90.5,15.97,3.79,99.83,181.02,81.19,4
3725,90.62,15.52,4.76,215.8,458.42,242.62,3
3726,81.54,12.93,3.38,99.35,166.61,67.25,3
3727,61.57,10.73,3.21,88.62,151.07,62.45,3
3728,62.15,13.84,3.41,114.06,217.22,103.15,3
3729,53.36,10.59,3.56,133.48,272.01,138.53,3
3730,64.06,8.6,4.36,181.77,388.59,206.82,4
3731,102.55,16.9,4.12,191.92,353.0,161.09,4
3732,149.57,13.92,4.07,237.09,406.96,169.87,4
3733,144.01,16.73,3.69,206.87,316.3,109.43,4
3734,134.83,38.25,3.54,138.71,188.36,49.65,4
3735,104.6,33.84,4.11,90.74,115.44,24.7,4
3736,93.16,25.0,4.26,56.38,72.64,16.26,3
3737,83.94,18.63,4.04,65.51,87.94,22.42,3
3738,55.98,15.28,3.88,65.2,77.67,12.47,3
3739,58.51,12.68,3.85,147.71,192.53,44.82,4
3740,38.75,9.78,4.58,262.67,459.64,196.97,4
3741,52.49,8.05,4.66,231.24,401.2,169.95,4
3742,73.15,20.13,5.6,318.12,661.56,343.43,4
3743,98.56,25.66,5.43,307.21,638.99,331.78,4
3744,102.84,19.91,4.64,221.47,419.38,197.91,4
3745,104.26,15.84,3.91,145.09,246.48,101.39,4
3746,95.44,30.35,3.84,79.8,108.77,28.97,3
3747,68.0,22.6,3.69,73.46,97.9,24.45,3
3748,63.59,17.62,3.91,98.16,160.71,62.55,3
3749,56.66,13.81,3.78,92.91,138.49,45.58,2
3750,42.72,10.76,3.56,75.33,108.0,32.67,2
3751,40.42,8.84,4.2,76.66,120.08,43.43,2
3752,39.7,16.36,3.75,91.42,150.91,59.49,3
3753,29.31,12.36,4.8,177.05,378.25,201.2,4
3754,60.13,10.21,6.09,302.17,680.98,378.81,3
3755,66.1,12.59,4.97,113.58,141.2,27.62,3
3756,45.44,9.71,5.57,196.48,303.34,106.86,4
3757,34.32,7.7,6.26,328.92,660.14,331.21,3
3758,88.89,12.86,6.46,62.52,89.9,27.38,4
3759,91.68,16.86,6.06,48.26,68.92,20.67,3
3760,66.67,13.66,5.96,69.9,94.75,24.85,3
3761,64.61,11.52,6.07,106.86,128.25,21.39,3
3762,58.97,8.96,6.26,187.75,297.14,109.4,4
3763,58.64,7.18,6.77,262.55,488.63,226.08,4
3764,76.69,6.12,6.88,288.72,576.27,287.55,4
3765,100.54,10.85,6.51,255.91,502.01,246.1,4
3766,102.36,9.9,6.37,251.44,496.66,245.22,4
3767,113.72,21.19,5.69,134.07,233.52,99.46,4
3768,112.74,22.24,5.76,138.98,247.85,108.87,4
3769,100.29,17.31,5.96,135.19,241.15,105.96,4
3770,103.74,14.27,5.58,104.1,176.96,72.86,4
3771,97.95,15.2,5.29,86.58,141.5,54.92,3
3772,64.2,12.1,5.48,90.49,137.24,46.75,3
3773,56.99,10.74,5.1,94.66,158.45,63.79,3
3774,62.45,8.58,5.35,98.99,172.84,73.85,3
3775,42.12,7.34,5.05,105.7,200.97,95.27,3
3776,53.51,7.28,5.6,121.02,230.31,109.29,4
3777,94.32,9.68,5.99,161.43,320.02,158.59,4
3778,132.07,9.16,6.21,191.2,359.49,168.29,4
3779,138.05,18.55,6.01,121.62,185.04,63.41,4
3780,123.13,19.98,6.27,69.82,92.7,22.88,4
3781,95.3,14.94,5.94,51.14,71.61,20.46,3
3782,88.36,12.18,5.58,44.06,62.32,18.26,3
3783,82.66,9.82,5.45,50.19,69.68,19.5,3
3784,68.62,7.78,5.42,68.25,94.16,25.91,3
3785,63.06,6.34,5.82,103.24,124.12,20.88,3
3786,52.35,5.34,5.6,178.0,287.42,109.42,4
3787,55.54,4.64,6.15,239.94,459.88,219.94,3
3788,83.67,4.46,5.49,159.73,287.94,128.21,4
3789,117.04,15.18,4.99,104.1,148.9,44.8,4
3790,105.4,11.99,5.46,150.52,271.09,120.57,4
3791,109.76,10.57,5.92,214.96,436.04,221.07,4
3792,118.34,15.33,4.86,150.8,283.92,133.13,3
3793,88.42,12.09,4.88,139.29,254.76,115.47,3
3794,87.98,10.13,4.68,101.14,156.34,55.2,3
3795,88.22,13.36,4.44,98.4,145.4,47.0,3
3796,62.86,11.04,4.43,77.18,100.75,23.57,3
3797,62.66,9.67,5.74,69.58,90.6,21.02,2
3798,44.6,8.26,5.0,95.79,167.08,71.3,3
3799,37.36,7.59,5.37,156.23,333.24,177.01,3
3800,61.71,7.44,5.31,170.34,353.07,182.73,4
3801,135.37,10.79,5.72,132.78,238.61,105.83,4
3802,140.75,9.14,5.91,106.93,158.9,51.97,4
3803,127.59,14.91,5.51,67.74,97.85,30.11,4
3804,121.41,20.68,4.7,37.75,59.01,21.26,4
3805,91.54,15.6,4.33,36.11,52.58,16.47,3
3806,82.52,12.33,4.23,46.26,72.03,25.76,3
3807,77.65,15.81,4.02,45.08,69.72,24.64,3
3808,58.66,12.77,3.9,57.79,87.77,29.98,3
3809,61.52,10.97,4.34,129.8,205.69,75.89,4
3810,51.82,8.59,4.99,201.91,359.08,157.18,4
3811,72.62,6.91,5.44,237.44,458.37,220.94,4
3812,126.9,5.93,5.7,263.7,549.03,285.33,4
3813,121.62,11.62,5.24,204.23,404.74,200.51,4
3814,119.72,9.48,4.91,161.94,308.08,146.15,4
3815,112.51,20.38,4.12,109.78,172.57,62.79,4
3816,106.67,15.92,4.33,74.63,106.35,31.72,4
3817,92.56,12.15,4.86,55.54,67.71,12.16,3
3818,79.84,12.1,4.43,47.06,56.82,9.76,3
3819,76.29,10.03,5.91,39.97,47.55,7.58,3
3820,52.48,8.13,4.91,32.49,38.69,6.2,2
3821,47.29,6.71,4.47,27.56,35.38,7.82,2
3822,43.67,6.62,4.44,31.56,38.74,7.18,2
3823,31.71,6.48,4.35,58.83,71.41,12.58,2
3824,34.85,6.2,4.61,83.28,118.48,35.2,4
3825,95.73,8.95,4.12,42.28,68.35,26.08,4
3826,106.34,7.27,3.85,29.68,45.69,16.02,4
3827,112.47,9.64,3.83,31.29,54.13,22.84,4
3828,102.08,10.5,3.61,22.16,36.33,14.16,3
3829,74.49,8.55,3.96,32.05,55.05,23.0,3
3830,75.79,7.6,3.98,29.8,48.32,18.52,3
3831,66.45,7.3,4.14,31.6,47.72,16.12,3
3832,54.89,6.41,4.3,107.45,168.04,60.58,3
3833,47.76,5.39,4.68,141.62,196.49,54.87,3
3834,56.85,4.7,4.68,140.68,215.95,75.27,3
3835,68.03,5.58,4.73,116.03,181.03,65.0,3
3836,81.33,12.94,4.54,91.52,133.01,41.5,3
3837,86.29,9.97,4.55,84.89,135.99,51.1,3
3838,82.03,8.15,4.39,79.46,127.75,48.29,3
3839,86.62,7.72,4.16,74.36,121.49,47.13,3
3840,57.46,6.32,4.03,67.53,99.72,32.18,3
3841,66.06,6.04,3.75,63.26,86.69,23.43,3
3842,61.08,6.27,3.7,65.47,92.18,26.71,3
3843,50.32,5.91,3.9,80.51,138.4,57.89,2
3844,48.66,5.25,3.51,63.44,84.77,21.33,3
3845,58.2,5.41,3.57,74.33,117.2,42.88,2
3846,45.11,4.71,3.58,70.54,116.07,45.53,3
3847,58.0,5.14,3.97,107.46,203.65,96.2,3
3848,86.23,4.99,3.94,96.01,164.9,68.89,4
3849,94.08,5.01,3.85,96.94,147.32,50.38,4
3850,116.76,22.74,3.86,111.86,165.36,53.51,4
3851,124.9,17.9,3.75,77.08,102.82,25.73,4
3852,112.2,14.54,3.79,48.91,68.27,19.36,3
3853,88.95,14.58,3.83,33.01,47.82,14.81,3
3854,62.97,18.43,4.85,40.87,60.32,19.45,3
3855,51.24,14.25,5.18,66.02,92.02,26.0,3
3856,48.92,10.88,5.84,165.44,257.48,92.04,3
3857,55.04,8.76,5.58,170.61,257.04,86.43,3
3858,62.32,7.04,5.18,131.03,188.45,57.42,3
3859,60.26,6.08,5.07,131.25,192.92,61.67,3
3860,65.19,7.66,4.76,124.63,200.39,75.76,3
3861,77.28,6.26,4.79,121.85,191.4,69.55,3
3862,81.63,5.42,4.41,101.71,146.32,44.61,3
3863,82.52,9.67,4.56,80.92,100.1,19.18,3
3864,54.2,8.18,5.42,156.12,305.52,149.39,2
3865,37.79,8.86,4.38,81.27,116.49,35.21,4
3866,95.9,21.08,4.11,43.22,61.6,18.37,4
3867,118.97,8.33,3.96,109.77,169.71,59.94,4
3868,119.0,11.22,3.69,72.36,99.54,27.18,4
3869,92.21,8.8,3.64,67.0,92.42,25.43,3
3870,80.35,7.46,3.99,77.56,107.17,29.61,3
3871,75.82,6.6,4.4,53.57,71.11,17.54,3
3872,73.64,12.24,4.85,56.08,87.58,31.49,3
3873,49.31,10.69,5.0,100.39,140.61,40.22,3
3874,54.42,9.35,4.94,148.79,201.6,52.81,4
3875,57.02,7.99,5.73,253.23,466.45,213.21,4
3876,67.96,6.59,5.83,258.73,489.72,230.98,4
3877,89.16,8.74,5.59,245.28,471.63,226.35,4
3878,93.58,19.94,4.99,184.46,349.36,164.9,4
3879,101.96,14.86,4.13,104.23,147.81,43.58,4
3880,101.96,14.86,4.13,104.23,147.81,43.58,4
3881,103.86,8.97,4.24,150.22,268.19,117.97,3
3882,82.96,7.29,3.89,104.63,164.82,60.19,3
3883,51.38,5.48,3.85,109.21,205.12,95.91,3
3884,77.74,15.64,3.54,33.31,51.23,17.92,3
3885,53.41,12.62,3.42,41.78,64.58,22.8,2
3886,30.32,9.98,3.34,44.28,64.47,20.2,2
3887,25.77,7.91,3.6,72.42,102.71,30.29,2
3888,31.15,7.02,3.47,90.54,110.66,20.12,2
3889,25.39,6.22,3.65,87.5,102.17,14.67,3
3890,22.54,5.28,4.12,175.75,280.29,104.54,4
3891,44.33,5.27,4.8,228.76,421.3,192.53,3
3892,69.56,7.91,4.19,172.16,283.9,111.74,3
3893,55.72,7.62,4.02,118.36,182.29,63.93,3
3894,44.99,7.03,3.96,109.61,166.82,57.21,3
3895,53.22,15.53,3.99,87.89,138.56,50.66,2
3896,40.36,11.82,3.67,70.46,96.71,26.25,2
3897,33.21,10.14,3.52,75.3,103.4,28.1,2
3898,33.45,8.57,3.37,72.27,89.88,17.61,2
3899,25.88,7.12,3.33,59.06,73.94,14.88,3
3900,75.76,13.05,3.61,131.98,171.31,39.33,3
3901,74.38,10.61,3.98,157.97,231.12,73.15,3
3902,78.59,11.53,4.19,122.72,179.57,56.85,3
3903,57.01,13.33,3.87,104.19,135.14,30.95,3
3904,43.37,10.27,4.03,135.06,182.19,47.13,3
3905,44.42,9.17,4.54,179.37,312.92,133.55,3
3906,55.57,7.99,3.88,79.6,128.33,48.73,3
3907,75.46,6.49,3.38,59.06,73.93,14.87,2
3908,46.91,5.47,3.26,72.21,83.65,11.44,2
3909,33.04,5.51,3.56,84.18,104.97,20.78,1
3910,23.14,4.76,3.64,30.75,40.4,9.65,1
3911,16.82,4.23,3.54,28.68,36.21,7.53,1
3912,12.16,3.9,3.54,22.92,30.04,7.12,1
3913,9.54,4.66,3.44,21.47,26.71,5.24,1
3914,7.56,4.51,3.48,29.98,40.86,10.88,2
3915,5.31,4.28,3.61,62.88,86.74,23.86,2
3916,8.63,4.22,3.77,93.41,142.89,49.48,3
3917,7.24,3.92,3.77,103.51,159.8,56.29,2
3918,24.18,7.05,3.71,94.12,146.73,52.62,2
3919,28.63,6.48,3.6,72.72,108.74,36.02,2
3920,48.97,6.24,3.5,55.32,88.98,33.66,3
3921,50.43,8.26,3.43,35.9,60.04,24.14,2
3922,26.79,5.79,3.4,40.19,63.65,23.45,2
3923,19.25,5.63,3.39,58.18,88.11,29.92,3
3924,20.2,5.93,3.61,115.38,153.75,38.37,3
3925,14.47,5.05,3.95,166.26,258.84,92.58,3
3926,25.39,4.44,4.17,150.56,254.52,103.96,3
3927,52.42,4.22,4.13,116.81,188.46,71.65,3
3928,53.59,10.13,4.27,91.7,163.85,72.15,2
3929,45.22,8.03,4.32,88.12,157.56,69.44,2
3930,47.8,7.67,4.33,85.94,147.45,61.5,3
3931,50.02,7.24,4.29,75.82,131.25,55.42,2
3932,38.1,5.97,4.18,71.74,118.9,47.16,2
3933,34.13,5.19,4.03,61.47,95.5,34.04,2
3934,33.92,5.05,4.06,55.47,92.5,37.03,2
3935,23.76,4.43,3.94,56.1,88.24,32.14,2
3936,17.55,4.1,3.84,53.77,84.75,30.98,2
3937,20.09,4.28,4.02,55.13,101.46,46.33,2
3938,14.09,3.92,4.17,78.43,158.4,79.97,2
3939,11.74,4.18,4.3,99.68,214.35,114.68,3
3940,51.76,4.31,4.07,97.15,179.29,82.14,3
3941,55.12,4.85,3.93,84.72,147.87,63.15,3
3942,79.02,17.26,3.9,85.57,139.8,54.23,3
3943,72.58,18.22,3.65,71.52,102.57,31.04,3
3944,72.1,14.26,3.73,69.88,94.56,24.68,3
3945,61.59,11.8,3.74,73.24,92.52,19.28,3
3946,60.76,10.13,3.66,74.76,91.26,16.5,3
3947,51.69,8.41,3.73,81.89,95.37,13.48,3
3948,63.02,7.09,3.65,120.68,145.28,24.6,3
3949,41.21,5.86,4.31,160.96,233.48,72.53,3
3950,39.63,5.0,4.39,143.83,215.54,71.71,3
3951,70.34,4.41,4.27,136.84,208.52,71.69,3
3952,73.04,4.28,4.33,129.76,213.69,83.94,3
3953,72.17,3.94,4.76,158.68,300.96,142.28,3
3954,66.2,4.88,5.02,160.14,326.27,166.13,3
3955,70.1,8.92,4.2,138.68,271.49,132.8,3
3956,52.55,7.46,3.68,109.05,184.94,75.89,3
3957,58.68,6.46,3.26,85.12,127.94,42.81,3
3958,67.13,7.47,3.13,51.16,64.64,13.48,2
3959,47.46,6.55,3.02,34.18,42.17,7.98,2
3960,48.82,6.24,3.05,18.33,27.85,9.52,3
3961,51.75,5.45,3.06,15.94,25.39,9.45,2
3962,49.31,4.82,3.0,43.05,61.81,18.76,2
3963,46.42,4.82,3.14,59.6,94.87,35.27,3
3964,57.67,5.24,2.97,30.19,50.17,19.98,3
3965,68.39,4.57,2.93,31.09,48.86,17.77,3
3966,69.26,4.12,2.93,26.46,47.23,20.77,3
3967,62.17,4.35,2.95,22.81,38.32,15.51,2
3968,41.38,5.21,2.94,27.35,47.29,19.94,2
3969,38.35,5.67,2.92,34.29,55.5,21.21,2
3970,38.93,5.73,2.88,40.96,63.42,22.45,2
3971,39.71,5.06,2.96,39.13,62.55,23.42,2
3972,44.95,5.41,3.05,72.63,110.31,37.69,3
3973,55.16,5.52,3.29,98.62,137.84,39.22,3
3974,58.3,5.76,3.07,82.51,111.23,28.72,3
3975,69.11,5.02,3.03,60.1,86.8,26.71,3
3976,76.98,4.89,2.98,59.28,80.46,21.18,3
3977,73.83,4.74,3.04,37.45,56.12,18.67,4
3978,96.47,4.86,3.01,37.36,58.1,20.74,4
3979,103.74,5.03,3.4,25.47,39.35,13.88,4
3980,91.71,5.42,3.45,22.89,30.73,7.84,3
3981,86.01,5.58,3.41,19.14,25.4,6.26,3
3982,89.02,5.12,3.51,17.69,23.69,6.0,3
3983,78.59,4.49,3.44,26.29,34.04,7.75,3
3984,78.32,4.18,3.52,39.6,50.79,11.19,3
3985,85.74,4.46,3.51,49.14,60.33,11.19,4
3986,97.21,4.3,3.76,113.66,179.9,66.24,4
3987,121.64,4.33,3.7,86.24,130.28,44.03,4
3988,109.54,5.62,3.77,87.86,131.98,44.12,4
3989,121.6,4.83,3.58,44.75,71.46,26.7,4
3990,116.73,4.28,3.59,39.45,60.98,21.52,4
3991,107.0,3.92,3.55,24.16,37.37,13.21,3
3992,75.29,4.34,3.64,32.7,49.59,16.89,3
3993,69.75,4.77,3.93,42.93,68.47,25.54,3
3994,56.98,4.69,4.03,35.97,49.51,13.54,2
3995,37.54,4.68,4.3,51.53,68.45,16.92,2
3996,29.35,4.67,4.48,90.67,115.05,24.38,3
3997,25.15,5.22,4.68,128.5,161.24,32.74,3
3998,33.15,4.56,4.77,163.88,257.01,93.14,3
3999,34.43,4.09,4.39,118.75,156.98,38.22,2
4000,35.59,3.76,4.3,74.04,89.83,15.78,3
4001,26.15,3.54,4.51,129.84,193.24,63.4,3
4002,30.9,4.35,4.27,102.94,151.76,48.82,2
4003,25.01,3.97,4.26,88.28,125.41,37.14,2
4004,28.32,3.87,4.09,72.75,105.4,32.65,2
4005,40.0,4.63,4.18,71.91,112.83,40.92,2
4006,28.89,4.78,4.04,69.87,112.13,42.27,2
4007,26.31,4.97,3.66,69.0,92.33,23.32,3
4008,28.08,5.5,4.4,140.54,260.43,119.89,3
4009,28.09,5.08,4.08,100.52,170.29,69.77,3
4010,34.39,5.01,4.62,159.51,323.74,164.23,3
4011,57.7,5.14,4.67,169.07,322.82,153.75,4
4012,90.44,5.28,4.48,164.44,268.55,104.11,4
4013,113.4,9.64,4.11,114.18,162.54,48.36,4
4014,107.4,23.42,3.85,49.0,66.11,17.11,3
4015,73.49,17.66,3.82,33.53,46.08,12.55,2
4016,41.32,14.34,4.62,43.65,64.29,20.63,2
4017,27.37,11.58,4.76,44.69,66.04,21.35,1
4018,19.42,9.69,4.83,43.05,61.16,18.11,2
4019,14.18,8.03,4.79,64.69,74.87,10.18,3
4020,10.08,6.52,4.96,153.78,214.82,61.05,3
4021,12.82,5.46,4.88,157.84,236.25,78.4,4
4022,18.9,4.73,5.58,241.92,461.98,220.06,3
4023,44.8,4.21,6.44,149.14,251.85,102.72,3
4024,44.55,3.87,4.88,105.39,166.28,60.89,2
4025,35.73,4.23,4.84,92.01,140.72,48.71,2
4026,41.03,4.44,4.16,85.89,130.64,44.75,2
4027,31.23,3.86,3.44,75.49,94.02,18.53,2
4028,35.8,4.68,3.33,71.64,86.16,14.51,2
4029,25.12,4.9,3.31,66.05,79.02,12.96,2
4030,18.45,5.19,3.65,90.64,143.97,53.33,2
4031,17.5,5.56,3.85,91.04,166.5,75.46,3
4032,12.96,4.84,4.07,120.27,231.42,111.15,3
4033,34.88,5.48,4.36,148.46,307.36,158.9,3
4034,57.67,5.53,4.32,120.66,223.42,102.76,4
4035,106.99,6.48,3.83,108.68,162.11,53.43,4
4036,96.75,25.12,3.87,90.44,126.24,35.81,3
4037,82.45,23.35,4.41,52.64,76.04,23.4,3
4038,60.8,23.19,4.27,49.0,73.98,24.98,3
4039,51.97,17.62,3.89,55.38,78.59,23.21,2
4040,37.43,13.99,3.92,71.95,100.63,28.68,3
4041,34.77,11.91,4.57,156.0,213.89,57.9,4
4042,37.41,12.1,5.1,236.48,406.73,170.25,4
4043,63.62,13.8,5.89,295.51,584.8,289.29,4
4044,112.74,18.42,5.39,258.36,499.68,241.32,4
4045,114.75,24.66,4.54,130.24,213.88,83.64,4
4046,96.26,19.39,4.29,106.74,176.12,69.38,4
4047,91.02,15.46,4.43,107.65,194.11,86.46,3
4048,87.16,20.17,4.24,98.34,158.23,59.89,3
4049,60.06,15.91,4.01,77.49,117.35,39.86,3
4050,56.75,12.8,3.96,85.27,136.5,51.23,3
4051,55.0,9.97,3.75,71.91,105.97,34.07,2
4052,36.89,8.17,3.84,86.03,142.79,56.76,2
4053,39.36,6.88,3.83,84.82,132.36,47.54,3
4054,39.94,6.26,3.86,100.43,168.44,68.01,3
4055,29.1,5.85,3.93,104.24,188.81,84.57,3
4056,22.35,5.1,4.52,154.78,322.73,167.95,3
4057,54.27,5.49,5.03,182.47,377.98,195.51,3
4058,51.84,11.4,4.07,33.2,50.04,16.83,3
4059,86.35,9.8,4.13,42.54,62.36,19.82,3
