,S14_PM10,S14_PM25,S14_SO2,S14_NO2,S14_NOX,S14_NO,OUT
1186,27.06,4.68,1.68,80.0,115.22,35.22,2
1187,21.42,4.73,1.55,70.49,104.81,34.32,2
1188,37.84,4.66,1.62,78.53,119.84,41.31,2
1189,39.84,4.28,1.62,57.39,86.2,28.81,2
1190,28.76,3.9,1.38,44.34,62.0,17.66,1
1191,21.95,3.98,1.45,48.85,68.27,19.42,1
1192,15.65,6.12,1.58,44.51,58.89,14.38,1
1193,12.43,5.24,1.73,30.12,39.86,9.74,1
1194,9.69,4.64,1.64,35.96,46.8,10.84,1
1195,5.38,3.76,1.42,10.17,16.19,6.02,1
1196,4.02,3.56,1.37,13.9,22.08,8.18,1
1197,6.56,3.58,1.41,25.95,38.32,12.37,2
1198,6.22,3.41,1.4,54.06,76.42,22.36,2
1199,7.86,3.99,1.53,68.32,91.21,22.89,2
1200,6.73,3.69,1.69,95.07,112.08,17.01,1
1201,6.15,3.48,1.61,37.69,44.18,6.49,1
1202,5.5,3.34,1.7,30.79,36.39,5.6,1
1203,5.05,3.24,1.6,30.13,35.0,4.87,1
1204,4.8,3.17,1.67,38.62,48.08,9.46,1
1205,5.17,3.12,1.64,27.65,35.14,7.49,1
1206,5.51,3.08,1.49,24.46,30.7,6.24,1
1207,5.86,3.06,1.51,25.73,33.17,7.44,1
1208,5.3,3.15,1.46,22.2,26.63,4.43,1
1209,4.91,3.86,1.39,21.45,28.72,7.27,1
1210,4.64,3.6,1.38,28.79,42.89,14.1,1
1211,7.02,3.53,1.54,29.83,43.47,13.64,2
1212,29.92,5.24,1.62,16.69,23.67,6.98,2
1213,35.4,9.19,1.62,16.44,27.32,10.88,2
1214,43.91,3.79,1.76,59.35,82.5,23.15,2
1215,43.88,3.99,1.9,82.45,119.79,37.34,2
1216,41.04,4.83,1.94,79.33,109.7,30.37,2
1217,30.95,7.77,2.35,35.55,50.35,14.8,1
1218,21.24,4.92,2.11,23.65,33.52,9.87,1
1219,15.18,5.29,1.98,26.67,36.78,10.11,1
1220,11.64,4.81,1.86,49.27,70.57,21.3,3
1221,9.15,4.26,2.07,101.02,135.48,34.46,3
1222,12.44,3.89,2.39,107.9,128.72,20.82,2
1223,11.3,3.66,2.13,99.96,115.98,16.02,2
1224,9.49,3.78,2.15,93.08,122.33,29.25,2
1225,22.25,3.93,2.14,92.38,122.26,29.88,2
1226,43.74,4.04,1.88,76.13,91.77,15.64,2
1227,31.89,3.79,1.8,61.06,70.16,9.1,2
1228,31.82,3.55,1.78,65.93,78.71,12.78,2
1229,23.14,3.39,1.71,59.2,67.55,8.35,2
1230,16.51,3.27,1.62,54.32,66.35,12.03,2
1231,13.75,3.19,1.56,57.59,71.41,13.82,2
1232,12.97,3.16,1.64,62.28,96.71,34.43,2
1233,22.86,3.29,1.69,69.53,114.35,44.82,3
1234,65.74,3.41,1.73,70.74,105.95,35.21,3
1235,72.73,3.72,1.86,93.73,135.41,41.68,3
1236,62.18,4.0,1.7,82.14,113.36,31.22,3
1237,55.98,4.72,1.65,30.42,40.52,10.1,2
1238,49.65,4.21,1.81,29.86,41.41,11.55,3
1239,56.17,4.04,2.03,23.44,32.72,9.28,1
1240,24.22,5.94,1.21,24.72,39.7,14.98,1
1241,23.14,7.09,1.18,31.96,48.08,16.12,1
1242,17.42,9.9,1.37,35.2,51.44,16.24,1
1243,15.66,7.83,1.29,28.86,42.39,13.53,2
1244,36.34,6.38,1.42,33.16,46.7,13.54,2
1245,25.51,5.37,1.48,45.76,59.41,13.65,1
1246,17.86,4.66,1.54,44.08,67.54,23.46,1
1247,12.5,4.16,1.63,39.44,50.69,11.25,2
1248,8.86,3.81,1.5,55.49,65.56,10.07,2
1249,8.53,3.67,1.68,59.29,76.25,16.96,2
1250,17.92,4.2,1.56,53.24,68.48,15.24,1
1251,6.81,3.99,1.64,24.1,30.09,5.99,1
1252,5.31,4.38,1.62,24.16,29.38,5.22,1
1253,5.04,4.78,1.54,25.17,29.62,4.45,1
1254,4.6,4.38,1.66,36.02,43.88,7.86,1
1255,5.93,4.62,1.47,40.21,51.69,11.48,1
1256,14.48,4.13,1.43,45.65,64.69,19.04,2
1257,28.66,3.79,1.5,42.08,67.89,25.81,2
1258,47.96,3.55,1.47,43.72,68.06,24.34,2
1259,34.8,3.39,1.31,25.44,40.35,14.91,2
1260,26.25,3.27,1.48,26.59,42.86,16.27,1
1261,20.92,3.74,1.5,30.59,47.37,16.78,1
1262,16.21,3.52,1.51,32.62,47.68,15.06,1
1263,12.01,3.52,1.52,27.39,39.34,11.95,1
1264,12.42,4.46,1.49,26.4,38.18,11.78,1
1265,9.85,5.0,1.57,25.26,36.52,11.26,1
1266,12.0,5.25,1.59,17.73,23.0,5.27,1
1267,9.23,4.94,1.53,24.06,28.78,4.72,1
1268,6.46,4.36,1.54,24.7,28.81,4.11,1
1269,5.26,3.66,1.55,39.07,50.11,11.04,1
1270,5.22,3.46,1.54,41.03,48.26,7.23,2
1271,5.06,3.38,1.29,51.83,65.39,13.56,1
1272,4.63,3.65,1.14,39.57,46.55,6.98,1
1273,4.64,3.9,1.18,26.78,32.26,5.48,1
1274,4.39,3.67,1.16,21.1,26.55,5.45,1
1275,4.74,3.85,1.08,18.61,22.41,3.8,1
1276,9.93,4.33,1.05,22.69,30.38,7.69,1
1277,11.25,5.13,1.14,35.98,50.18,14.2,1
1278,9.84,5.65,1.12,36.96,51.71,14.75,1
1279,20.84,5.68,1.1,42.23,62.49,20.26,2
1280,45.27,6.02,1.21,38.04,58.04,20.0,2
1281,32.91,6.14,1.23,43.63,67.33,23.7,1
1282,23.48,5.58,1.13,30.46,48.28,17.82,1
1283,19.22,5.4,1.17,30.16,48.78,18.62,1
1284,16.3,4.68,1.07,33.85,53.3,19.45,2
1285,26.46,4.17,1.0,31.06,47.78,16.72,1
1286,18.92,3.84,1.04,14.95,21.25,6.3,1
1287,13.73,3.67,1.1,41.69,52.65,10.96,2
1288,10.59,3.47,1.14,51.26,73.73,22.47,1
1289,8.23,3.33,1.08,45.91,54.17,8.26,2
1290,5.76,3.23,0.98,67.54,76.42,8.88,1
1291,4.03,3.16,0.99,42.32,50.26,7.94,1
1292,5.19,3.56,1.31,48.72,59.74,11.02,1
1293,4.93,3.28,1.26,34.79,40.76,5.97,1
1294,4.49,3.19,1.2,19.42,24.06,4.64,1
1295,5.94,4.07,1.36,36.49,44.45,7.96,1
1296,12.01,4.49,1.41,38.36,51.26,12.9,2
1297,11.12,4.04,1.43,52.36,72.06,19.7,2
1298,24.82,3.73,1.36,66.05,90.16,24.11,3
1299,50.87,3.51,1.26,41.34,57.68,16.34,2
1300,31.56,3.36,1.18,29.64,41.17,11.53,2
1301,27.6,3.25,1.2,25.14,36.16,11.02,1
1302,21.23,3.3,1.19,16.04,24.7,8.66,1
1303,22.43,3.96,1.24,27.71,38.48,10.77,1
1304,21.03,3.67,1.25,27.73,41.06,13.33,1
1305,19.58,3.48,1.26,25.61,40.03,14.42,1
1306,13.71,3.48,1.32,28.45,43.01,14.56,1
1307,9.64,4.17,1.36,41.53,62.78,21.25,1
1308,7.07,4.89,1.44,47.66,68.68,21.02,1
1309,4.95,4.32,1.36,24.03,29.53,5.5,2
1310,4.51,3.92,1.47,50.6,61.48,10.88,2
1311,3.75,3.65,1.54,61.27,74.4,13.13,2
1312,11.27,3.55,1.41,53.61,63.24,9.63,2
1313,13.9,4.11,1.48,66.4,83.47,17.07,2
1314,14.34,4.73,1.43,65.02,78.36,13.34,1
1315,10.52,4.21,1.23,35.29,43.89,8.6,1
1316,7.93,3.85,1.33,28.02,38.4,10.38,1
1317,6.38,3.59,1.34,24.74,30.3,5.56,1
1318,4.88,3.53,1.21,32.26,39.45,7.19,3
1319,52.84,4.76,1.34,61.02,99.11,38.09,3
1320,68.44,7.86,1.26,38.64,53.58,14.94,2
1321,39.66,6.66,1.28,38.6,56.22,17.62,2
1322,31.34,6.38,1.28,27.38,37.92,10.54,2
1323,28.36,5.72,1.45,30.61,43.75,13.14,1
1324,21.03,5.22,1.42,36.52,48.06,11.54,1
1325,18.57,5.08,1.5,31.76,44.2,12.44,1
1326,20.08,4.86,1.7,42.3,60.15,17.85,1
1327,11.13,4.6,1.4,47.79,59.01,11.22,2
1328,12.34,3.78,1.28,79.5,97.2,17.7,2
1329,18.52,3.16,1.43,68.87,97.35,28.48,3
1330,56.7,3.62,1.43,83.95,115.5,31.55,2
1331,43.64,19.41,1.26,45.56,63.47,17.91,2
1332,42.13,15.42,1.27,61.44,87.79,26.35,2
1333,31.99,11.82,1.2,56.87,75.71,18.84,2
1334,39.21,10.02,1.18,55.89,75.78,19.89,3
1335,40.64,8.29,1.27,102.92,131.5,28.58,2
1336,40.63,7.11,1.28,65.49,90.94,25.45,2
1337,37.1,6.41,1.24,42.02,57.56,15.54,2
1338,25.97,5.39,1.17,44.45,60.09,15.64,1
1339,18.18,4.68,1.3,48.98,59.27,10.29,2
1340,12.74,4.2,1.21,71.92,79.32,7.4,3
1341,9.82,4.55,1.41,135.05,167.95,32.9,2
1342,13.96,7.91,1.37,79.65,103.29,23.64,2
1343,16.33,9.43,1.56,54.0,69.58,15.58,1
1344,7.67,5.82,1.35,34.59,39.36,4.77,2
1345,6.25,5.99,1.34,62.28,71.56,9.28,2
1346,6.57,6.05,1.36,58.74,74.81,16.07,2
1347,7.53,7.43,1.5,55.1,85.35,30.25,2
1348,36.68,5.03,1.41,64.62,89.87,25.25,2
1349,24.92,4.61,1.51,65.66,92.71,27.05,1
1350,18.52,4.19,1.42,33.73,51.03,17.3,1
1351,21.65,4.39,1.44,35.67,50.89,15.22,1
1352,16.45,5.06,1.51,37.18,51.68,14.5,2
1353,19.61,5.12,1.56,71.13,96.36,25.23,2
1354,26.63,4.49,1.46,44.74,58.44,13.7,2
1355,25.84,4.04,1.6,47.17,65.39,18.22,2
1356,18.98,3.77,1.62,55.35,69.25,13.9,3
1357,13.56,3.77,1.79,105.68,149.56,43.88,2
1358,9.86,3.54,1.65,84.7,100.44,15.74,2
1359,10.76,3.38,1.64,79.08,93.43,14.35,2
1360,16.54,3.3,1.62,57.64,69.01,11.37,1
1361,22.69,3.51,1.66,46.29,55.36,9.07,1
1362,12.64,3.9,1.28,40.82,48.88,8.06,1
1363,10.21,4.33,1.14,35.0,42.54,7.54,1
1364,11.01,4.27,1.23,29.96,35.76,5.8,1
1365,8.03,3.89,1.14,30.21,37.85,7.64,1
1366,6.85,3.62,1.1,39.88,52.56,12.68,2
1367,6.43,3.47,1.32,58.6,94.55,35.95,2
1368,14.33,3.7,1.35,67.12,108.86,41.74,3
1369,51.84,4.47,1.31,88.62,139.3,50.68,3
1370,53.24,4.77,1.24,79.14,111.07,31.93,2
1371,38.84,4.2,1.3,40.23,56.18,15.95,2
1372,37.03,5.79,1.17,25.6,34.86,9.26,2
1373,27.69,4.96,1.22,24.58,36.27,11.69,2
1374,26.9,4.37,1.34,29.31,42.0,12.69,2
1375,19.06,3.96,1.14,53.32,62.9,9.58,2
1376,13.34,3.67,1.26,73.56,85.78,12.22,2
1377,9.34,3.47,1.32,99.77,120.57,20.8,1
1378,6.6,3.33,1.18,42.24,51.56,9.32,2
1379,5.14,3.23,1.17,67.12,82.7,15.58,3
1380,3.86,3.16,1.19,105.49,113.57,8.08,3
1381,3.3,3.11,1.31,127.86,166.55,38.69,3
1382,5.37,3.12,1.26,107.69,137.23,29.54,2
1383,21.23,3.37,1.1,59.13,68.49,9.36,2
1384,13.9,3.49,1.32,59.17,75.05,15.88,1
1385,10.52,3.73,1.19,41.98,49.45,7.47,2
1386,8.39,3.96,1.32,52.4,64.54,12.14,1
1387,6.21,3.98,1.23,38.26,47.07,8.81,2
1388,12.42,3.82,1.47,58.94,104.42,45.48,3
1389,51.46,4.03,1.46,77.96,120.93,42.97,3
1390,85.15,6.45,1.47,87.09,123.43,36.34,3
1391,50.63,7.02,1.31,78.84,107.33,28.49,2
1392,43.56,12.64,1.38,69.07,88.62,19.55,2
1393,41.15,10.36,1.24,57.11,71.98,14.87,2
1394,38.88,9.17,1.23,39.95,51.43,11.48,2
1395,28.42,8.09,1.31,43.52,54.3,10.78,2
1396,29.13,6.56,1.27,93.64,116.33,22.69,3
1397,25.64,5.49,1.35,102.33,130.87,28.54,2
1398,42.69,4.74,1.21,61.22,74.53,13.31,2
1399,30.38,4.22,1.26,60.54,75.14,14.6,2
1400,21.27,3.86,1.4,66.32,83.17,16.85,2
1401,14.89,3.6,1.46,75.62,93.76,18.14,2
1402,10.52,3.54,1.35,96.87,110.65,13.78,2
1403,8.3,4.22,1.38,82.88,93.79,10.91,2
1404,8.54,4.53,1.33,83.66,97.36,13.7,2
1405,19.73,4.83,1.19,88.19,103.52,15.33,2
1406,13.96,4.68,1.07,56.38,68.3,11.92,2
1407,10.3,4.61,1.13,53.6,65.15,11.55,1
1408,7.58,5.09,0.99,40.39,47.87,7.48,1
1409,5.35,4.61,1.03,45.65,56.97,11.32,1
1410,5.69,4.96,1.09,37.94,51.39,13.45,2
1411,5.06,4.51,1.26,55.65,94.82,39.17,2
1412,7.3,4.24,1.25,65.12,114.53,49.41,2
1413,48.9,4.28,1.4,88.73,146.88,58.15,3
1414,77.67,6.37,1.18,78.56,117.85,39.29,2
1415,27.98,5.95,1.04,56.14,76.12,19.98,1
1416,20.37,5.71,1.13,33.06,50.63,17.57,1
1417,20.16,5.59,1.1,23.16,31.27,8.11,1
1418,15.66,5.17,1.17,37.89,56.29,18.4,1
1419,22.35,4.52,1.04,30.5,40.05,9.55,2
1420,15.87,4.06,1.24,55.54,71.11,15.57,2
1421,11.29,3.86,1.27,85.32,104.18,18.86,3
1422,9.59,4.28,1.35,106.01,134.26,28.25,1
1423,9.9,3.97,1.29,42.57,53.63,11.06,1
1424,13.01,3.68,1.13,16.18,20.0,3.82,1
1425,19.02,3.48,1.23,19.11,22.94,3.83,1
1426,15.7,3.33,1.16,33.47,39.93,6.46,1
1427,17.79,3.3,1.25,23.39,27.24,3.85,1
1428,13.08,3.65,1.18,29.47,35.02,5.55,1
1429,9.68,3.78,1.12,31.29,36.53,5.24,1
1430,7.71,4.34,1.06,24.09,29.67,5.58,1
1431,5.4,3.94,1.12,20.48,26.32,5.84,1
1432,3.78,3.66,1.04,26.98,33.55,6.57,3
1433,60.33,3.56,1.18,28.21,42.27,14.06,3
1434,55.94,3.8,1.18,29.55,41.46,11.91,2
1435,38.16,3.94,1.2,20.98,30.55,9.57,2
1436,31.56,4.09,1.23,29.07,43.75,14.68,2
1437,35.91,4.42,1.18,25.15,40.91,15.76,2
1438,38.51,5.03,1.2,30.28,47.05,16.77,2
1439,40.9,4.43,1.22,30.91,45.91,15.0,2
1440,42.7,4.09,1.39,41.34,53.49,12.15,2
1441,31.72,3.76,1.3,32.75,42.35,9.6,2
1442,29.32,3.54,1.28,38.7,48.56,9.86,1
1443,21.91,3.48,1.45,33.74,43.87,10.13,2
1444,16.09,4.03,1.43,51.23,65.12,13.89,2
1445,13.07,4.32,1.47,65.91,79.03,13.12,2
1446,22.25,4.06,1.39,75.05,88.35,13.3,2
1447,15.7,3.74,1.47,84.04,91.57,7.53,2
1448,11.11,3.52,1.37,73.7,80.35,6.65,2
1449,8.16,3.4,1.33,51.03,55.18,4.15,2
1450,6.77,3.56,1.42,59.3,63.52,4.22,2
1451,5.86,3.83,1.35,56.16,60.19,4.03,1
1452,6.49,3.82,1.32,31.26,35.2,3.94,1
1453,4.65,3.58,1.26,19.84,25.1,5.26,1
1454,4.0,3.4,1.35,28.35,41.15,12.8,1
1455,5.15,3.42,1.4,48.64,72.1,23.46,2
1456,9.92,4.1,1.4,58.06,89.25,31.19,2
1457,45.3,3.93,1.38,44.75,58.55,13.8,2
1458,41.78,3.73,1.3,39.96,53.21,13.25,2
1459,28.22,4.09,1.39,35.0,51.41,16.41,2
1460,38.34,4.29,1.43,32.39,51.26,18.87,2
1461,43.65,4.28,1.45,28.83,40.0,11.17,2
1462,35.91,4.32,1.51,37.62,57.96,20.34,2
1463,34.54,4.4,1.51,38.41,53.58,15.17,2
1464,29.2,4.53,1.48,30.52,36.55,6.03,1
1465,20.44,4.07,1.47,42.28,49.62,7.34,2
1466,14.31,3.75,1.36,52.46,57.88,5.42,2
1467,10.08,3.53,1.44,87.55,97.92,10.37,3
1468,7.62,3.47,1.44,108.74,118.03,9.29,2
1469,5.64,3.93,1.36,75.03,83.21,8.18,1
1470,4.19,3.93,1.38,45.28,52.52,7.24,1
1471,4.03,3.65,1.37,16.78,22.47,5.69,1
1472,3.61,3.45,1.38,20.33,24.74,4.41,1
1473,5.14,3.43,1.42,17.96,22.45,4.49,1
1474,4.51,4.09,1.3,20.79,26.39,5.6,1
1475,5.47,4.84,1.35,15.58,19.95,4.37,1
1476,8.85,4.84,1.31,32.15,41.09,8.94,1
1477,15.18,4.53,1.45,47.93,67.9,19.97,2
1478,23.48,5.01,1.52,79.17,112.21,33.04,2
1479,39.82,4.84,1.59,59.82,85.6,25.78,2
1480,38.19,5.41,1.45,35.49,49.78,14.29,2
1481,42.62,5.35,1.54,39.34,55.94,16.6,2
1482,37.44,4.81,1.53,33.01,48.24,15.23,2
1483,27.34,4.88,1.31,23.09,31.86,8.77,1
1484,20.19,4.54,1.38,30.69,37.94,7.25,1
1485,14.39,4.08,1.36,33.61,40.24,6.63,2
1486,10.07,3.75,1.37,75.81,86.75,10.94,2
1487,7.05,3.53,1.37,88.68,99.44,10.76,3
1488,5.09,3.46,1.51,110.28,132.53,22.25,3
1489,4.82,3.86,1.53,134.64,157.47,22.83,3
1490,5.07,3.81,1.64,113.89,143.01,29.12,2
1491,5.12,3.71,1.16,82.28,102.28,20.0,1
1492,4.84,4.33,1.09,42.99,52.02,9.03,1
1493,5.2,3.93,1.06,37.74,42.47,4.73,2
1494,32.51,4.48,1.27,61.55,91.15,29.6,2
1495,44.43,4.14,1.15,60.68,89.02,28.34,2
1496,49.42,4.22,1.08,47.19,70.18,22.99,2
1497,34.1,4.66,0.97,30.15,45.65,15.5,2
1498,33.21,4.35,0.92,17.59,25.19,7.6,1
1499,23.98,4.39,0.95,13.82,19.09,5.27,1
1500,16.79,5.17,0.98,18.94,25.15,6.21,1
1501,11.75,5.2,1.1,27.06,34.1,7.04,1
1502,6.9,4.77,1.03,44.99,50.1,5.11,1
1503,4.83,4.24,0.91,25.05,29.31,4.26,1
1504,4.88,3.87,0.93,32.19,36.38,4.19,1
1505,5.44,4.59,2.39,37.55,46.09,8.54,1
1506,3.98,4.76,2.61,25.97,30.97,5.0,2
1507,3.66,5.07,2.7,64.6,97.23,32.63,1
1508,5.3,5.12,2.61,29.61,39.58,9.97,2
1509,5.28,4.53,2.58,57.55,78.04,20.5,1
1510,5.6,4.51,2.63,47.83,63.87,16.04,2
1511,9.42,5.15,2.52,58.04,78.49,20.45,2
1512,33.98,5.3,2.49,32.07,42.36,10.29,2
1513,43.93,5.5,2.48,20.92,28.86,7.94,2
1514,35.05,4.94,2.5,19.56,26.59,7.03,2
1515,32.33,4.93,2.51,16.45,22.74,6.29,1
1516,13.35,5.51,2.39,14.83,21.7,6.87,1
1517,10.0,4.98,2.48,12.58,17.43,4.85,1
1518,7.0,5.55,2.38,20.8,27.58,6.78,1
1519,9.16,5.71,2.51,25.38,30.88,5.5,1
1520,9.56,5.16,2.47,30.77,35.08,4.32,3
1521,5.99,3.84,2.52,103.54,111.39,7.84,2
1522,6.95,4.15,2.25,66.34,83.23,16.89,1
1523,6.9,4.85,2.24,37.76,45.95,8.19,1
1524,7.46,5.07,2.27,35.63,42.75,7.12,2
1525,29.52,9.46,2.2,40.78,53.72,12.94,1
1526,21.33,7.82,2.16,44.91,57.86,12.95,1
1527,16.77,6.37,2.22,36.77,47.09,10.32,1
1528,14.47,5.36,2.16,29.26,39.01,9.74,2
1529,25.21,4.69,2.18,38.38,55.92,17.54,2
1530,33.82,4.39,2.23,43.51,56.67,13.16,2
1531,35.48,4.1,2.28,48.48,56.57,8.09,2
1532,25.64,4.48,2.24,66.99,80.48,13.49,2
1533,22.2,4.04,2.22,82.23,101.17,18.94,2
1534,16.24,3.72,2.29,96.16,111.72,15.57,2
1535,12.86,3.51,2.29,69.3,85.49,16.2,2
1536,7.82,3.25,2.23,76.19,94.84,18.65,1
1537,17.55,4.01,2.1,38.7,49.18,10.47,1
1538,8.58,3.76,2.1,17.17,21.74,4.58,1
1539,6.74,3.53,2.11,19.83,25.05,5.21,1
1540,10.41,3.49,2.24,18.6,24.72,6.12,1
1541,10.02,4.07,2.06,15.86,20.92,5.07,1
1542,4.92,3.52,2.16,37.09,42.73,5.63,1
1543,4.8,4.02,2.09,28.4,33.24,4.84,1
1544,4.72,3.83,1.96,26.49,30.8,4.31,1
1545,4.66,3.58,1.95,31.63,38.73,7.1,2
1546,4.59,3.92,1.97,52.44,73.27,20.83,2
1547,7.61,3.64,2.03,56.0,87.36,31.36,2
1548,48.78,3.9,1.94,26.24,37.64,11.4,2
1549,41.5,5.15,1.97,19.11,31.03,11.92,2
1550,29.91,4.51,1.98,38.62,51.74,13.12,1
1551,13.09,3.97,2.04,44.28,50.34,6.06,2
1552,9.17,3.68,1.99,57.08,61.67,4.59,2
1553,6.71,3.48,2.03,79.72,84.43,4.71,2
1554,8.15,3.4,1.99,82.13,87.32,5.19,1
1555,15.52,3.63,2.03,49.27,53.22,3.95,1
1556,11.97,3.57,2.11,38.36,42.84,4.48,1
1557,8.57,4.15,2.1,30.7,39.19,8.48,1
1558,6.45,4.17,2.02,27.71,33.15,5.44,1
1559,4.91,4.17,2.0,23.09,30.09,7.0,1
1560,3.58,3.9,2.07,17.13,21.87,4.75,3
1561,64.03,3.62,2.14,61.92,89.72,27.79,3
1562,52.13,4.55,2.1,41.11,55.04,13.93,2
1563,42.27,6.02,2.08,37.9,52.0,14.1,2
1564,38.61,5.46,2.08,26.56,34.55,7.99,2
1565,30.7,7.13,2.27,24.32,31.54,7.22,2
1566,27.0,9.22,2.31,33.51,44.3,10.79,2
1567,28.25,7.71,2.45,27.89,35.8,7.91,1
1568,20.9,6.83,2.51,38.24,46.74,8.5,2
1569,21.01,5.96,2.51,51.14,65.41,14.27,1
1570,21.61,5.07,2.54,46.06,50.99,4.92,3
1571,10.72,4.02,2.43,116.84,129.76,12.92,2
1572,10.32,3.71,2.44,72.53,81.74,9.2,2
1573,30.13,3.35,2.12,66.85,80.65,13.81,1
1574,24.6,3.24,2.06,41.31,48.66,7.35,2
1575,32.15,3.17,2.0,44.57,51.56,6.99,2
1576,29.09,3.12,1.91,41.62,52.62,11.01,1
1577,20.44,3.12,1.93,44.32,52.26,7.94,1
1578,16.02,3.31,1.89,44.38,63.27,18.89,2
1579,19.99,3.5,2.0,65.73,101.87,36.14,2
1580,24.68,4.45,2.2,78.14,127.22,49.08,3
1581,74.88,6.25,2.1,83.88,123.31,39.43,3
1582,80.77,12.92,2.07,87.86,125.07,37.21,3
1583,69.61,10.76,1.87,76.77,100.66,23.89,2
1584,32.21,7.97,1.99,32.98,39.37,6.39,1
1585,23.35,8.75,2.0,36.83,42.72,5.9,1
1586,18.42,14.89,2.0,47.45,54.55,7.1,2
1587,25.72,11.36,2.21,42.39,47.86,5.48,2
1588,18.82,9.01,2.3,57.62,61.54,3.92,3
1589,13.17,7.21,2.29,129.41,137.09,7.67,2
1590,9.0,5.06,2.75,70.62,85.15,14.53,2
1591,23.86,4.44,2.4,61.2,74.17,12.97,2
1592,18.67,4.01,2.24,83.7,106.21,22.51,2
1593,20.22,3.71,2.13,62.17,76.74,14.57,1
1594,19.26,3.5,1.88,48.82,54.27,5.45,2
1595,20.85,3.44,2.06,64.8,74.61,9.81,2
1596,21.48,3.85,2.04,58.49,68.42,9.93,2
1597,25.68,3.98,1.89,55.7,74.25,18.56,2
1598,27.57,4.35,2.11,93.64,145.78,52.13,2
1599,39.14,4.51,2.12,89.13,115.55,26.42,3
1600,51.8,4.31,2.13,92.88,126.52,33.64,3
1601,57.02,3.92,2.07,100.12,143.11,42.99,3
1602,54.95,3.68,1.98,92.03,121.3,29.27,2
1603,25.16,3.82,2.3,37.8,48.02,10.22,1
1604,20.34,3.57,2.26,37.02,46.75,9.73,1
1605,14.24,3.4,2.27,36.49,46.0,9.5,1
1606,9.97,3.28,2.23,38.89,49.03,10.14,1
1607,7.59,3.21,2.32,34.41,44.26,9.85,1
1608,6.04,4.17,2.3,27.9,38.05,10.15,1
1609,4.4,4.34,2.27,34.62,46.48,11.86,1
1610,13.37,4.81,1.91,17.24,22.69,5.46,1
1611,16.06,4.76,1.98,21.39,27.95,6.57,2
1612,39.93,4.23,1.99,27.74,39.18,11.44,3
1613,63.66,3.86,2.02,30.03,41.04,11.01,2
1614,49.59,3.6,1.82,30.89,37.18,6.29,2
1615,43.68,3.43,1.83,27.95,30.37,2.42,2
1616,31.49,3.92,1.88,25.01,26.48,1.47,1
1617,23.33,3.64,1.91,25.31,26.74,1.44,2
1618,31.19,3.45,1.96,28.56,29.92,1.36,2
1619,32.14,3.32,2.07,40.41,45.05,4.63,2
1620,28.51,3.85,2.38,56.74,58.95,2.21,2
1621,37.27,4.05,1.98,48.04,49.86,1.82,2
1622,26.48,4.31,2.04,48.31,49.12,0.81,2
1623,18.54,3.92,2.1,60.73,68.94,8.21,2
1624,12.99,3.64,2.18,53.36,57.34,3.98,1
1625,10.77,3.45,1.94,36.78,37.3,0.52,1
1626,6.08,3.98,1.94,23.5,23.63,0.13,1
1627,5.09,4.34,1.9,24.68,26.76,2.08,1
1628,7.71,4.16,1.94,25.85,28.19,2.34,1
1629,6.77,4.65,1.89,24.56,26.94,2.39,1
1630,6.12,4.81,1.83,20.83,23.69,2.85,1
1631,5.8,4.32,1.83,19.77,23.02,3.25,1
1632,5.26,3.92,1.84,17.43,21.08,3.65,1
1633,4.89,3.64,2.01,24.36,30.5,6.14,1
1634,5.62,3.45,1.9,29.63,39.6,9.97,2
1635,43.05,3.32,1.9,29.61,37.38,7.76,2
1636,45.93,3.23,1.95,33.19,39.23,6.04,2
1637,32.98,3.65,1.94,31.47,34.81,3.34,2
1638,29.63,4.47,1.95,22.04,23.69,1.64,1
1639,22.68,4.29,2.03,20.0,21.22,1.22,1
1640,21.13,3.9,2.18,19.54,20.44,0.89,1
1641,15.58,3.63,2.22,21.86,22.46,0.6,1
1642,14.73,3.44,2.26,28.92,29.83,0.9,1
1643,20.09,3.43,2.35,31.88,32.53,0.65,3
1644,56.52,5.66,2.08,34.43,36.88,2.45,3
1645,66.09,8.57,2.2,34.45,37.08,2.63,3
1646,65.76,7.05,2.35,46.14,50.51,4.37,3
1647,74.89,6.11,2.33,51.81,55.18,3.37,2
1648,33.18,3.32,1.8,24.91,26.05,1.14,1
1649,23.44,3.23,1.89,21.01,21.93,0.92,1
1650,16.41,3.16,1.85,18.18,19.14,0.96,1
1651,11.48,3.11,1.92,16.56,17.48,0.92,1
1652,8.04,3.08,1.84,16.6,17.54,0.94,1
1653,6.22,3.06,1.78,15.07,16.07,0.99,1
1654,5.07,3.22,1.81,15.31,16.32,1.01,1
1655,3.76,3.51,1.89,23.01,24.74,1.73,1
1656,24.58,3.96,2.3,46.79,56.35,9.56,2
1657,37.58,3.67,2.22,45.03,52.24,7.22,2
1658,47.55,3.47,2.17,30.83,33.21,2.37,2
1659,34.31,3.33,2.14,16.14,17.47,1.33,1
1660,24.9,3.23,2.3,15.92,17.5,1.58,1
1661,17.64,3.16,2.21,14.83,15.86,1.03,1
1662,8.85,4.24,2.46,23.58,26.27,2.69,2
1663,35.15,3.87,2.41,22.11,22.96,0.85,2
1664,25.36,3.61,2.41,15.31,17.9,2.6,1
1665,17.75,3.43,2.41,12.23,14.72,2.49,1
1666,12.88,3.3,2.45,17.29,20.13,2.85,2
