,S9_PM10,S9_SO2,S9_NO2,S9_NOX,S9_NO,OUT
2822,23.33,4.56,116.36,142.45,26.09,2
2823,27.25,4.16,84.47,98.82,14.35,2
2824,28.5,4.42,38.17,44.21,6.04,2
2825,30.54,3.67,31.69,36.96,5.27,2
2826,30.87,3.42,33.41,38.43,5.02,2
2827,28.11,3.22,26.05,30.93,4.88,2
2828,25.22,3.29,18.5,23.14,4.64,1
2829,23.29,3.13,17.66,22.12,4.46,1
2830,20.63,3.11,23.36,27.86,4.5,1
2831,22.05,3.1,37.28,41.53,4.25,2
2832,31.95,3.09,70.65,84.84,14.19,2
2833,33.7,3.16,47.45,56.53,9.08,2
2834,35.4,3.52,49.0,59.71,10.71,2
2835,40.32,3.49,38.86,47.64,8.78,2
2836,41.8,3.42,33.8,40.71,6.91,2
2837,38.53,3.57,30.5,36.58,6.08,2
2838,38.06,3.8,23.8,29.14,5.34,2
2839,38.67,3.77,18.84,23.72,4.88,2
2840,31.11,3.88,14.55,19.11,4.56,2
2841,27.69,4.0,13.9,18.26,4.36,2
2842,26.35,3.99,16.81,21.09,4.28,2
2843,25.56,4.22,30.45,34.77,4.32,2
2844,25.36,4.54,63.56,68.03,4.47,1
2845,24.25,4.45,48.47,53.08,4.61,2
2846,24.7,5.36,58.7,63.19,4.49,2
2847,29.85,5.88,59.77,64.54,4.77,2
2848,31.24,4.74,47.91,53.25,5.34,2
2849,30.67,4.13,28.7,33.85,5.15,2
2850,29.11,4.03,26.18,31.32,5.14,2
2851,28.52,3.94,20.38,25.35,4.97,2
2852,27.66,3.91,14.24,19.07,4.83,2
2853,25.61,3.58,12.57,17.18,4.61,1
2854,21.15,3.59,14.98,19.6,4.62,2
2855,25.39,3.79,21.4,25.61,4.21,2
2856,33.48,4.1,23.24,30.26,7.02,2
2857,33.59,4.08,15.33,21.41,6.08,1
2858,4.99,4.0,10.19,15.75,5.56,2
2859,33.04,3.72,13.73,18.87,5.14,2
2860,27.84,3.89,15.3,20.49,5.19,1
2861,24.94,3.96,15.83,20.82,4.99,2
2862,28.22,4.13,18.78,23.84,5.06,1
2863,24.39,4.03,22.71,27.87,5.16,1
2864,24.42,3.99,36.88,42.34,5.46,1
2865,21.17,4.2,44.94,50.84,5.9,1
2866,18.32,4.02,47.65,53.33,5.68,1
2867,19.76,4.21,36.4,41.85,5.45,1
2868,23.4,4.11,38.75,44.43,5.68,2
2869,26.46,3.9,29.87,35.14,5.27,1
2870,20.98,3.91,23.87,28.33,4.46,1
2871,19.1,3.88,24.74,29.2,4.46,1
2872,18.11,3.8,20.83,25.05,4.22,1
2873,17.42,3.85,17.59,21.72,4.13,1
2874,13.49,3.66,15.19,18.25,3.06,1
2875,14.71,3.43,14.66,18.36,3.7,1
2876,19.24,3.7,14.68,19.01,4.33,1
2877,22.07,3.55,27.1,33.08,5.98,1
2878,17.22,3.73,31.59,39.28,7.69,2
2879,25.73,3.83,15.08,20.96,5.88,2
2880,26.5,3.8,13.54,19.08,5.54,1
2881,23.27,3.82,13.21,18.98,5.77,1
2882,23.87,3.84,13.31,18.66,5.35,1
2883,21.52,4.02,14.28,19.56,5.28,1
2884,21.08,4.06,17.77,22.79,5.02,1
2885,22.56,4.04,17.15,22.18,5.03,1
2886,21.19,3.88,20.6,25.74,5.14,1
2887,17.72,4.0,27.06,32.2,5.14,1
2888,19.19,4.18,39.74,45.64,5.9,2
2889,14.91,5.67,79.74,89.19,9.45,2
2890,16.12,4.52,86.2,100.39,14.19,3
2891,16.82,4.6,113.41,162.77,49.36,2
2892,19.59,4.2,71.75,82.09,10.34,2
2893,23.22,3.89,63.13,69.02,5.89,1
2894,23.15,3.8,48.56,53.99,5.43,1
2895,24.38,3.66,25.23,29.81,4.58,1
2896,24.74,3.62,19.73,24.09,4.36,1
2897,20.83,3.48,15.4,19.7,4.3,1
2898,20.86,3.6,16.06,20.74,4.68,1
2899,18.74,3.41,22.12,27.23,5.11,1
2900,24.55,3.65,23.43,30.06,6.63,2
2901,26.2,4.38,10.2,15.39,5.19,1
2902,20.65,4.08,10.19,14.83,4.64,1
2903,21.71,4.0,11.34,16.12,4.78,1
2904,23.14,3.93,12.97,17.59,4.62,1
2905,18.38,3.98,20.44,25.51,5.07,1
2906,17.69,4.08,27.85,33.28,5.43,1
2907,15.76,3.87,45.85,51.3,5.45,2
2908,15.66,3.74,84.15,92.2,8.05,2
2909,24.9,3.82,96.3,114.95,18.65,3
2910,35.91,4.15,107.77,151.78,44.01,2
2911,36.08,4.18,90.22,117.44,27.22,2
2912,32.58,4.15,49.66,56.61,6.95,2
2913,29.65,3.91,39.06,44.61,5.55,2
2914,32.09,3.7,25.68,30.78,5.1,2
2915,29.44,3.66,19.55,24.53,4.98,2
2916,27.37,3.6,13.27,17.98,4.71,2
2917,27.17,3.66,12.6,17.41,4.81,2
2918,26.82,3.94,16.11,20.12,4.01,2
2919,30.98,3.62,27.04,33.09,6.05,2
2920,36.15,3.78,37.3,46.99,9.69,2
2921,26.35,4.31,14.6,20.63,6.03,2
2922,27.15,4.31,13.38,19.23,5.85,2
2923,29.11,4.24,11.86,17.44,5.58,3
2924,50.39,2.21,31.73,38.77,7.04,2
2925,43.69,2.83,25.85,33.22,7.37,2
2926,44.21,2.99,36.53,44.01,7.48,2
2927,42.11,2.95,40.08,47.6,7.52,2
2928,37.99,3.1,59.29,67.18,7.89,3
2929,36.59,3.45,124.74,135.85,11.11,3
2930,36.26,3.67,130.05,134.68,4.63,4
2931,37.36,4.44,252.18,289.51,37.33,4
2932,29.58,4.54,264.91,368.38,103.47,2
2933,45.52,5.07,83.96,93.37,9.41,2
2934,45.19,5.3,80.07,88.17,8.1,2
2935,35.2,5.13,59.62,66.95,7.33,2
2936,32.61,5.09,47.93,55.68,7.75,2
2937,31.96,5.02,51.82,59.7,7.88,2
2938,31.65,4.95,58.39,66.47,8.08,3
2939,28.89,4.9,130.87,145.26,14.39,3
2940,29.54,4.89,145.14,172.6,27.46,3
2941,33.65,4.69,108.33,129.09,20.76,2
2942,41.48,4.72,66.94,83.93,16.99,2
2943,43.58,4.7,62.97,78.67,15.7,2
2944,42.85,4.36,60.52,72.84,12.32,2
2945,42.34,4.29,33.84,43.28,9.44,2
2946,44.21,5.69,25.99,32.62,6.63,2
2947,42.37,5.7,36.0,42.93,6.93,2
2948,36.92,5.46,39.4,46.45,7.05,2
2949,35.43,5.13,61.41,68.53,7.12,2
2950,33.78,5.26,52.79,60.7,7.91,2
2951,33.23,5.19,55.88,64.56,8.68,2
2952,33.28,5.2,45.46,54.74,9.28,2
2953,30.48,5.11,44.82,54.01,9.19,2
2954,29.02,5.42,46.5,53.74,7.24,2
2955,31.65,5.39,39.52,46.59,7.07,2
2956,30.79,5.37,32.33,39.57,7.24,2
2957,30.89,5.18,15.3,21.91,6.61,2
2958,28.31,4.93,11.72,17.97,6.25,2
2959,27.22,4.75,12.46,18.86,6.4,2
2960,30.21,4.66,16.46,23.22,6.76,2
2961,31.27,4.55,33.81,42.06,8.25,2
2962,38.88,4.33,35.84,46.05,10.21,2
2963,33.05,4.32,30.7,41.61,10.91,2
2964,35.52,4.54,21.67,31.54,9.87,2
2965,37.38,4.52,20.08,29.57,9.49,2
2966,40.7,4.79,17.89,26.71,8.82,2
2967,36.11,4.68,18.84,27.11,8.27,2
2968,38.9,4.53,23.46,31.34,7.88,2
2969,45.77,4.66,21.36,29.52,8.16,2
2970,47.64,4.97,21.1,28.81,7.71,2
2971,40.6,4.59,26.59,33.34,6.75,2
2972,35.26,4.53,35.36,42.41,7.05,2
2973,33.76,4.8,41.71,48.66,6.95,2
2974,33.81,4.82,47.19,53.88,6.69,2
2975,32.04,4.63,40.9,47.64,6.74,2
2976,28.39,4.58,36.25,43.44,7.19,2
2977,28.03,4.73,25.52,31.93,6.41,2
2978,30.31,5.62,35.21,42.51,7.3,2
2979,29.36,5.37,24.93,31.97,7.04,2
2980,27.73,5.37,22.18,30.06,7.88,2
2981,40.19,5.45,16.34,23.97,7.63,2
2982,29.48,5.35,10.42,18.08,7.66,2
2983,27.08,5.34,14.92,23.4,8.48,2
2984,31.1,5.07,21.75,30.12,8.37,2
2985,31.19,5.17,20.54,29.54,9.0,2
2986,34.52,5.25,30.41,41.49,11.08,2
2987,26.71,5.17,27.75,38.47,10.72,2
2988,31.04,5.2,32.06,43.98,11.92,2
2989,28.21,5.02,53.92,73.03,19.11,2
2990,25.51,4.96,90.85,125.29,34.44,3
2991,28.19,4.89,119.35,151.52,32.17,3
2992,25.75,5.11,151.26,190.53,39.27,3
2993,19.31,5.01,148.94,203.42,54.48,2
2994,20.98,5.03,77.9,99.5,21.6,2
2995,26.91,4.96,77.93,99.56,21.63,3
2996,19.04,5.04,104.6,135.55,30.95,3
2997,21.24,5.24,116.59,157.81,41.22,2
2998,38.24,5.13,88.75,110.6,21.85,2
2999,26.77,5.06,79.73,99.47,19.74,2
3000,20.45,4.95,53.02,68.61,15.59,1
3001,19.6,5.09,42.99,57.28,14.29,1
3002,15.4,5.18,27.68,39.97,12.29,1
3003,14.5,5.08,28.92,41.22,12.3,2
3004,13.44,5.05,70.84,90.62,19.78,2
3005,20.89,5.08,76.55,91.12,14.57,3
3006,28.0,5.43,109.92,130.34,20.42,3
3007,29.38,5.59,108.37,133.5,25.13,2
3008,31.32,6.11,85.21,102.71,17.5,2
3009,28.75,5.29,70.17,94.31,24.14,1
3010,20.32,5.54,41.29,59.44,18.15,1
3011,16.29,5.66,36.87,52.25,15.38,1
3012,18.37,5.58,43.57,57.32,13.75,2
3013,16.25,5.36,59.3,73.05,13.75,2
3014,16.78,5.12,97.87,114.72,16.85,3
3015,22.1,5.17,153.82,195.33,41.51,3
3016,27.18,5.26,161.96,209.89,47.93,3
3017,23.88,5.17,114.67,134.0,19.33,3
3018,26.26,5.1,132.9,158.85,25.95,3
3019,29.8,5.27,137.73,184.3,46.57,3
3020,35.34,5.21,123.19,149.12,25.93,3
3021,37.99,5.15,118.08,151.97,33.89,3
3022,45.29,5.38,126.9,221.59,94.69,3
3023,49.93,5.38,122.61,197.65,75.04,3
3024,52.43,5.08,100.72,140.69,39.97,2
3025,42.35,5.01,67.36,85.44,18.08,2
3026,35.2,4.78,49.0,62.84,13.84,2
3027,29.74,4.95,96.07,131.53,35.46,2
3028,24.62,4.81,74.42,104.87,30.45,2
3029,20.66,4.85,57.31,84.37,27.06,1
3030,23.2,5.0,47.74,71.79,24.05,1
3031,23.65,5.09,34.33,55.1,20.77,2
3032,26.71,4.93,26.58,43.04,16.46,2
3033,27.38,4.97,43.22,59.05,15.83,1
3034,24.11,5.02,34.43,47.02,12.59,1
3035,23.21,4.83,37.66,47.69,10.03,1
3036,19.64,4.88,32.99,40.73,7.74,4
3037,28.57,6.13,237.26,489.7,252.44,4
3038,31.93,6.7,267.63,681.86,414.23,2
3039,22.65,5.12,58.26,64.18,5.92,3
3040,22.11,4.97,119.96,130.23,10.27,3
3041,28.45,5.58,188.99,231.24,42.25,3
3042,25.37,5.61,178.73,236.95,58.22,3
3043,32.51,5.83,131.72,161.36,29.64,2
3044,39.61,5.72,87.64,102.35,14.71,2
3045,33.44,5.62,58.58,68.64,10.06,2
3046,30.65,4.85,38.87,49.05,10.18,2
3047,28.41,4.71,34.89,44.73,9.84,2
3048,30.85,4.62,31.89,41.18,9.29,2
3049,26.48,4.43,26.6,36.23,9.63,2
3050,27.87,4.41,22.87,32.66,9.79,2
3051,25.33,4.42,25.67,35.49,9.82,1
3052,22.12,4.59,42.42,53.07,10.65,2
3053,25.73,5.09,80.12,100.94,20.82,2
3054,28.12,4.4,66.02,91.11,25.09,2
3055,27.59,4.59,51.25,73.66,22.41,2
3056,28.7,4.37,34.26,51.8,17.54,2
3057,26.6,4.3,23.54,38.7,15.16,2
3058,27.08,4.65,25.09,38.35,13.26,2
3059,27.2,4.58,24.12,35.46,11.34,1
3060,24.89,4.64,23.71,34.16,10.45,1
3061,22.0,4.3,26.87,36.63,9.76,1
3062,17.2,4.51,37.09,47.09,10.0,2
3063,17.96,4.38,70.49,81.18,10.69,2
3064,18.65,4.87,58.78,70.39,11.61,2
3065,17.12,5.07,77.84,90.83,12.99,2
3066,19.76,4.88,72.42,85.03,12.61,2
3067,21.75,4.64,51.58,61.72,10.14,1
3068,21.28,4.52,42.67,51.77,9.1,1
3069,23.28,5.01,36.8,43.98,7.18,2
3070,27.96,5.09,33.19,40.41,7.22,1
3071,23.8,5.08,24.29,31.67,7.38,1
3072,20.78,4.83,15.69,22.79,7.1,1
3073,21.94,4.9,14.26,21.42,7.16,1
3074,15.92,5.1,16.08,23.1,7.02,1
3075,14.85,5.82,23.05,26.83,3.78,2
3076,23.42,5.09,60.76,72.11,11.35,2
3077,24.26,5.09,67.99,85.64,17.65,1
3078,24.14,5.12,46.53,62.53,16.0,2
3079,25.79,4.77,32.68,45.54,12.86,1
3080,21.18,4.55,29.83,40.02,10.19,1
3081,21.52,4.38,26.13,35.29,9.16,2
3082,26.64,4.32,25.8,34.44,8.64,1
3083,23.67,4.05,27.35,34.67,7.32,2
3084,19.78,3.67,72.3,82.3,10.0,2
3085,21.43,4.17,76.0,90.44,14.44,2
3086,16.25,4.26,94.95,109.3,14.35,3
3087,13.67,4.06,149.71,178.56,28.85,4
3088,14.36,4.41,201.23,303.17,101.94,3
3089,16.64,4.63,190.46,310.48,120.02,3
3090,23.79,4.51,173.85,256.54,82.69,3
3091,21.63,4.34,170.97,260.53,89.56,3
3092,27.04,4.28,129.78,165.3,35.52,3
3093,30.08,4.2,107.1,128.51,21.41,2
3094,25.25,4.0,50.21,54.8,4.59,2
3095,27.98,5.04,30.53,37.45,6.92,2
3096,25.19,5.17,23.68,30.91,7.23,1
3097,21.43,5.07,24.8,31.95,7.15,1
3098,20.14,5.0,33.54,41.04,7.5,2
3099,21.49,5.13,60.15,73.67,13.52,2
3100,25.74,5.22,54.49,72.13,17.64,2
3101,26.77,5.45,56.56,77.33,20.77,2
3102,26.2,5.37,44.06,60.41,16.35,2
3103,30.42,5.59,32.6,45.99,13.39,2
3104,30.51,5.55,27.05,38.08,11.03,2
3105,31.09,5.64,22.86,32.56,9.7,2
3106,29.92,5.65,28.23,38.04,9.81,2
3107,26.76,5.59,23.58,32.48,8.9,2
3108,27.05,5.62,41.81,51.57,9.76,2
3109,26.0,5.53,34.38,42.83,8.45,2
3110,21.36,5.85,56.53,67.46,10.93,3
3111,24.34,5.81,110.91,129.33,18.42,3
3112,19.54,5.74,134.23,158.82,24.59,2
3113,18.68,5.52,90.52,102.34,11.82,2
3114,22.08,5.56,61.29,70.7,9.41,2
3115,15.61,5.45,66.15,75.67,9.52,2
3116,13.64,5.53,57.82,64.21,6.39,1
3117,17.33,4.94,42.32,47.94,5.62,2
3118,22.38,5.01,68.43,78.77,10.34,1
3119,23.37,5.08,28.75,44.32,15.57,1
3120,17.32,5.17,24.24,38.35,14.11,1
3121,15.07,5.33,23.5,36.47,12.97,1
3122,15.38,5.43,20.8,33.05,12.25,1
3123,19.25,5.16,26.68,38.45,11.77,1
3124,20.52,5.07,32.16,44.28,12.12,1
3125,22.67,5.17,38.72,51.59,12.87,2
3126,16.28,5.23,75.84,94.28,18.44,3
3127,11.56,5.1,105.5,122.71,17.21,2
3128,11.76,5.11,92.71,105.17,12.46,3
3129,17.81,5.32,148.1,165.59,17.49,3
3130,14.48,5.37,171.87,216.46,44.59,3
3131,18.59,5.4,135.69,155.93,20.24,3
3132,22.01,5.26,116.42,130.45,14.03,2
3133,23.7,5.13,87.07,93.92,6.85,2
3134,27.49,5.03,48.27,55.66,7.39,1
3135,22.27,5.14,27.24,30.82,3.58,1
3136,19.42,4.76,15.24,19.48,4.24,1
3137,14.21,4.58,13.4,17.64,4.24,1
3138,12.56,4.53,13.74,16.97,3.23,1
3139,11.07,4.33,22.63,27.84,5.21,2
3140,8.25,4.63,59.31,71.56,12.25,2
3141,9.17,4.66,69.01,89.77,20.76,2
3142,13.23,4.78,57.14,76.89,19.75,2
3143,14.61,4.99,52.78,70.36,17.58,1
3144,17.18,4.99,33.42,45.96,12.54,1
3145,17.33,5.0,19.73,29.93,10.2,1
3146,13.52,4.92,21.59,31.19,9.6,1
3147,14.31,4.82,31.18,39.89,8.71,1
3148,17.56,4.73,44.51,53.06,8.55,1
3149,16.68,4.76,45.42,53.05,7.63,2
3150,17.97,4.79,62.66,71.15,8.49,3
3151,17.48,4.78,144.03,166.78,22.75,4
3152,20.8,5.02,213.62,301.92,88.3,4
3153,19.78,5.11,224.14,332.64,108.5,4
3154,19.19,5.34,221.2,360.53,139.33,4
3155,23.63,5.43,219.36,387.35,167.99,4
3156,29.73,5.45,224.45,455.28,230.83,4
3157,32.17,5.55,214.97,469.24,254.27,3
3158,43.77,5.44,187.11,385.06,197.95,3
3159,36.71,5.09,164.47,283.31,118.84,3
3160,34.94,3.92,154.61,255.07,100.46,3
3161,32.52,3.86,153.14,241.08,87.94,3
3162,29.62,3.92,123.32,158.69,35.37,3
3163,25.06,4.0,116.9,168.84,51.94,3
3164,23.49,4.32,166.11,404.83,238.72,3
3165,28.93,3.96,145.01,266.97,121.96,3
3166,37.82,3.9,160.58,273.48,112.9,3
3167,36.55,3.78,149.28,227.42,78.14,2
3168,34.16,3.76,94.12,129.5,35.38,2
3169,30.55,4.13,60.92,87.83,26.91,2
3170,28.92,4.18,72.06,97.64,25.58,2
3171,24.79,4.0,75.98,97.6,21.62,2
3172,23.14,4.09,71.31,90.98,19.67,2
3173,22.13,4.0,65.85,80.79,14.94,2
3174,18.72,3.82,80.18,92.54,12.36,3
3175,18.74,4.01,180.5,208.16,27.66,4
3176,20.12,4.88,354.87,630.1,275.23,4
3177,24.56,5.41,368.22,768.23,400.01,4
3178,33.8,5.24,336.88,714.72,377.84,4
3179,42.01,4.95,291.3,552.51,261.21,4
3180,42.88,4.78,276.19,542.61,266.42,4
3181,41.58,4.72,258.25,516.69,258.44,4
3182,42.35,5.02,259.44,557.98,298.54,4
3183,42.91,4.52,228.84,486.92,258.08,3
3184,48.01,4.64,183.42,282.9,99.48,3
3185,42.68,4.78,151.22,178.6,27.38,3
3186,34.94,4.95,137.81,157.21,19.4,3
3187,30.21,4.85,148.96,241.5,92.54,4
3188,31.25,5.45,208.47,496.59,288.12,3
3189,33.63,5.38,194.37,418.85,224.48,3
3190,40.98,4.96,181.36,333.12,151.76,3
3191,39.82,4.8,181.61,294.8,113.19,3
3192,43.39,4.94,149.27,226.62,77.35,3
3193,43.27,5.1,125.31,179.66,54.35,2
3194,36.92,5.07,86.86,114.29,27.43,2
3195,30.39,5.17,41.51,57.25,15.74,2
3196,26.21,5.27,41.03,56.57,15.54,1
3197,21.84,5.34,49.86,62.64,12.78,2
3198,22.29,5.43,59.81,68.75,8.94,2
3199,20.0,5.25,94.26,104.99,10.73,4
3200,17.87,5.39,288.79,421.43,132.64,4
3201,24.16,5.81,333.43,590.34,256.91,4
3202,33.37,5.99,356.86,759.96,403.1,4
3203,42.72,6.65,362.9,863.16,500.26,4
3204,50.9,5.76,281.05,563.17,282.12,4
3205,50.06,5.53,262.19,547.37,285.18,4
3206,52.49,5.33,234.89,446.63,211.74,4
3207,54.86,5.03,222.65,400.1,177.45,4
3208,52.94,5.28,225.41,384.91,159.5,4
3209,44.09,5.1,210.07,357.9,147.83,3
3210,41.78,5.05,178.43,291.02,112.59,3
3211,40.21,4.91,163.47,270.99,107.52,3
3212,38.73,4.95,165.62,311.51,145.89,3
3213,45.62,5.26,180.74,293.81,113.07,3
3214,46.88,5.11,147.81,209.27,61.46,3
3215,42.84,5.26,160.89,220.08,59.19,3
3216,38.85,5.56,156.3,190.18,33.88,2
3217,37.24,5.91,53.6,65.85,12.25,2
3218,31.23,5.73,45.97,57.7,11.73,2
3219,29.04,5.76,27.96,37.24,9.28,2
3220,28.99,6.01,32.22,41.06,8.84,2
3221,28.71,6.05,42.52,50.99,8.47,3
3222,20.56,6.3,125.56,134.13,8.57,4
3223,18.86,6.2,248.02,351.83,103.81,4
3224,26.22,6.37,336.95,661.08,324.13,4
3225,34.02,6.56,360.64,782.29,421.65,4
3226,41.35,6.76,370.64,888.12,517.48,4
3227,50.01,6.47,325.06,744.09,419.03,4
3228,54.68,6.67,317.62,793.81,476.19,4
3229,54.25,6.57,298.55,774.44,475.89,4
3230,53.73,6.48,291.46,799.28,507.82,4
3231,54.05,5.47,229.18,559.86,330.68,3
3232,54.32,4.85,199.49,423.41,223.92,3
3233,51.59,5.05,193.09,425.74,232.65,3
3234,43.94,4.8,194.77,434.91,240.14,3
3235,44.87,4.95,178.87,421.35,242.48,3
3236,44.75,4.56,179.15,346.43,167.28,3
3237,42.12,4.63,193.22,352.56,159.34,3
3238,42.35,4.41,189.95,322.18,132.23,3
3239,44.88,4.5,136.05,220.09,84.04,2
3240,41.55,4.69,89.65,122.16,32.51,2
3241,41.44,5.22,58.97,75.8,16.83,2
3242,35.05,5.45,38.54,52.4,13.86,2
3243,27.81,5.92,49.38,63.29,13.91,2
3244,28.84,5.97,55.56,64.84,9.28,2
3245,29.73,5.96,58.4,65.93,7.53,3
3246,29.34,5.81,196.98,209.16,12.18,4
3247,29.89,6.11,326.51,534.87,208.36,4
3248,39.04,5.78,299.26,564.47,265.21,4
3249,43.99,5.0,222.41,349.71,127.3,4
3250,44.24,5.08,221.87,407.99,186.12,4
3251,39.97,4.36,218.72,382.18,163.46,4
3252,42.12,4.31,216.59,389.6,173.01,3
3253,38.35,4.25,189.47,297.56,108.09,3
3254,37.86,4.48,180.16,275.99,95.83,3
3255,37.53,4.29,151.01,169.69,18.68,3
3256,35.23,4.35,131.61,139.29,7.68,3
3257,35.73,4.22,104.07,113.58,9.51,3
3258,31.37,4.59,167.54,300.06,132.52,4
3259,30.88,5.0,209.2,508.22,299.02,3
3260,32.28,4.59,162.64,320.82,158.18,3
3261,38.71,4.06,116.39,160.57,44.18,3
3262,43.31,4.14,105.27,143.82,38.55,2
3263,37.5,4.3,88.53,126.43,37.9,2
3264,29.84,4.27,58.19,76.75,18.56,2
3265,30.39,4.6,31.87,44.23,12.36,2
3266,27.86,4.67,29.46,40.12,10.66,2
3267,25.97,5.03,28.64,37.29,8.65,2
3268,26.34,5.13,25.96,32.93,6.97,1
3269,22.18,5.08,42.03,48.51,6.48,3
3270,17.99,5.09,134.64,157.09,22.45,4
3271,19.26,5.25,233.75,371.66,137.91,4
3272,34.57,4.93,275.9,473.82,197.92,4
3273,39.53,5.49,281.82,586.37,304.55,4
3274,46.95,5.25,266.46,588.49,322.03,4
3275,40.89,4.93,225.94,428.86,202.92,4
3276,36.78,4.56,202.29,347.49,145.2,3
3277,39.08,4.69,176.92,248.32,71.4,3
3278,38.23,4.5,134.44,148.36,13.92,2
3279,34.22,4.56,89.78,99.29,9.51,2
3280,30.17,4.58,72.34,81.11,8.77,2
3281,22.96,4.57,78.3,88.26,9.96,3
3282,29.98,4.95,142.62,271.26,128.64,4
3283,67.41,5.53,215.18,574.8,359.62,3
3284,71.84,4.85,194.6,377.0,182.4,3
3285,67.53,4.93,153.37,249.06,95.69,3
3286,56.37,4.94,107.72,161.46,53.74,3
3287,54.47,4.74,70.18,94.83,24.65,2
3288,46.77,4.7,29.97,43.72,13.75,2
3289,33.19,5.12,34.33,47.7,13.37,2
3290,28.11,5.17,42.5,52.62,10.12,2
3291,31.32,5.24,45.05,53.25,8.2,2
3292,26.89,5.34,54.88,62.03,7.15,3
3293,25.55,5.44,180.23,206.3,26.07,4
3294,25.14,5.58,203.22,289.64,86.42,3
3295,28.35,5.46,195.26,281.3,86.04,3
3296,29.62,5.27,165.1,212.63,47.53,3
3297,28.06,5.06,138.1,168.82,30.72,3
3298,26.09,4.92,129.7,154.01,24.31,3
3299,21.19,4.73,142.39,179.25,36.86,2
3300,19.49,4.55,96.42,108.85,12.43,2
3301,18.91,4.35,62.06,71.06,9.0,1
3302,23.32,3.65,20.69,26.89,6.2,2
3303,27.17,3.49,16.33,22.4,6.07,2
3304,35.2,3.58,19.58,23.02,3.44,2
3305,29.21,3.22,24.79,31.09,6.3,2
3306,25.15,3.48,63.73,78.21,14.48,2
3307,24.93,3.92,84.13,112.26,28.13,2
3308,19.52,3.54,68.77,93.95,25.18,2
3309,17.38,3.65,62.92,84.26,21.34,1
3310,23.96,5.3,46.7,59.54,12.84,1
3311,24.01,3.61,33.8,42.66,8.86,2
3312,14.88,3.65,69.1,77.5,8.4,3
3313,17.92,3.73,123.29,139.29,16.0,3
3314,23.77,3.92,185.24,232.1,46.86,3
3315,23.13,3.66,191.52,259.03,67.51,4
3316,25.43,3.74,205.02,353.67,148.65,3
3317,34.45,4.02,197.32,370.22,172.9,3
3318,36.92,3.9,181.47,316.55,135.08,3
3319,34.97,3.49,143.35,175.7,32.35,2
3320,32.23,3.35,78.24,86.46,8.22,2
3321,34.07,2.89,35.27,38.22,2.95,2
3322,27.0,3.54,26.75,30.26,3.51,1
3323,20.75,3.55,28.39,30.85,2.46,1
3324,21.06,3.48,36.14,39.33,3.19,2
3325,22.23,3.37,53.2,57.22,4.02,3
3326,23.04,3.79,131.49,204.4,72.91,3
3327,26.05,3.45,111.48,157.6,46.12,2
3328,30.12,3.38,83.31,109.54,26.23,2
3329,32.47,3.51,79.47,104.37,24.9,2
3330,30.0,3.59,58.41,74.37,15.96,2
3331,29.45,3.64,50.43,61.83,11.4,2
3332,30.11,3.83,52.52,61.82,9.3,2
3333,25.26,3.66,48.96,55.33,6.37,2
3334,26.88,4.08,36.06,40.91,4.85,2
3335,29.71,4.87,50.13,55.06,4.93,2
3336,27.93,5.07,54.71,56.69,1.98,3
3337,26.09,5.25,170.94,215.7,44.76,4
3338,22.48,5.66,265.26,432.6,167.34,4
3339,29.18,5.55,273.83,489.52,215.69,3
3340,42.54,5.01,148.15,215.04,66.89,3
3341,64.24,4.85,80.55,85.15,4.6,3
3342,69.74,4.6,77.46,81.64,4.18,3
3343,65.28,4.55,105.58,111.03,5.45,3
3344,57.9,4.7,140.99,151.88,10.89,3
3345,51.83,4.63,182.55,233.6,51.05,3
3346,48.26,4.28,171.21,212.42,41.21,3
3347,52.55,4.23,160.66,211.28,50.62,3
3348,42.43,4.51,154.57,230.65,76.08,3
3349,37.12,4.49,133.16,177.94,44.78,3
3350,38.91,4.7,147.54,252.21,104.67,3
3351,45.03,4.5,149.94,238.2,88.26,3
3352,44.68,4.88,179.48,341.16,161.68,3
3353,48.96,4.61,165.12,253.54,88.42,3
3354,44.89,4.78,147.0,218.13,71.13,3
3355,53.92,4.48,124.96,168.73,43.77,3
3356,52.08,4.3,94.36,131.43,37.07,2
3357,48.04,4.53,57.96,83.83,25.87,2
3358,39.56,4.4,69.53,88.51,18.98,2
3359,30.4,4.14,79.82,99.94,20.12,3
3360,31.27,4.27,157.72,224.46,66.74,3
3361,31.3,4.59,186.76,289.18,102.42,3
3362,31.73,4.53,168.85,229.78,60.93,3
3363,31.3,4.25,136.03,168.71,32.68,3
3364,35.4,4.53,151.35,237.99,86.64,3
3365,40.72,4.53,137.35,182.13,44.78,2
3366,46.32,3.93,56.66,71.13,14.47,2
3367,39.3,3.7,35.85,41.75,5.9,2
3368,28.36,3.69,26.44,32.21,5.77,2
3369,24.49,3.77,78.71,88.76,10.05,2
3370,25.85,3.91,82.63,95.49,12.86,3
3371,28.04,4.01,103.32,135.0,31.68,2
3372,28.03,3.92,96.01,119.1,23.09,2
3373,20.01,3.7,91.32,120.96,29.64,2
3374,14.94,3.86,77.14,98.64,21.5,2
3375,11.89,3.78,60.14,77.74,17.6,1
3376,10.96,3.88,47.85,61.05,13.2,1
3377,14.85,3.92,34.49,44.17,9.68,1
3378,13.03,4.06,29.97,37.83,7.86,1
3379,11.17,4.24,29.89,36.72,6.83,1
