,S2_PM10,S2_PM25,S2_SO2,S2_CO,S2_03,OUT
3317,38.3,10.4,16.22,2820.75,4.81,2
3318,42.7,15.75,15.48,2654.94,5.2,2
3319,48.8,12.4,15.15,2329.86,21.16,2
3320,40.6,9.08,15.05,2111.46,31.96,2
3321,38.6,8.38,14.79,2001.69,25.05,2
3322,33.3,14.12,14.59,1926.1,29.13,2
3323,32.0,11.81,14.66,1933.62,19.91,2
3324,28.5,9.06,14.6,1993.24,8.4,2
3325,29.6,8.41,14.67,2252.05,6.08,2
3326,33.7,6.81,14.66,2334.15,12.42,2
3327,42.4,6.01,14.81,2414.34,18.86,2
3328,43.5,5.54,15.19,2259.14,26.13,3
3329,51.7,4.24,15.42,2163.07,38.38,2
3330,49.0,3.69,15.45,2086.81,49.97,3
3331,51.8,3.63,15.32,2122.34,55.47,2
3332,44.0,4.2,15.42,2222.56,52.26,2
3333,36.9,3.8,15.08,2270.59,50.1,2
3334,40.5,4.23,14.98,2268.73,43.62,3
3335,54.8,5.34,14.77,2584.8,21.71,3
3336,64.1,10.34,14.55,2640.38,9.41,3
3337,52.9,8.21,15.04,3610.8,5.88,3
3338,66.3,16.41,15.17,3012.49,5.84,3
3339,75.4,11.73,15.69,3005.21,14.88,4
3340,103.8,11.16,15.7,2616.02,22.46,4
3341,124.3,11.29,15.44,2574.98,12.36,3
3342,82.7,9.18,15.16,2497.96,14.42,3
3343,85.7,15.56,15.09,2392.0,14.52,3
3344,58.2,11.65,14.83,2342.28,11.66,3
3345,53.2,8.96,14.58,2457.4,7.2,3
3346,56.5,6.48,14.65,2219.16,14.13,3
3347,56.7,6.4,14.62,2301.91,4.61,3
3348,62.2,5.34,14.56,2343.84,5.02,3
3349,62.4,5.37,14.77,2376.08,6.53,3
3350,62.5,5.01,14.81,2570.19,6.21,3
3351,64.3,5.23,15.46,2754.49,7.84,3
3352,74.3,5.47,15.73,2747.18,8.94,3
3353,68.5,4.28,15.65,2559.11,17.36,3
3354,65.7,4.47,15.8,2439.48,23.75,3
3355,69.7,4.37,15.77,2379.38,29.03,3
3356,71.6,3.65,15.53,2353.76,31.99,3
3357,70.7,6.45,15.13,2248.39,31.3,3
3358,58.5,4.86,15.42,2202.7,24.95,3
3359,50.3,4.92,15.6,2513.87,8.64,2
3360,42.9,13.2,15.84,2644.94,5.75,3
3361,59.5,14.34,15.53,2558.67,5.86,3
3362,54.8,11.76,15.19,2479.74,11.62,2
3363,44.3,10.84,15.21,2533.96,5.92,3
3364,57.5,31.17,14.99,2350.55,11.78,3
3365,56.0,43.98,15.08,2191.38,19.16,3
3366,33.9,35.39,14.52,1900.3,26.68,2
3367,30.5,12.5,14.38,1948.29,16.78,1
3368,23.3,5.77,14.4,2012.97,10.3,2
3369,27.4,4.44,14.26,2045.14,14.16,2
3370,25.3,4.1,14.74,2366.41,8.28,2
3371,35.6,4.08,14.71,2425.54,10.57,2
3372,33.2,3.09,14.72,2419.3,14.81,2
3373,36.7,2.16,14.62,2289.72,21.51,2
3374,31.8,1.53,14.76,2129.84,29.04,2
3375,38.4,1.19,14.92,2100.07,33.44,2
3376,28.0,0.83,15.02,2080.26,41.06,1
3377,24.6,0.65,15.66,2100.0,46.64,2
3378,32.8,1.35,15.8,2120.09,38.65,2
3379,26.4,2.46,15.81,2114.6,35.35,1
3380,20.4,3.11,15.61,2415.65,23.05,2
3381,33.8,3.7,15.73,2651.26,12.47,2
3382,32.4,6.84,16.3,2910.06,6.46,2
3383,33.8,5.36,16.25,2833.3,8.13,2
3384,39.1,9.94,15.99,2785.86,6.59,2
3385,43.6,18.01,15.2,2409.54,7.13,2
3386,34.9,13.02,14.77,2284.36,7.77,2
3387,37.4,9.24,14.83,2198.67,8.75,2
3388,26.7,7.21,14.77,2145.8,9.91,1
3389,23.9,5.55,14.98,2204.92,7.45,1
3390,23.3,5.47,15.06,2223.0,8.97,2
3391,45.5,5.85,15.05,2311.66,11.53,2
3392,43.7,5.54,14.72,2226.05,18.8,2
3393,35.3,4.25,14.85,2194.91,24.6,2
3394,38.7,3.09,15.09,2152.56,30.68,2
3395,43.2,3.46,15.34,2095.91,35.31,2
3396,31.6,3.79,15.38,2140.21,39.25,2
3397,31.3,3.05,15.42,2154.52,37.3,1
3398,24.8,2.81,16.05,2171.93,31.62,2
3399,29.4,3.78,15.7,2115.55,36.68,2
3400,29.8,4.27,15.52,2168.71,29.28,2
3401,37.9,11.5,15.52,2230.2,21.44,2
3402,33.8,19.47,15.25,2388.15,15.45,2
3403,29.4,14.57,15.15,2438.77,18.79,2
3404,27.6,14.05,15.08,2395.98,18.48,2
3405,26.7,12.98,14.78,2397.84,17.75,2
3406,28.2,16.15,14.75,2358.51,19.18,2
3407,28.9,12.35,14.69,2375.97,17.15,2
3408,31.7,9.13,14.63,2233.99,23.56,2
3409,23.9,27.83,14.32,2080.99,7.48,2
3410,25.5,15.9,14.46,2042.09,7.65,2
3411,28.6,22.32,14.45,2021.46,8.88,3
3412,40.6,44.57,14.65,2104.48,20.56,3
3413,33.0,31.21,14.59,2028.89,30.29,2
3414,32.8,21.96,14.69,2183.68,21.34,2
3415,29.5,15.87,15.05,2178.15,23.21,1
3416,23.5,13.05,14.89,2144.43,22.87,2
3417,28.4,10.19,14.67,2141.44,17.52,2
3418,25.5,7.64,14.56,2189.84,15.0,1
3419,19.5,6.5,14.74,2277.03,11.29,3
3420,19.6,32.68,14.62,2497.8,5.6,2
3421,29.8,18.1,14.25,2300.03,6.12,2
3422,29.7,12.83,14.47,2222.5,8.01,2
3423,28.2,10.2,14.51,2115.69,14.74,2
3424,32.4,20.36,14.06,2059.22,16.01,3
3425,26.0,39.53,14.03,2001.2,15.73,2
3426,19.2,29.35,14.26,1988.94,16.59,2
3427,15.2,22.74,14.35,2051.92,12.91,2
3428,16.5,17.61,14.35,2400.51,6.86,2
3429,25.9,12.78,15.0,2700.56,6.35,2
3430,44.3,10.17,14.95,2387.59,13.93,2
3431,38.3,9.08,14.89,2326.36,20.55,2
3432,35.0,7.03,14.81,2164.95,24.48,2
3433,32.2,6.24,14.88,2108.05,27.29,2
3434,34.5,4.95,14.8,2045.45,33.1,2
3435,25.4,5.39,15.21,2050.4,32.85,1
3436,21.5,6.1,15.4,2025.14,26.95,2
3437,31.3,6.39,15.35,2063.97,19.51,2
3438,28.0,5.47,15.44,2151.36,17.06,2
3439,27.6,5.51,15.42,2234.67,11.73,2
3440,31.0,7.62,15.14,2210.24,15.67,2
3441,32.7,8.43,14.73,2142.9,21.64,2
3442,29.0,7.05,14.8,2071.69,22.85,2
3443,29.3,7.06,14.63,2000.2,28.25,2
3444,29.0,8.86,14.37,2039.2,20.65,3
3445,30.1,33.67,14.19,1933.81,21.75,2
3446,24.8,29.97,14.12,1837.48,28.2,2
3447,23.4,21.51,14.09,1805.91,28.71,2
3448,30.5,17.02,14.34,1717.31,29.72,2
3449,25.4,13.67,14.38,1699.63,25.43,2
3450,23.2,17.72,14.52,1694.52,25.34,1
3451,17.5,13.07,14.41,1751.2,21.68,1
3452,20.3,9.38,14.67,1906.0,12.01,1
3453,16.3,6.78,14.64,2066.88,14.42,1
3454,13.1,7.01,14.48,2053.43,21.32,1
3455,19.7,7.08,14.61,2002.06,26.33,1
3456,16.0,4.32,14.88,1913.99,34.2,1
3457,18.9,4.71,15.05,1968.23,30.39,1
3458,14.2,4.35,15.04,1997.88,24.93,1
3459,10.8,3.92,15.25,2095.67,21.98,1
3460,0.0,0.04,9.39,1574.88,46.63,3
3461,37.7,36.76,9.86,1441.53,34.48,3
3462,77.8,31.66,10.67,1360.95,30.56,3
3463,79.8,30.43,11.15,1240.81,24.02,3
3464,78.5,22.67,11.57,1523.73,16.55,3
3465,77.7,28.41,11.65,812.9,6.75,3
3466,65.4,25.92,12.41,813.92,6.05,3
3467,79.9,21.8,11.63,813.55,5.76,3
3468,87.8,21.06,10.75,812.93,5.93,3
3469,80.3,25.59,10.58,812.78,5.88,3
3470,88.2,20.36,10.35,812.41,6.43,3
3471,76.8,22.94,10.3,812.36,5.5,3
3472,74.7,22.97,10.19,812.31,5.53,3
3473,72.8,19.85,10.08,812.1,5.25,3
3474,66.8,20.84,9.76,811.97,6.07,3
3475,54.1,17.7,9.49,811.8,8.08,3
3476,52.8,17.22,9.34,811.73,5.87,2
3477,45.5,15.57,9.07,811.68,5.56,2
3478,45.2,13.97,9.32,811.81,6.01,2
3479,33.7,10.32,9.62,812.18,6.15,3
3480,67.4,14.2,10.32,812.36,6.98,3
3481,83.5,23.07,10.55,812.21,15.34,3
3482,83.5,23.97,10.24,812.08,29.06,3
3483,74.0,29.03,10.56,811.95,38.49,3
3484,64.8,22.51,10.66,811.88,37.12,3
3485,53.9,15.21,11.01,812.05,28.96,3
3486,62.4,18.9,11.47,812.55,18.82,3
3487,67.1,20.54,11.41,812.91,6.69,3
3488,67.3,23.77,12.2,814.0,6.8,3
3489,85.6,22.66,11.53,813.82,5.98,4
3490,96.0,28.56,11.61,813.8,5.4,3
3491,87.4,30.65,11.29,813.92,5.69,3
3492,87.8,23.33,11.05,813.7,6.09,3
3493,89.2,33.94,10.85,813.56,5.66,3
3494,86.6,32.23,10.4,813.26,5.16,3
3495,78.9,24.13,10.39,812.91,5.58,3
3496,73.8,26.8,10.11,812.51,5.94,3
3497,66.1,27.37,9.78,812.25,10.14,3
3498,68.2,22.44,9.88,812.14,11.65,3
3499,52.3,16.67,9.47,812.18,10.28,2
3500,47.0,19.53,9.62,812.21,7.0,3
3501,50.2,15.34,9.79,812.13,10.78,2
3502,48.8,13.37,9.83,812.0,18.44,2
3503,47.1,20.74,10.17,811.93,21.15,3
3504,53.3,17.41,9.98,811.89,26.68,2
3505,44.7,16.06,10.22,811.82,35.75,2
3506,34.4,12.39,10.34,811.8,37.42,2
3507,36.2,10.59,10.59,811.81,32.56,2
3508,32.3,15.24,10.73,811.86,30.41,2
3509,32.0,12.81,10.98,812.18,16.27,2
3510,40.7,10.51,10.85,812.55,7.12,2
3511,38.7,14.22,11.48,813.68,5.62,3
3512,51.1,18.67,10.7,813.04,5.35,3
3513,60.1,23.67,10.41,812.89,6.41,3
3514,67.5,24.72,10.07,812.7,5.92,3
3515,63.1,26.18,10.14,812.7,5.44,3
3516,59.4,22.41,9.74,812.54,5.39,3
3517,64.5,23.83,9.62,812.58,5.64,3
3518,59.8,20.92,9.9,812.37,5.76,3
3519,57.2,17.19,9.67,812.25,5.64,3
3520,69.9,28.5,13.49,812.67,11.92,1
3521,13.4,4.46,8.96,887.7,12.84,1
3522,21.9,3.77,9.2,832.74,15.86,1
3523,20.4,10.95,8.85,854.63,13.45,2
3524,27.4,8.99,8.95,844.91,15.38,1
3525,23.0,5.77,8.92,731.98,19.64,1
3526,21.7,4.68,8.79,675.55,20.92,1
3527,21.6,4.05,8.71,645.91,22.17,1
3528,16.3,3.85,8.76,580.05,21.52,1
3529,24.5,2.83,8.72,654.13,12.49,1
3530,23.0,2.38,8.42,625.0,16.63,1
3531,17.1,2.69,8.62,769.38,9.5,1
3532,22.2,2.61,8.9,941.82,10.76,2
3533,27.1,3.74,9.0,1041.76,14.6,2
3534,25.6,8.7,9.38,1001.87,17.59,2
3535,26.9,7.05,9.4,929.41,20.12,2
3536,31.2,5.19,9.39,881.62,24.86,2
3537,34.7,3.74,9.7,885.45,29.94,2
3538,33.2,2.77,10.19,1019.01,24.95,2
3539,27.3,2.43,10.38,1103.22,23.99,1
3540,22.7,1.97,10.7,1272.68,20.35,2
3541,29.6,1.48,10.84,1561.26,6.28,2
3542,32.1,1.04,11.44,1820.74,5.8,2
3543,39.6,2.48,10.75,2033.35,6.25,3
3544,59.5,9.12,10.43,1993.66,6.06,3
3545,56.1,15.82,10.11,1992.94,5.58,3
3546,61.7,13.52,10.14,1915.79,5.44,3
3547,59.3,9.98,9.63,1487.12,5.58,3
3548,59.6,15.87,9.24,1383.43,5.67,3
3549,51.3,12.75,9.52,1318.41,5.34,3
3550,58.9,14.67,9.2,1125.9,5.89,2
3551,49.9,8.69,9.07,972.34,5.0,2
3552,47.4,6.6,9.16,967.56,5.36,2
3553,38.2,4.95,9.63,1179.09,5.89,2
3554,41.1,3.83,9.75,1459.39,6.39,2
3555,42.1,3.1,10.37,1832.77,6.42,3
3556,62.3,27.13,10.56,1775.17,7.92,3
3557,71.7,29.63,10.16,1358.52,16.65,3
3558,59.3,26.19,10.52,1277.29,20.59,3
3559,53.6,27.31,10.67,1191.11,22.08,3
3560,52.8,20.72,10.66,1138.93,22.77,3
3561,55.0,15.4,11.03,1191.87,23.85,2
3562,48.9,14.84,11.43,1729.48,14.5,3
3563,54.0,16.48,11.47,2035.48,5.8,3
3564,54.2,12.32,12.11,2878.97,5.97,3
3565,67.3,15.95,11.37,2745.88,6.1,3
3566,72.3,14.21,10.6,2282.47,5.79,3
3567,71.6,17.21,10.49,2234.58,5.82,3
3568,69.9,17.52,10.31,2206.87,5.81,3
3569,65.7,19.73,10.17,2035.42,5.45,3
3570,76.9,15.38,10.07,1916.18,5.28,3
3571,71.3,11.79,9.41,1635.87,5.22,3
3572,62.5,8.86,9.25,1479.21,5.33,3
3573,60.8,12.33,9.2,1325.13,5.55,2
3574,49.9,9.78,8.95,1257.99,5.29,2
3575,49.1,8.17,9.02,1152.56,5.63,3
3576,53.3,10.55,9.14,1130.85,6.21,2
3577,49.7,8.16,9.78,1364.85,5.99,3
3578,60.6,6.52,10.46,1416.22,9.11,3
3579,59.9,14.74,10.56,1394.99,12.29,3
3580,65.7,14.2,10.92,1319.98,14.48,3
3581,72.4,19.08,10.79,1238.93,24.81,3
3582,70.5,18.97,10.59,1161.31,33.56,3
3583,66.4,13.98,10.37,1081.29,41.56,3
3584,54.5,10.46,10.35,1057.4,34.05,2
3585,46.0,8.08,10.44,1103.86,30.79,2
3586,46.8,7.21,10.67,1404.16,15.52,2
3587,40.6,5.74,10.98,1585.37,8.33,2
3588,38.5,4.09,11.03,1620.53,6.24,3
3589,60.1,2.86,10.59,1884.64,6.55,3
3590,66.5,6.6,10.71,2174.62,6.1,3
3591,76.5,14.7,10.81,2500.36,6.39,3
3592,83.4,12.44,10.34,2448.42,5.55,3
3593,74.3,16.91,10.02,2140.16,6.22,3
3594,78.6,13.38,9.98,1911.21,5.24,3
3595,63.7,16.61,9.72,1929.55,5.32,3
3596,66.4,14.21,9.4,1747.63,5.03,3
3597,58.4,17.3,9.09,1606.63,6.02,3
3598,57.6,13.78,9.22,1522.77,5.56,3
3599,59.5,12.94,9.15,1506.3,5.25,3
3600,54.5,9.61,9.54,1500.76,5.91,3
3601,54.7,12.2,9.63,1521.92,6.67,3
3602,52.0,10.29,9.89,1519.08,7.17,3
3603,70.0,18.61,10.38,1505.38,8.08,3
3604,68.4,15.55,10.3,1514.39,9.36,3
3605,76.4,16.55,10.17,1541.04,11.58,3
3606,80.8,21.48,10.46,1444.34,16.93,3
3607,69.4,23.0,10.11,1327.26,24.88,3
3608,62.1,17.69,10.39,1214.14,32.97,3
3609,52.7,17.32,10.41,1122.48,32.92,3
3610,54.4,21.57,10.86,1343.93,19.74,2
3611,48.1,18.16,10.79,1632.78,5.66,3
3612,51.5,12.98,11.4,2532.83,6.25,3
3613,61.8,14.48,11.03,2396.56,5.84,3
3614,67.5,17.58,10.88,2644.52,5.7,3
3615,67.5,21.89,10.63,2643.97,5.66,3
3616,71.2,17.76,10.27,2346.37,5.33,3
3617,71.6,17.22,10.22,2043.31,5.35,3
3618,74.1,21.24,10.04,1877.7,5.98,3
3619,80.1,17.31,9.65,1769.62,5.66,3
3620,72.6,20.39,9.45,1570.1,5.97,3
3621,59.5,15.75,9.38,1445.29,5.14,3
3622,52.8,12.92,9.01,1342.52,5.32,2
3623,49.4,13.43,8.96,1361.82,4.96,2
3624,49.0,11.31,9.05,1424.6,5.89,2
3625,47.0,8.57,9.46,1596.49,6.81,3
3626,62.8,6.83,10.72,1940.71,7.41,3
3627,70.4,13.91,11.38,1897.39,12.7,3
3628,74.4,13.62,11.25,1703.92,17.37,3
3629,78.1,16.64,11.37,1496.81,26.17,3
3630,70.2,15.08,10.99,1331.98,30.72,2
3631,49.9,11.4,10.98,1247.86,31.25,2
3632,49.4,13.77,11.08,1229.16,26.27,3
3633,50.0,11.24,10.93,1275.58,22.28,2
3634,42.4,10.51,11.17,1424.99,17.56,3
3635,52.4,10.1,10.51,1327.2,15.44,2
3636,41.5,3.77,10.44,1431.87,14.61,2
3637,46.7,6.79,10.23,1442.91,14.22,2
3638,38.9,10.78,10.21,1436.51,10.42,2
3639,45.9,9.03,9.89,1525.3,7.72,3
3640,55.5,6.83,9.71,1450.79,9.7,2
3641,48.7,10.19,9.41,1376.76,11.29,2
3642,47.1,10.08,9.61,1349.36,11.36,2
3643,43.1,8.63,9.28,1285.71,13.79,2
3644,38.6,7.22,9.32,1408.12,7.02,2
3645,38.6,5.76,8.94,1275.04,13.2,2
3646,37.5,5.35,9.11,1187.65,15.76,2
3647,37.7,4.01,9.08,1121.59,15.69,2
3648,28.3,4.85,8.94,1085.98,14.86,1
3649,24.6,6.85,8.86,1058.5,14.65,2
3650,29.0,8.26,9.06,1170.62,12.43,1
3651,23.0,10.67,9.68,1439.26,6.19,2
3652,33.2,8.62,9.19,1447.54,7.19,2
3653,36.9,6.94,9.52,1581.07,8.68,2
3654,44.9,9.79,9.83,1601.98,8.87,3
3655,51.2,16.09,10.08,1647.35,9.21,1
3656,15.9,8.65,9.24,1128.53,9.46,2
3657,42.3,7.07,8.68,1157.69,7.43,2
3658,35.3,5.95,8.88,1257.26,5.91,2
3659,25.9,4.94,8.92,1440.9,5.52,2
3660,29.8,3.77,9.08,1585.31,7.01,2
3661,29.2,3.15,9.62,1636.57,10.04,2
3662,27.2,8.25,9.73,1542.78,12.1,2
3663,29.0,7.47,9.47,1516.09,13.33,1
3664,23.9,8.36,9.42,1470.56,17.66,1
3665,24.0,6.67,9.48,1420.14,20.97,2
3666,17.8,22.6,9.69,1424.0,21.73,2
3667,14.6,19.36,9.68,1355.41,23.59,1
3668,15.4,14.47,9.95,1411.13,21.62,1
3669,12.5,10.95,9.94,1340.22,21.51,2
3670,32.0,7.68,9.71,1759.67,5.98,2
3671,27.3,6.91,9.79,1965.85,5.65,2
3672,34.3,10.91,10.07,2091.93,5.84,2
3673,45.2,12.2,9.64,2081.33,5.55,2
3674,44.1,14.54,9.75,2020.28,4.97,2
3675,32.9,16.49,9.17,1859.38,5.6,2
3676,37.7,13.77,9.13,1730.67,5.39,2
3677,36.9,21.15,9.22,1609.72,5.11,2
3678,37.6,17.91,8.67,1572.11,5.13,2
3679,27.7,13.73,8.92,1558.47,4.54,2
3680,27.4,12.95,9.47,2035.34,5.5,3
3681,54.2,9.72,9.32,1914.35,6.62,2
3682,47.1,13.11,9.5,1843.13,7.5,2
3683,47.0,22.82,9.88,1894.38,7.99,3
3684,50.9,25.39,9.91,1891.16,9.56,2
3685,46.6,22.68,9.99,1635.63,17.71,2
3686,47.7,22.77,10.25,1552.91,20.36,3
3687,52.3,20.0,10.47,1495.67,23.82,2
3688,41.0,14.8,10.46,1456.59,23.79,2
3689,35.6,11.77,10.7,1512.0,20.8,2
3690,37.0,9.14,10.91,1828.81,11.84,2
3691,38.7,10.77,10.87,2279.82,6.12,3
3692,52.3,16.58,11.63,3614.73,5.3,3
3693,76.6,18.98,10.76,3185.73,5.48,3
3694,79.5,22.42,10.47,2765.47,5.88,3
3695,72.1,30.62,10.47,2814.44,5.37,3
3696,83.1,37.28,10.83,2913.84,5.43,3
3697,89.5,32.3,10.48,2765.85,5.36,3
3698,84.7,31.26,10.12,2506.89,5.95,3
3699,77.3,25.22,9.91,2270.67,5.73,3
3700,70.4,21.86,9.35,2022.46,5.67,3
3701,65.1,17.89,9.49,1897.71,5.49,3
3702,52.2,13.74,9.2,1738.91,5.75,2
3703,45.8,10.6,9.16,1657.49,5.41,2
3704,45.9,11.43,9.41,1800.2,4.98,2
3705,43.2,9.42,9.55,1932.8,5.46,2
3706,47.6,11.7,10.0,2060.11,6.12,3
3707,52.5,20.77,10.25,2006.1,8.44,3
3708,59.2,24.8,10.27,1882.29,10.48,3
3709,52.8,19.03,10.46,1798.55,14.46,3
3710,54.6,27.09,10.69,1773.84,14.61,3
3711,57.7,21.81,11.25,1795.63,14.88,3
3712,59.5,21.28,12.01,1725.0,16.28,3
3713,61.5,16.83,12.33,1671.5,14.64,3
3714,84.6,12.09,11.88,2506.49,7.5,3
3715,75.0,13.64,11.91,3168.28,5.91,4
3716,96.8,15.79,13.0,4167.88,5.46,4
3717,122.8,18.29,12.19,4168.57,5.72,4
3718,129.2,20.42,11.6,3952.59,5.44,4
3719,127.4,36.8,11.36,4002.6,6.3,4
3720,136.4,38.88,11.26,3831.97,5.74,4
3721,125.1,37.94,10.95,3571.87,5.35,4
3722,114.4,40.93,10.79,3445.87,5.2,4
3723,126.3,34.74,10.6,3226.41,4.99,4
3724,106.8,40.86,9.91,2749.21,5.42,4
3725,93.5,43.29,9.69,2296.2,5.14,3
3726,80.8,33.95,9.33,2205.12,5.18,3
3727,73.6,32.55,9.17,1980.54,5.43,3
3728,71.7,30.98,9.55,2008.32,5.73,4
3729,92.3,23.01,9.5,2132.16,5.92,3
3730,76.4,21.36,10.06,2128.39,7.04,3
3731,81.4,25.1,10.52,2035.54,10.38,3
3732,76.3,19.89,10.46,1957.24,13.48,3
3733,58.6,18.14,10.63,1801.25,18.58,3
3734,53.4,17.81,10.63,1719.78,21.1,3
3735,57.6,21.07,10.64,1691.82,18.19,3
3736,56.8,26.04,10.23,1702.11,21.23,3
3737,85.4,20.62,10.47,2174.21,8.56,4
3738,153.6,26.99,11.04,2932.48,5.3,4
3739,106.7,24.87,11.6,3491.7,5.56,4
3740,101.6,32.6,12.5,4038.52,4.95,5
3741,213.9,34.67,11.41,3696.35,5.75,5
3742,497.8,36.41,11.84,4360.51,5.3,5
3743,823.9,38.35,11.69,4301.83,4.92,5
3744,338.1,31.1,11.31,4070.06,5.36,5
3745,1181.2,29.46,10.63,3592.34,5.34,5
3746,2124.6,35.22,10.48,3165.28,5.85,3
3747,62.6,28.93,10.2,2891.55,5.15,4
3748,97.0,26.22,9.54,2483.5,5.42,4
3749,115.5,27.82,9.37,2086.31,5.26,3
3750,67.0,21.31,9.5,1930.57,5.47,4
3751,135.3,15.83,9.06,1922.46,5.72,5
3752,205.5,16.07,9.5,2025.99,6.02,5
3753,786.3,11.93,10.06,2739.14,6.13,5
3754,1126.8,20.13,10.52,2574.06,5.91,3
3755,89.6,19.5,10.15,4120.67,5.73,4
3756,119.1,26.45,11.79,4879.36,5.66,4
3757,135.2,31.87,11.97,4779.16,5.35,4
3758,99.1,25.01,10.49,1790.82,18.34,4
3759,93.9,20.67,10.53,1762.9,15.81,3
3760,86.5,18.48,10.78,2787.55,7.03,3
3761,87.6,20.12,11.35,3183.93,5.88,4
3762,99.6,21.33,12.72,4237.29,5.44,4
3763,119.2,31.02,13.51,5112.55,5.89,4
3764,146.1,38.73,13.83,6309.1,5.97,4
3765,154.8,53.1,13.56,5759.13,5.86,4
3766,154.5,42.05,12.59,5028.77,5.57,4
3767,145.2,43.07,12.04,4509.55,6.01,4
3768,128.1,46.73,11.78,4134.87,5.67,4
3769,116.0,44.95,11.74,4022.02,5.7,4
3770,96.6,38.08,11.12,3174.59,5.03,3
3771,80.8,27.76,10.62,2473.15,7.28,3
3772,69.1,21.34,10.52,2129.98,6.23,3
3773,60.9,15.95,9.99,2164.54,4.93,3
3774,66.7,19.14,10.11,2606.37,5.93,3
3775,75.9,19.59,11.61,3674.01,5.45,4
3776,96.9,25.67,12.13,3766.2,5.94,4
3777,110.7,38.26,12.17,3465.82,6.89,4
3778,111.4,40.15,11.6,2917.93,7.51,4
3779,102.2,37.6,11.19,2476.67,10.34,4
3780,95.3,34.57,11.37,2135.03,13.46,3
3781,87.7,30.69,10.83,1948.77,17.11,3
3782,83.3,29.98,10.67,2049.12,12.01,3
3783,77.6,25.9,10.45,2009.53,9.21,3
3784,71.2,28.31,10.68,2509.37,5.2,3
3785,71.4,21.74,11.68,3018.44,5.79,3
3786,89.0,31.68,12.31,3583.84,6.02,4
3787,105.4,33.73,12.07,3516.65,5.82,4
3788,113.6,34.83,11.66,3362.02,5.37,4
3789,112.0,33.4,11.21,3192.68,5.96,4
3790,107.3,33.31,11.47,3438.25,6.15,4
3791,105.8,32.5,11.03,3395.39,5.94,4
3792,105.3,33.98,11.24,3643.97,5.59,4
3793,101.6,30.38,10.96,3168.39,5.33,4
3794,94.9,32.84,10.68,2861.01,5.52,3
3795,89.1,33.72,10.49,2783.93,5.79,3
3796,84.5,27.25,10.18,2464.22,5.46,3
3797,77.1,26.18,10.07,2275.09,5.81,3
3798,69.9,23.71,10.83,2858.53,5.29,3
3799,85.7,21.67,12.05,3497.21,5.66,4
3800,109.2,24.95,11.8,2990.98,6.34,4
3801,110.5,30.87,10.98,2614.66,10.48,4
3802,105.6,31.4,10.83,2258.44,14.67,4
3803,95.5,32.32,10.68,2029.75,20.29,3
3804,86.4,27.52,10.51,1856.7,22.33,3
3805,75.1,25.39,10.04,1815.7,19.57,3
3806,66.0,25.36,9.74,1853.65,17.42,3
3807,65.8,22.92,9.46,1890.95,16.39,3
3808,61.7,21.03,9.58,2224.6,9.52,3
3809,60.8,19.1,9.75,2800.63,5.54,3
3810,63.1,20.86,10.06,2825.34,4.8,3
3811,65.8,31.77,10.24,2406.2,6.73,3
3812,63.6,24.49,10.62,2410.6,5.8,3
3813,62.7,22.39,10.52,2497.78,5.68,3
3814,64.2,18.15,10.18,2385.8,5.4,3
3815,64.7,21.2,10.62,2446.87,6.0,3
3816,63.9,22.9,10.51,2563.79,5.23,3
3817,65.0,17.0,10.26,2225.68,6.2,3
3818,62.6,14.16,9.59,2031.3,6.54,3
3819,59.4,10.89,9.66,1943.03,5.89,3
3820,60.0,7.85,9.61,1944.62,4.96,3
3821,60.2,9.05,9.42,2061.78,5.55,3
3822,55.9,10.16,9.56,2222.53,5.98,3
3823,60.5,7.5,9.94,2405.07,6.16,3
3824,71.2,19.54,10.24,2077.32,11.34,3
3825,80.7,25.49,10.01,1912.39,13.78,3
3826,82.5,20.3,9.75,1802.59,16.51,3
3827,88.5,16.32,10.08,1710.55,20.88,3
3828,88.9,19.13,10.22,1634.04,21.23,3
3829,84.9,15.54,10.26,1627.55,22.12,3
3830,76.5,18.13,10.03,1608.44,20.83,3
3831,73.8,17.99,10.01,1674.92,19.51,3
3832,73.6,14.85,10.58,2483.9,5.5,3
3833,75.2,24.26,11.09,3311.53,5.02,4
3834,94.0,25.33,10.25,2992.88,5.05,4
3835,104.3,26.46,9.96,2820.98,5.98,4
3836,95.8,35.13,9.84,2764.75,5.13,3
3837,74.0,29.47,10.11,2637.68,4.79,4
3838,99.7,29.81,9.88,2772.69,5.14,4
3839,114.8,36.21,9.75,2563.68,5.34,4
3840,112.6,28.34,9.51,2353.54,5.44,4
3841,101.7,25.69,9.36,2203.56,5.29,4
3842,102.2,20.05,9.2,1953.41,5.15,4
3843,93.9,16.33,9.15,1858.52,5.15,4
3844,95.1,12.37,9.22,1868.04,5.15,3
3845,88.9,18.93,9.11,1919.88,4.78,3
3846,88.4,15.28,9.22,1868.34,6.4,3
3847,86.0,13.24,9.76,2020.87,6.82,3
3848,86.2,15.01,9.97,1897.27,10.24,4
3849,93.1,22.48,10.15,1823.43,13.41,4
3850,91.0,25.09,10.42,2019.5,14.42,3
3851,87.9,22.03,11.26,2051.5,21.18,3
3852,80.1,20.23,10.93,2063.34,22.8,3
3853,79.0,25.26,10.98,2060.92,24.79,3
3854,65.0,20.59,10.79,2272.96,18.66,3
3855,62.7,15.37,10.24,2520.65,8.54,3
