,S1_PM10,S1_PM25,S1_SO2,S1_NO2,S1_NOX,S1_NO
3520,93.15,,,,,
3521,,,,,29.74,
3522,44.83,,,,,
3523,31.35,,,,,
3524,,,,,89.33,
3525,52.84,,,,,
3526,,,,,,0.86
3527,37.45,,,,,
3528,30.21,,,,,
3529,,,,,,1.31
3530,,,,30.44,,
3531,,7.63,,,,
3532,,,,31.85,,
3533,,,,,,18.02
3534,,12.63,,,,
3535,,,,,182.62,
3536,,,,,,32.55
3537,38.21,,,,,
3538,,,3.5,,,
3539,,10.04,,,,
3540,,,3.68,,,
3541,,,3.65,,,
3542,34.28,,,,,
3543,,,,,58.5,
3544,,7.67,,,,
3545,64.51,,,,,
3546,,,3.97,,,
3547,,,,145.63,,
3548,,,4.05,,,
3549,,,,,,59.39
3550,,37.19,,,,
3551,70.07,,,,,
3552,,,3.22,,,
3553,55.78,,,,,
3554,,,,,,7.34
3555,,,,82.3,,
3556,67.19,,,,,
3557,46.45,,,,,
3558,,,,,194.85,
3559,,,,,122.18,
3560,73.56,,,,,
3561,,,,,25.44,
3562,,,,,,3.42
3563,,,,,,3.99
3564,39.91,,,,,
3565,,7.92,,,,
3566,,,,,,45.84
3567,72.42,,,,,
3568,,,,,323.72,
3569,,,4.92,,,
3570,,,,,,77.16
3571,,,,108.21,,
3572,,,,,,42.02
3573,85.98,,,,,
3574,,,2.86,,,
3575,,,2.91,,,
3576,,,,,82.72,
3577,61.29,,,,,
3578,,14.42,,,,
3579,,,4.0,,,
3580,,,,,,132.56
3581,,,,,,128.3
3582,81.13,,,,,
3583,,,,,185.93,
3584,79.74,,,,,
3585,,,,,,4.53
3586,,25.9,,,,
3587,,,,,34.07,
3588,,,,,,1.87
3589,,,3.81,,,
3590,,,,,,196.55
3591,,,,,466.3,
3592,51.53,,,,,
3593,,,,,,142.96
3594,49.75,,,,,
3595,,,4.31,,,
3596,,,,,168.8,
3597,,43.2,,,,
3598,,,,,84.4,
3599,,,2.2,,,
3600,,,2.19,,,
3601,,,,73.35,,
3602,,,,,81.74,
3603,,,,,,28.51
3604,,,,,88.56,
3605,,55.91,,,,
3606,,,,85.87,,
3607,,,4.6,,,
3608,45.66,,,,,
3609,,17.96,,,,
3610,,,,,82.75,
3611,,,,,,8.24
3612,70.73,,,,,
3613,71.51,,,,,
3614,70.85,,,,,
3615,,,,178.02,,
3616,,15.37,,,,
3617,56.47,,,,,
3618,,,,,,144.28
3619,,,,,,83.61
3620,,,,,,40.57
3621,,,,,163.69,
3622,85.9,,,,,
3623,75.13,,,,,
3624,,,,,,16.68
3625,,15.15,,,,
3626,,,,,,40.21
3627,,,,129.58,,
3628,74.7,,,,,
3629,,,,,184.83,
3630,,,,,,20.22
3631,,,,29.79,,
3632,,,8.17,,,
3633,,,,21.24,,
3634,,,6.32,,,
3635,,,,,31.54,
3636,29.91,,,,,
3637,,8.61,,,,
3638,,,,,52.68,
3639,,,,42.84,,
3640,,,,,,5.61
3641,76.42,,,,,
3642,,12.17,,,,
3643,89.62,,,,,
3644,,,,,175.06,
3645,,,,,133.64,
3646,,,,,126.18,
3647,,,4.04,,,
3648,77.48,37.95,3.87,67.36,77.61,10.25
3649,,39.77,,,,
3650,,,,75.39,,
3651,,32.34,,,,
3652,,,,,68.63,
3653,41.53,,,,,
3654,,,4.13,,,
3655,,,,100.74,,
3656,,,,,,1.53
3657,,18.77,,,,
3658,,,,,23.74,
3659,,10.5,,,,
3660,,,,15.99,,
3661,,,,,70.01,
3662,,,,,,39.92
3663,35.71,,,,,
3664,,,,31.64,,
3665,,,,23.33,,
3666,,25.26,,,,
3667,,,,,,5.8
3668,,12.18,,,,
3669,,,,,32.07,
3670,,,,,171.14,
3671,,,,158.18,,
3672,,,,,255.12,
3673,,,,,282.52,
3674,,,,107.2,,
3675,,,,,,69.74
3676,,,,,,36.66
3677,,,,,,23.03
3678,,,,,,16.69
3679,,,2.97,,,
3680,,,,,,8.24
3681,,,,50.76,,
3682,,,,63.28,,
3683,,,,106.87,,
3684,,,,125.89,,
3685,,,,,230.12,
3686,,,5.78,,,
3687,71.0,,,,,
3688,,48.19,,,,
3689,49.1,,,,,
3690,,18.79,,,,
3691,47.94,,,,,
3692,,,,,35.41,
3693,,,,,,13.91
3694,,,,,,91.05
3695,,,,164.42,,
3696,52.12,,,,,
3697,,,,182.37,,
3698,,,,,265.43,
3699,,,4.31,,,
3700,57.36,,,,,
3701,,,,,104.4,
3702,,,2.46,,,
3703,77.22,,,,,
3704,68.47,,,,,
3705,,22.34,,,,
3706,,,2.28,,,
3707,,,,,,116.24
3708,72.86,,,,,
3709,,,,116.03,,
3710,,,,133.91,,
3711,,,,112.23,,
3712,,,,55.03,,
3713,,39.53,,,,
3714,,,,,51.35,
3715,,,,,,6.15
3716,,,,89.35,,
3717,,,,,572.33,
3718,61.78,,,,,
3719,75.2,,,,,
3720,103.97,,,,,
3721,,,,,375.77,
3722,74.28,,,,,
3723,,,,130.72,,
3724,,24.43,,,,
3725,,,,,,50.29
3726,105.85,,,,,
3727,100.19,,,,,
3728,,,1.66,,,
3729,,37.15,,,,
3730,,,,,174.0,
3731,,,1.87,,,
3732,,,2.45,,,
3733,,49.2,,,,
3734,,,,,329.17,
3735,,,,181.35,,
3736,,,,,,47.42
3737,,,4.54,,,
3738,,,,,,8.26
3739,,,,48.45,,
3740,,,,50.97,,
3741,,27.78,,,,
3742,,,6.24,,,
3743,,,,,,209.32
3744,,,,,321.85,
3745,,63.75,,,,
3746,,,,209.66,,
3747,74.64,,,,,
3748,,,,114.06,,
3749,,,,85.07,,
3750,,,,,118.44,
3751,,35.8,,,,
3752,,,,69.09,,
3753,,,,,83.25,
3754,,,,,162.02,
3755,,,,,,3.84
3756,,,,40.75,,
3757,,,,,,13.77
3758,,,,105.23,,
3759,,,,,,11.13
3760,,,,,,6.68
3761,,,,,44.23,
3762,,,,,68.47,
3763,,,,,,86.34
3764,,,4.11,,,
3765,,31.46,,,,
3766,62.12,,,,,
3767,,,,169.64,,
3768,,,5.69,,,
3769,,,,,882.0,
3770,,,5.97,,,
3771,,,5.96,,,
3772,,,,,574.55,
3773,,,4.75,,,
3774,88.34,,,,,
3775,,,,122.52,,
3776,,,,,231.0,
3777,,54.74,,,,
3778,,,,,279.56,
3779,,,,,229.47,
3780,,66.63,,,,
3781,,53.8,,,,
3782,,31.06,,,,
3783,,,,37.03,,
3784,,,,36.18,,
3785,,,,,,7.09
3786,,12.2,,,,
3787,,,2.85,,,
3788,,20.06,,,,
3789,,,,,,264.46
3790,,,,173.66,,
3791,,,,,,98.9
3792,,48.04,,,,
3793,,,,,293.73,
3794,82.76,,,,,
3795,,52.88,,,,
3796,,,,118.65,,
3797,,,,,235.97,
3798,,20.55,,,,
3799,,,,,195.89,
3800,,31.46,,,,
3801,105.11,,,,,
3802,,,,167.07,,
3803,,,8.67,,,
3804,,,,,,67.66
3805,,,,42.94,,
3806,,,,25.39,,
3807,,,3.06,,,
3808,,32.02,,,,
3809,,,,24.4,,
3810,,16.7,,,,
3811,,,,,,13.19
3812,,,,,82.16,
3813,,,,66.5,,
3814,77.69,,,,,
3815,,,,,179.9,
3816,,,,,63.5,
3817,,,,,41.87,
3818,,,,36.21,,
3819,94.26,,,,,
3820,,,2.52,,,
3821,,,,,,2.24
3822,,,,,,0.93
3823,,,3.47,,,
3824,,,,,,11.96
3825,,,,,54.23,
3826,,38.61,,,,
3827,,,4.15,,,
3828,,,,,27.41,
3829,,,4.08,,,
3830,,17.24,,,,
3831,,11.86,,,,
3832,,,,,32.55,
3833,,8.54,,,,
3834,,,3.31,,,
3835,,,,,,79.53
3836,,,3.97,,,
3837,,,,,,78.13
3838,,,,,,111.11
3839,,,,,,54.35
3840,,,,99.99,,
3841,,,,,,49.74
3842,56.11,,,,,
3843,53.41,,,,,
3844,,,,51.33,,
3845,,47.71,,,,
3846,,,2.35,,,
3847,,,,,96.19,
3848,,,,,114.95,
3849,77.36,,,,,
3850,,,,100.85,,
3851,,,,119.49,,
3852,,,,96.74,,
3853,,,,,,17.4
3854,58.85,,,,,
3855,,,5.76,,,
3856,,,5.12,,,
3857,72.69,,,,,
3858,,,,,,26.26
3859,,,4.48,,,
3860,33.3,,,,,
3861,,,,,,107.43
3862,,,,124.13,,
3863,,29.46,,,,
3864,,24.69,,,,
3865,,47.12,,,,
3866,,,4.89,,,
3867,,,,169.77,,
3868,,,,103.48,,
3869,,,,,244.13,
3870,,,,124.37,,
3871,,,,101.78,,
3872,,,4.75,,,
3873,,,,58.67,,
3874,,,,35.25,,
3875,,,4.13,,,
3876,90.57,,,,,
3877,,,,202.53,,
3878,,,,,454.34,
3879,34.88,,,,,
3880,34.88,,,,,
3881,,,,,,187.22
3882,65.62,,,,,
3883,,,4.66,,,
3884,,28.34,,,,
3885,57.82,,,,,
3886,,,,21.64,,
3887,,,,24.77,,
3888,55.18,,,,,
3889,,,,,46.42,
3890,,,,,98.72,
3891,,13.79,,,,
3892,,19.77,,,,
3893,,,,117.35,,
3894,,,,,,66.72
3895,43.62,,,,,
3896,,20.93,,,,
3897,,,,,,53.89
3898,,,,,,30.36
3899,94.63,,,,,
3900,,,5.8,,,
3901,,,,,89.32,
3902,,,,,,45.82
3903,64.6,,,,,
3904,,24.11,,,,
3905,,,,,131.17,
3906,,,,,131.15,
3907,,,,71.37,,
3908,,27.25,,,,
3909,86.57,,,,,
3910,,,,,59.76,
3911,,,,,,3.2
3912,35.24,,,,,
3913,,,5.01,,,
3914,29.68,,,,,
3915,29.76,,,,,
3916,,17.13,,,,
3917,,,,41.2,,
3918,31.41,,,,,
3919,,,,,107.15,
3920,,,,,,23.33
3921,30.9,,,,,
3922,,,,,,4.69
3923,31.57,,,,,
3924,,8.0,,,,
3925,,7.6,,,,
3926,,,,,88.14,
3927,51.0,,,,,
3928,,,,,524.3,
3929,93.62,,,,,
3930,,,,,193.99,
3931,,,,,,48.41
3932,,68.22,,,,
3933,,,,,191.94,
3934,,,4.73,,,
3935,86.36,,,,,
3936,,,,61.69,,
3937,,,,,,32.1
3938,,,,,108.71,
3939,,,,,138.84,
3940,,,,84.06,,
3941,,,5.47,,,
3942,,,,,154.93,
3943,,50.28,,,,
3944,,,,100.23,,
3945,,,,64.52,,
3946,,,5.32,,,
3947,,,,,85.18,
3948,62.25,,,,,
3949,,,,,86.54,
3950,,,5.73,,,
3951,,,7.52,,,
3952,,34.46,,,,
3953,,,,,446.28,
3954,,,7.65,,,
3955,,,,320.56,,
3956,,55.23,,,,
3957,,,,,165.37,
3958,,,3.2,,,
3959,,,,50.31,,
3960,,29.13,,,,
3961,,,3.52,,,
3962,46.53,,,,,
3963,,,,,,2.19
3964,,,,25.11,,
3965,,18.09,,,,
3966,,,,,38.52,
3967,,,3.58,,,
3968,,,,,,6.67
3969,47.67,,,,,
3970,,11.59,,,,
3971,,,2.86,,,
3972,,,,,,5.66
3973,,,,33.18,,
3974,,,,,,7.99
3975,,,,48.74,,
3976,,,,33.64,,
3977,,,,,,5.55
3978,,,,,52.72,
3979,,,,46.19,,
3980,,,3.54,,,
3981,,,,,38.55,
3982,,,4.44,,,
3983,37.56,,,,,
3984,73.01,,,,,
3985,,33.32,,,,
3986,27.86,,,,,
3987,,20.93,,,,
3988,,,,62.39,,
3989,,46.41,,,,
3990,,,5.11,,,
3991,,,,22.74,,
3992,,,,,,4.41
3993,59.54,,,,,
3994,,,,23.33,,
3995,,,,27.01,,
3996,,,5.87,,,
3997,,,,,,4.88
3998,,,6.09,,,
3999,,,5.9,,,
4000,56.15,,,,,
4001,71.13,,,,,
4002,,,,,,150.15
4003,,,,,,42.69
4004,,,,85.35,,
4005,,,4.9,,,
4006,57.49,,,,,
4007,,58.15,,,,
4008,,,,65.08,,
4009,,,,,122.75,
4010,,,,,,33.76
4011,,,,,180.94,
4012,56.24,,,,,
4013,,53.89,,,,
4014,,,,,,60.99
4015,,,,,99.35,
4016,,,,,68.48,
4017,42.17,,,,,
4018,,,7.21,,,
4019,,,7.42,,,
4020,,17.24,,,,
4021,,,,,132.95,
4022,,,7.96,,,
4023,,,,188.36,,
4024,,,,,344.95,
4025,,,6.4,,,
4026,,37.51,,,,
4027,,,,,111.71,
4028,,,,,87.66,
4029,,45.45,,,,
4030,,,,,70.29,
4031,,23.65,,,,
4032,,,,,68.85,
4033,55.0,21.21,4.55,93.73,159.7,65.97
4034,,,,,649.24,
4035,79.9,,,,,
4036,,,,141.03,,
4037,87.17,,,,,
4038,,42.56,,,,
4039,,33.76,,,,
4040,,,,,39.67,
4041,,,,,,5.98
4042,,,6.4,,,
4043,,24.78,,,,
4044,,,6.86,,,
4045,,,6.62,,,
4046,,,,,346.11,
4047,,,,,294.29,
4048,,,,,,72.33
4049,,,,98.92,,
4050,,,,,,45.91
4051,,,4.72,,,
4052,100.93,,,,,
4053,,,,,72.03,
4054,,,,,,13.61
4055,,34.1,,,,
4056,,,,,153.43,
4057,,,,,,67.12
4058,86.6,,,,,
4059,,,,,,7.75
4060,,,4.77,,,
4061,,,,,26.01,
4062,68.56,,,,,
4063,71.24,,,,,
4064,,32.52,,,,
4065,,,,67.1,,
4066,,,4.11,,,
4067,61.08,,,,,
4068,,,,,,3.94
4069,,,,,,3.33
4070,,,,,31.95,
4071,,,,,,1.05
4072,,,5.96,,,
4073,44.02,,,,,
4074,,15.65,,,,
4075,,,,,14.72,
4076,,,5.54,,,
4077,,,,,35.03,
4078,,21.38,,,,
4079,,,,,,1.84
4080,,,5.55,,,
4081,36.32,,,,,
4082,21.48,,,,,
4083,,,,,38.66,
4084,,,,,,9.98
4085,,17.1,,,,
4086,,,,,35.3,
4087,,,,,,3.54
4088,,10.26,,,,
4089,21.9,,,,,
4090,,,,,77.3,
4091,,,,,69.36,
4092,,,5.4,,,
4093,,,,86.4,,
4094,,,,,106.59,
4095,,,,,,11.29
4096,,20.28,,,,
4097,24.66,,,,,
4098,,16.54,,,,
4099,,,,,,4.74
4100,,,,,92.46,
4101,28.4,,,,,
4102,,,,,185.25,
4103,,,,112.62,,
4104,,,,,,57.04
4105,,,,107.54,,
4106,,,,,,56.64
4107,,,,97.39,,
4108,,48.64,,,,
4109,,,7.11,,,
4110,,66.34,,,,
4111,,,6.62,,,
4112,,,,125.52,,
4113,,,,,,38.59
4114,,,,,49.44,
4115,,44.6,,,,
4116,,,,31.24,,
4117,,22.94,,,,
4118,,,4.45,,,
4119,,,,,20.11,
4120,,,,16.88,,
4121,,,,14.91,,
4122,,6.67,,,,
4123,22.42,,,,,
4124,,,4.74,,,
4125,,,,72.82,,
4126,,10.4,,,,
4127,,19.04,,,,
4128,,,,22.56,,
4129,,,,,,2.86
4130,,,,,25.53,
4131,13.62,,,,,
4132,12.42,,,,,
4133,,,,41.5,,
4134,,,,,109.46,
4135,,,,112.01,,
4136,,,,,,54.07
4137,,33.48,,,,
4138,47.31,,,,,
4139,,,5.44,,,
4140,,,,,139.98,
4141,53.68,,,,,
4142,,,,,113.92,
4143,,27.9,,,,
4144,,,4.31,,,
4145,45.13,,,,,
4146,,,4.18,,,
4147,,,,,139.35,
4148,44.86,,,,,
4149,,27.35,,,,
4150,,41.18,,,,
4151,78.81,,,,,
4152,89.43,,,,,
4153,71.94,,,,,
4154,,39.07,,,,
4155,,,,,43.05,
4156,,,,,43.53,
4157,,,,,55.39,
4158,,11.54,,,,
4159,,,,,493.01,
4160,,47.23,,,,
4161,,,,326.55,,
4162,,,6.08,,,
4163,,62.25,,,,
4164,,63.23,,,,
4165,,66.14,,,,
4166,,53.31,,,,
4167,,,,65.06,,
4168,,,4.68,,,
4169,,,4.68,,,
4170,,,,117.19,,
4171,54.74,,,,,
4172,70.4,,,,,
4173,,,,,,85.25
4174,,,,,,54.76
4175,,,,,,19.59
4176,71.36,,,,,
4177,,,,,65.18,
4178,,,5.39,,,
4179,22.8,,,,,
4180,,,,43.98,,
4181,22.11,,,,,
4182,,14.99,,,,
4183,,16.86,,,,
4184,28.86,,,,,
4185,33.39,,,,,
4186,,,,,,24.13
4187,,,,,102.73,
4188,31.75,,,,,
4189,27.37,,,,,
4190,,12.87,,,,
4191,24.05,,,,,
4192,,,,,,5.53
4193,38.35,,,,,
4194,,19.12,,,,
4195,,,5.81,,,
4196,,,,,121.27,
4197,,,,,,48.05
4198,,,,,,23.24
4199,43.68,,,,,
4200,,,,,,36.2
4201,,,,,,46.31
4202,49.43,,,,,
4203,,,6.03,,,
4204,70.11,,,,,
4205,,,,99.92,,
4206,,,7.01,,,
4207,,,,,,53.95
4208,,,,,,68.73
4209,,46.53,,,,
4210,,36.72,,,,
4211,31.26,,,,,
4212,25.56,,,,,
4213,18.84,,,,,
4214,,16.65,,,,
4215,,,,,54.65,
4216,,,,,48.94,
4217,20.49,,,,,
4218,,,,,,1.93
4219,,,,,,0.72
4220,14.29,,,,,
4221,,,,,,0.84
4222,,14.11,,,,
4223,16.18,,,,,
4224,,,,,25.71,
4225,14.46,,,,,
4226,,,8.5,,,
4227,16.2,,,,,
4228,,,,22.49,,
4229,,,,,31.96,
4230,20.93,,,,,
4231,,,,,41.12,
4232,,,,,,10.02
4233,,12.42,,,,
4234,,,,32.05,,
4235,,,,,,9.66
4236,,,,,,7.04
4237,,,,,,7.15
4238,16.36,,,,,
4239,,,,,37.29,
4240,,,,28.83,,
4241,,,4.97,,,
4242,,,,,21.42,
4243,19.27,,,,,
4244,,,,,18.78,
4245,,,,,22.63,
4246,21.41,,,,,
4247,,,4.36,,,
4248,,,4.54,,,
4249,,,5.61,,,
4250,,27.5,,,,
4251,,17.7,,,,
4252,,12.58,,,,
4253,,,5.52,,,
4254,,11.34,,,,
4255,,,5.72,,,
4256,,,,,,9.24
4257,,,,,61.44,
4258,,,,,,4.85
4259,31.28,,,,,
4260,,,5.31,,,
4261,,,5.32,,,
4262,28.06,,,,,
4263,31.04,,,,,
4264,,,,,,3.47
4265,,20.19,,,,
4266,,,,,,2.19
4267,,,5.59,,,
4268,31.29,,,,,
4269,,31.42,,,,
4270,,,,,68.13,
4271,,35.3,,,,
4272,,,,,43.24,
4273,,,,29.47,,
4274,,,,,,6.62
4275,29.05,,,,,
4276,,,,,39.64,
4277,,,,31.91,,
4278,,,8.47,,,
4279,,,,,328.65,
4280,68.42,,,,,
4281,,,,,,188.07
4282,,4.66,,,,
4283,,,7.58,,,
4284,,,,116.91,,
4285,,,,98.18,,
4286,,,5.75,,,
4287,,,5.66,,,
4288,,4.57,,,,
4289,,,,,117.09,
4290,,,5.54,,,
4291,50.09,,,,,
4292,,,,,358.37,
4293,,5.12,,,,
4294,,,8.61,,,
4295,,6.35,,,,
4296,,,11.07,,,
4297,,,,,,124.05
4298,84.36,,,,,
4299,,6.84,,,,
4300,,,8.01,,,
4301,,5.96,,,,
4302,,,,,291.54,
4303,,,8.35,,,
4304,,4.92,,,,
4305,,,,322.82,,
4306,,,,207.65,,
4307,,5.38,,,,
4308,,,,,,168.81
4309,,,,134.95,,
4310,49.96,,,,,
4311,,,,,,78.04
4312,,,,109.17,,
4313,,,,,166.81,
4314,48.52,,,,,
4315,53.68,,,,,
4316,,3.94,,,,
4317,,,,146.38,,
4318,,4.5,,,,
4319,,4.69,,,,
4320,50.99,,,,,
4321,,,,,,8.95
4322,61.41,,,,,
4323,,,,,,7.83
4324,,,5.51,,,
4325,,,,59.19,,
4326,,5.18,,,,
4327,,,,102.52,,
4328,,,,139.68,,
4329,,,,,311.13,
4330,59.26,,,,,
4331,71.57,,,,,
4332,,3.96,,,,
4333,,,,,,33.26
4334,,,,62.85,,
4335,,,,58.66,,
4336,64.45,,,,,
4337,,,,65.55,,
4338,,,,,,12.36
4339,,5.54,,,,
4340,,,5.53,,,
4341,,,5.74,,,
4342,,,5.31,,,
4343,,,,,52.82,
4344,71.09,,,,,
4345,36.51,,,,,
4346,,,,,,11.36
4347,,6.17,,,,
4348,,,,,48.25,
4349,,,6.81,,,
4350,,,,72.33,,
4351,43.28,,,,,
4352,,5.36,,,,
4353,,,,88.94,,
4354,,5.64,,,,
4355,,,,,171.55,
4356,,,5.18,,,
4357,65.32,,,,,
4358,,,,48.52,,
4359,71.56,,,,,
4360,,,,,98.53,
4361,,,,,,13.85
4362,,,,96.94,,
4363,,,,,,40.18
4364,,,,106.11,,
4365,,5.29,,,,
4366,,,5.45,,,
4367,,5.34,,,,
4368,,,,,,4.98
4369,37.34,,,,,
4370,,5.42,,,,
4371,,,,,29.0,
4372,,5.94,,,,
4373,,5.98,,,,
4374,53.91,,,,,
4375,,,,,,3.26
4376,,,5.54,,,
4377,,,,,63.89,
4378,,,5.35,,,
4379,,,,14.41,,
4380,,,5.23,,,
4381,,5.21,,,,
4382,,,,,,0.19
4383,,,,,13.7,
4384,73.04,,,,,
4385,,5.18,,,,
4386,,5.46,,,,
4387,,5.23,,,,
4388,,,4.94,,,
4389,,,5.09,,,
4390,,,5.22,,,
4391,,,4.67,,,
4392,,,,24.19,,
4393,,,,,,5.81
4394,79.03,,,,,
4395,,5.6,,,,
4396,,,,35.9,,
4397,,,,,51.77,
4398,,,,,,8.96
4399,,,,,,9.29
4400,64.76,,,,,
4401,,,5.53,,,
4402,,4.72,,,,
4403,,,,,,2.71
4404,,,,26.42,,
4405,,5.54,,,,
4406,,,,20.29,,
4407,52.34,,,,,
4408,,,,,,3.54
4409,,4.49,,,,
4410,,,,51.36,,
4411,,,,,,13.67
4412,,,,38.89,,
4413,,,,,,8.54
4414,,,,29.67,,
4415,,5.1,,,,
4416,,,,,,9.93
4417,,,,,,7.01
4418,,,,32.26,,
4419,,,,38.98,,
4420,,,,,64.8,
4421,,4.6,,,,
4422,71.28,,,,,
4423,,,8.17,,,
4424,,,7.38,,,
4425,,4.61,,,,
4426,,,,29.05,,
4427,81.3,,,,,
4428,,,6.67,,,
4429,,3.83,,,,
4430,,,,,34.06,
4431,,4.45,,,,
4432,74.26,,,,,
4433,63.83,,,,,
4434,,5.3,,,,
4435,,,,,275.67,
4436,46.85,,,,,
4437,,7.96,,,,
4438,53.14,,,,,
4439,48.04,8.54,11.32,61.52,88.39,26.87
4440,,6.79,,,,
4441,,,,,,10.85
4442,,,7.46,,,
4443,,,,,,8.12
4444,,5.08,,,,
4445,31.0,,,,,
4446,,,,79.37,,
4447,,,,,59.6,
4448,79.31,,,,,
4449,,,,83.43,,
4450,,,,51.34,,
4451,77.91,,,,,
4452,,,6.5,,,
4453,,,7.1,,,
4454,,,7.63,,,
4455,,,7.76,,,
4456,50.91,,,,,
4457,45.13,5.1,7.18,83.9,113.28,29.38
4458,,5.76,,,,
4459,,,,,403.77,
4460,,,,,,105.12
4461,,,6.47,,,
4462,,,,,48.38,
4463,,,,,23.79,
4464,,,,,,3.02
4465,,,5.68,,,
4466,,,5.6,,,
4467,,5.43,,,,
4468,,,,29.42,,
4469,75.05,,,,,
4470,,,,,71.49,
4471,,,,,103.37,
4472,,4.41,,,,
4473,,,5.23,,,
4474,,,,,108.96,
4475,,,,,,3.61
4476,,,,,,0.59
4477,,,5.37,,,
4478,31.02,,,,,
4479,50.04,,,,,
4480,,4.65,,,,
4481,,,,,69.96,
4482,,,,56.75,,
4483,,,4.83,,,
4484,,,,,,8.4
4485,84.6,,,,,
4486,,3.0,,,,
4487,40.99,,,,,
4488,,,5.68,,,
4489,,23.8,,,,
4490,,,4.73,,,
4491,,,,,,68.49
4492,,9.14,,,,
4493,,,,114.96,,
4494,,,4.88,,,
4495,,,,,,31.15
4496,,21.61,,,,
4497,,20.41,,,,
4498,,15.82,,,,
4499,,,6.92,,,
4500,,30.4,,,,
4501,,,,,270.03,
4502,,,,,213.49,
4503,,16.3,,,,
4504,,,9.53,,,
4505,,,,,76.87,
4506,88.43,,,,,
4507,,,7.73,,,
4508,,,,,134.82,
4509,66.88,,,,,
4510,,,,,,182.54
4511,97.51,,,,,
4512,,,5.99,,,
4513,,,6.11,,,
4514,106.09,,,,,
4515,,,,,,118.25
4516,,,,,121.17,
4517,,,,,110.84,
4518,,,,82.08,,
4519,63.53,,,,,
4520,,38.46,,,,
4521,,,7.11,,,
4522,,,,,191.51,
4523,,,,,,64.54
4524,,,,,,57.57
4525,,,,,146.87,
4526,,53.58,,,,
4527,,,,,,21.23
4528,,,,,51.38,
4529,41.06,,,,,
4530,,,4.69,,,
4531,,43.51,,,,
4532,,,,,246.97,
4533,,,5.68,,,
4534,,,,,155.97,
4535,,,,95.59,,
4536,,,5.08,,,
4537,,,6.26,,,
4538,53.39,,,,,
4539,,,,,88.54,
4540,,,5.55,,,
4541,,33.92,,,,
4542,,,,,,31.68
4543,,38.08,,,,
4544,,28.27,,,,
4545,,40.94,,,,
4546,,,,108.76,,
4547,,,,,243.95,
4548,37.11,,,,,
4549,42.1,,,,,
4550,,,,54.94,,
4551,,,,33.42,,
4552,,,,40.49,,
4553,,,,,61.51,
4554,,,,106.69,,
4555,,24.7,,,,
4556,,,,141.07,,
4557,,,,107.0,,
4558,,29.34,,,,
4559,,,,,,100.94
4560,,33.36,,,,
4561,,,,111.94,,
4562,,,,,220.64,
4563,,,,81.02,,
4564,80.88,,,,,
4565,,,,74.88,,
4566,,,,,116.86,
4567,,24.32,,,,
4568,,,,77.43,,
4569,34.51,,,,,
4570,35.82,,,,,
4571,,,,73.18,,
4572,24.49,,,,,
4573,,,,,132.46,
4574,,,,,60.55,
4575,,,,,,21.22
4576,,,4.79,,,
4577,,,,,246.3,
4578,21.2,,,,,
4579,,,,42.32,,
4580,,,,,,3.4
4581,,,,,,9.1
4582,,,,,65.23,
4583,,,,,,5.67
4584,14.28,,,,,
4585,,,,,54.55,
4586,28.08,13.52,4.83,46.71,48.77,2.06
4587,,13.8,,,,
4588,,,,58.24,,
4589,,,,64.35,,
4590,23.59,,,,,
4591,,,,95.12,,
4592,20.42,,,,,
4593,29.55,,,,,
4594,,24.92,,,,
4595,,,,53.04,,
4596,,,,,,10.77
4597,,,,44.33,,
4598,,,,,,6.54
4599,,,,,,7.86
4600,16.09,,,,,
4601,,,,,63.73,
4602,,,,29.48,,
4603,,12.28,,,,
4604,,,,,,10.48
4605,,,,,41.15,
4606,,,,,,8.15
4607,,,,,21.08,
4608,12.6,,,,,
4609,,,,,,2.51
4610,,,,,28.86,
4611,13.3,,,,,
4612,,6.65,,,,
4613,,,,,,8.14
4614,,,,24.06,,
4615,14.79,,,,,
4616,19.01,,,,,
4617,,,,,41.38,
4618,,,,,,17.66
4619,,8.2,,,,
4620,,,,,54.14,
4621,,19.1,,,,
4622,,,5.82,,,
4623,,,,,89.44,
4624,24.89,,,,,
4625,,,6.8,,,
4626,,,7.56,,,
4627,,,7.49,,,
4628,50.03,,,,,
4629,,,7.08,,,
4630,,,8.54,,,
4631,,,,,,46.75
4632,42.34,14.75,6.75,51.54,83.46,31.92
4633,,14.14,,,,
4634,,,,,73.01,
4635,,10.02,,,,
4636,,,6.26,,,
4637,,,,167.03,,
4638,,,,130.01,,
4639,,44.28,,,,
4640,54.21,,,,,
4641,,,,,270.38,
4642,,,,,213.57,
4643,,,,,204.04,
4644,,,,,137.66,
4645,,,,104.15,,
4646,76.92,,,,,
4647,,,,,,78.35
4648,30.99,,,,,
4649,34.65,,,,,
4650,,,,203.05,,
4651,,,,,,263.28
4652,,,8.09,,,
4653,,,,,,328.78
4654,,,,41.1,,
4655,,25.56,,,,
4656,,,,100.53,,
4657,,,5.54,,,
4658,44.51,,,,,
4659,,,,106.86,,
4660,,,8.44,,,
4661,55.55,,,,,
4662,,,11.48,,,
4663,,29.36,,,,
4664,,,8.14,,,
4665,,,,,54.59,
4666,,24.26,,,,
4667,47.19,,,,,
4668,,,,94.75,,
4669,47.59,,,,,
4670,,,,,,199.63
4671,,,,,,354.56
4672,,37.5,,,,
4673,,51.98,,,,
4674,,32.61,,,,
